ID	adj.P.Val	P.Value	t	B	logFC	NAME	GENE_SYMBOL
4847	0.46	0.117	-1.5904973	-4.96636	-0.20345682	A_23_P253317	GPR171
38387	0.46	0.117	-1.5890015	-4.96858	-0.19403721	A_33_P3372742	KRTAP5-11
35096	0.46	0.117	1.5883467	-4.96955	0.11533519	A_33_P3287303	ASCL4
29069	0.461	0.118	-1.5847571	-4.97487	-0.16249708	A_33_P3208975	OR51S1
50808	0.462	0.118	1.5838734	-4.97618	0.09198062	A_23_P74828	GJA9
56855	0.462	0.119	1.5817314	-4.97934	0.0878554	A_23_P96432	MAGEB3
42565	0.464	0.12	1.5754499	-4.98861	0.14512806	A_23_P127522	HYLS1
9406	0.464	0.12	-1.5753334	-4.98878	-0.13064753	A_33_P3272080	QRFP
35961	0.464	0.12	-1.5748305	-4.98952	-0.18545546	A_23_P412321	CCR5
32712	0.465	0.12	-1.5739197	-4.99086	-0.32405467	A_33_P3229067	HIST1H2BN
42183	0.465	0.121	-1.5727975	-4.99251	-0.11457284	A_33_P3343506	OR5M3
21200	0.465	0.121	-1.5720683	-4.99358	-0.11392774	A_23_P371254	TAS2R43
51155	0.466	0.121	1.571542	-4.99435	0.09630398	A_33_P3363685	OR52A5
59450	0.466	0.121	-1.5708885	-4.99531	-0.15791191	A_33_P3380383	TIFAB
17491	0.466	0.121	1.5705521	-4.99581	0.15099556	A_33_P3258923	MKRN3
62282	0.467	0.122	1.5686919	-4.99854	0.11364695	A_23_P87580	ANP32D
44468	0.467	0.122	-1.5681504	-4.99933	-0.16796116	A_33_P3383970	TLR10
21752	0.467	0.122	-1.5673212	-5.00054	-0.11570837	A_23_P112311	TRIM32
19556	0.468	0.123	-1.5627594	-5.00722	-0.08697772	A_33_P3293778	KRTAP10-4
37029	0.469	0.123	-1.561204	-5.00949	-0.09552332	A_23_P253597	LRRC3
22540	0.469	0.124	-1.5606916	-5.01024	-0.10352428	A_32_P136351	SLITRK1
37227	0.47	0.124	1.5588214	-5.01297	0.09658109	A_33_P3349746	OR4K2
17857	0.47	0.124	-1.5577968	-5.01446	-0.24734431	A_33_P3351052	POU3F1
33923	0.471	0.124	-1.5569083	-5.01575	-0.10481421	A_23_P10518	TFDP3
7893	0.471	0.125	1.5561612	-5.01684	0.10295175	A_21_P0014708	ATP6V1E2
33006	0.471	0.125	-1.5560368	-5.01702	-0.14400374	A_23_P328621	UBQLNL
10105	0.472	0.125	-1.5539769	-5.02002	-0.12345587	A_23_P75330	HNRNPF
3497	0.472	0.125	1.5538025	-5.02027	0.12132981	A_33_P3263664	KRTAP6-2
12781	0.472	0.126	-1.551446	-5.02369	-0.11556427	A_33_P3225507	OR10G2
19109	0.472	0.126	-1.5503849	-5.02523	-0.07460636	A_23_P103349	OCLM
21899	0.473	0.127	1.5481524	-5.02847	0.17674118	A_23_P92499	TLR2
26049	0.474	0.127	-1.5469078	-5.03027	-0.09264858	A_23_P109184	INSM1
35002	0.474	0.127	-1.5459339	-5.03168	-0.08181895	A_21_P0000136	GPR33
21047	0.474	0.127	-1.5458337	-5.03183	-0.07996228	A_24_P386375	IFNA21
35823	0.476	0.128	-1.5422846	-5.03695	-0.12942138	A_23_P108265	OR7C2
53587	0.476	0.128	1.5420553	-5.03729	0.07893971	A_23_P110052	FOXL2
8080	0.476	0.128	1.5417652	-5.0377	0.21865976	A_23_P417383	ASPRV1
54532	0.476	0.128	-1.5416745	-5.03783	-0.46632035	A_33_P3292739	USP17L2
4356	0.476	0.128	1.5415645	-5.03799	0.11268552	A_23_P133842	HIST1H1T
8497	0.476	0.128	1.5408313	-5.03905	0.19185231	A_33_P3256868	ZNF83
55654	0.476	0.129	1.5398197	-5.04051	0.17631085	A_23_P101380	B3GNT8
29249	0.477	0.129	-1.5370424	-5.04451	-0.22840605	A_24_P144499	PPIAL4A
36465	0.478	0.13	-1.5349513	-5.04752	-0.08182302	A_33_P3379751	OR6S1
41129	0.478	0.13	-1.5347516	-5.0478	-0.17532264	A_23_P29257	H1F0
33298	0.478	0.13	-1.5338125	-5.04915	-0.10442395	A_23_P70468	OR2B6
37579	0.478	0.13	-1.5334682	-5.04965	-0.1435732	A_23_P75707	OR8H1
23876	0.479	0.131	-1.5307757	-5.05351	-0.10576274	A_33_P3332576	GPR151
7729	0.479	0.131	-1.5300051	-5.05461	-0.08803343	A_33_P3285032	OR10A3
60243	0.48	0.131	1.5291394	-5.05585	0.17229107	A_32_P222961	SPIN4
44476	0.48	0.131	-1.5290515	-5.05598	-0.1194722	A_33_P3390264	OR10W1
50185	0.48	0.131	1.5279678	-5.05753	0.10228246	A_21_P0014357	ENDOV
45221	0.48	0.131	-1.5277879	-5.05779	-0.33448143	A_33_P3296067	CDC14C
3400	0.48	0.132	1.5271334	-5.05872	0.09962856	A_23_P120694	KCNE2
53912	0.48	0.132	-1.5270864	-5.05879	-0.07430532	A_23_P117873	CHRM5
49403	0.48	0.132	1.526337	-5.05986	0.11784485	A_23_P109964	CCDC54
52189	0.481	0.132	-1.5247528	-5.06213	-0.16438844	A_23_P163173	LTB4R2
41779	0.481	0.132	-1.5245548	-5.06241	-0.18427359	A_23_P58132	RHOH
57556	0.481	0.132	1.5243556	-5.06269	0.11192652	A_23_P120170	TIGD1
10045	0.482	0.133	-1.5224995	-5.06534	-0.3398927	A_33_P3423425	ZNF770
18788	0.482	0.133	-1.5209541	-5.06755	-0.07941446	A_23_P254741	SOD3
35069	0.483	0.134	-1.5193727	-5.0698	-0.11134182	A_33_P3238548	C3orf36
38161	0.484	0.134	-1.5169986	-5.07318	-0.09588843	A_33_P3317925	KRTAP20-4
33842	0.484	0.134	-1.5161287	-5.07441	-0.0979571	A_23_P107102	KIF2B
2562	0.485	0.135	1.5151861	-5.07575	0.11361171	A_23_P108564	B3GALT1
30623	0.485	0.135	-1.5149505	-5.07609	-0.18935441	A_23_P111088	OR2B2
41350	0.485	0.135	-1.5144561	-5.07679	-0.1472915	A_33_P3363732	PRM3
18652	0.485	0.135	1.5142956	-5.07702	0.11853075	A_19_P00322962	SPIN3
53798	0.485	0.135	-1.5139876	-5.07745	-0.18604207	A_24_P366566	OR5H1
52581	0.485	0.135	1.5137282	-5.07782	0.23357189	A_23_P109913	CXCR6
53262	0.485	0.135	1.5130604	-5.07877	0.09207341	A_19_P00315717	FAM200B
5482	0.486	0.135	1.512391	-5.07972	0.07197897	A_33_P3362005	OR9A4
26310	0.486	0.136	-1.5115854	-5.08086	-0.0971108	A_33_P3423375	OR52B6
31175	0.486	0.136	-1.5112587	-5.08132	-0.06792737	A_33_P3381077	OR10S1
43722	0.488	0.137	1.5073092	-5.08691	0.20810288	A_23_P55649	FPR2
29312	0.488	0.137	-1.5068588	-5.08755	-0.10306715	A_23_P105118	OR51G1
2490	0.488	0.137	1.5065804	-5.08794	0.13266027	A_24_P945312	PAPOLB
33051	0.489	0.137	-1.5053941	-5.08961	-0.20222478	A_23_P255968	TAAR5
29805	0.489	0.137	1.5041787	-5.09133	0.25917533	A_23_P213385	BASP1
33005	0.489	0.137	-1.5041497	-5.09137	-0.10291729	A_23_P50039	MC5R
30724	0.492	0.139	1.4970709	-5.10133	0.24258366	A_23_P109913	CXCR6
62399	0.493	0.14	1.49482	-5.10449	0.12456838	A_23_P20101	TAS2R4
43742	0.493	0.14	-1.4947735	-5.10455	-0.11776411	A_33_P3269208	STX19
12659	0.493	0.14	-1.4941627	-5.10541	-0.07601849	A_33_P3420640	OR4D9
30470	0.493	0.14	-1.4941561	-5.10542	-0.09075196	A_33_P3306232	PABPC1L2A
29894	0.493	0.14	-1.4941086	-5.10549	-0.12035734	A_23_P10518	TFDP3
27496	0.494	0.141	-1.4923188	-5.10799	-0.30707856	A_23_P58482	MGAT1
23871	0.494	0.141	-1.4920359	-5.10839	-0.08773395	A_23_P32006	OR13D1
39545	0.494	0.141	-1.4908024	-5.11012	-0.18080377	A_21_P0011116	FEM1A
50361	0.495	0.142	1.4876402	-5.11453	0.09276902	A_23_P23507	OR10T2
6675	0.496	0.142	-1.4864782	-5.11616	-0.08387393	A_33_P3327076	OR2T27
10331	0.496	0.142	1.4858723	-5.117	0.16642585	A_23_P92499	TLR2
35494	0.496	0.142	1.485662	-5.11729	0.13035311	A_23_P119789	TMEM185B
31797	0.496	0.143	-1.4841071	-5.11946	-0.11227355	A_23_P10518	TFDP3
31103	0.496	0.143	-1.4838698	-5.11979	-0.08009099	A_23_P354288	FAM71A
51605	0.497	0.143	1.4824057	-5.12183	0.16811656	A_23_P92499	TLR2
56100	0.497	0.143	1.4818256	-5.12264	0.09892386	A_24_P66605	SLITRK2
2653	0.497	0.144	1.4806506	-5.12427	0.23665713	A_23_P429478	CCDC140
38658	0.498	0.144	-1.4786422	-5.12706	-0.09887253	A_33_P3380457	GPR88
16744	0.498	0.144	-1.4780411	-5.12789	-0.09009349	A_23_P218463	SERTAD1
24425	0.498	0.145	-1.4767697	-5.12966	-0.07765326	A_23_P150343	SLN
17186	0.5	0.146	-1.4732337	-5.13455	-0.10248158	A_33_P3299619	OR1L1
24280	0.5	0.146	1.4729727	-5.13491	0.18003017	A_23_P11201	GPR34
22766	0.501	0.147	-1.4688522	-5.14061	-0.12878285	A_33_P3316147	OR4F21
7776	0.502	0.147	1.4680342	-5.14173	0.16280192	A_23_P92499	TLR2
29768	0.502	0.147	1.4680322	-5.14174	0.21130058	A_23_P11201	GPR34
29627	0.502	0.147	1.4662565	-5.14418	0.1850051	A_23_P309381	HIST2H2AA4
14793	0.502	0.147	1.466161	-5.14432	0.12338562	A_23_P112548	HDHD3
4220	0.502	0.148	1.4656298	-5.14505	0.0899524	A_33_P3367780	TMEM215
38639	0.502	0.148	-1.4656252	-5.14505	-0.17197556	A_23_P412321	CCR5
59652	0.503	0.148	1.4647688	-5.14623	0.2166081	A_23_P109913	CXCR6
30495	0.503	0.148	-1.4642105	-5.147	-0.08396592	A_33_P3397835	RFPL4B
2302	0.503	0.148	1.4635375	-5.14793	0.18054252	A_33_P3310154	OR51B6
42355	0.504	0.149	1.4620864	-5.14992	0.07662188	A_23_P116640	OR51B2
17827	0.504	0.149	-1.4620398	-5.14998	-0.34236528	A_33_P3314176	FAM46C
35704	0.505	0.149	-1.4594903	-5.15348	-0.22371896	A_23_P18246	XCR1
51290	0.505	0.15	-1.4573998	-5.15635	-0.18418647	A_23_P98744	OR52K2
43091	0.506	0.15	1.4566725	-5.15734	0.14815175	A_33_P3268174	KBTBD6
10612	0.506	0.15	-1.4563237	-5.15782	-0.07575802	A_24_P103025	PCBP1
16896	0.506	0.15	-1.455637	-5.15876	-0.10873137	A_23_P11256	MAGEE2
33461	0.506	0.151	-1.4550427	-5.15957	-0.2802609	A_33_P3270317	SLC18A3
1822	0.507	0.151	1.4538867	-5.16115	0.10584776	A_24_P387875	KCNJ10
12181	0.507	0.151	-1.4538675	-5.16118	-0.17069759	A_23_P412321	CCR5
23293	0.507	0.151	1.4538185	-5.16125	0.09914452	A_23_P46356	TNFAIP8L2
29945	0.507	0.151	-1.4535104	-5.16167	-0.19744777	A_23_P106103	AKAP5
41061	0.507	0.151	1.4529121	-5.16248	0.16584115	A_23_P101380	B3GNT8
41355	0.507	0.151	-1.4518286	-5.16396	-0.12473468	A_23_P112311	TRIM32
28939	0.508	0.152	-1.4492073	-5.16754	-0.10221945	A_23_P86252	PIGC
34414	0.508	0.152	-1.4490073	-5.16781	-0.11908791	A_23_P106505	LCMT2
42779	0.508	0.152	-1.4481731	-5.16895	-0.16670923	A_23_P412321	CCR5
49922	0.509	0.153	1.4468157	-5.17079	0.14347487	A_23_P436281	HIST2H4B
10220	0.509	0.153	1.4461668	-5.17168	0.22195563	A_23_P109913	CXCR6
4164	0.509	0.153	-1.4456703	-5.17235	-0.16965497	A_23_P412321	CCR5
8933	0.51	0.154	1.442225	-5.17703	0.110407	A_33_P3396877	RPP38
27488	0.51	0.155	1.4406482	-5.17917	0.07817385	A_33_P3318653	OR5H6
5123	0.511	0.155	1.4391138	-5.18124	0.09594218	A_33_P3309804	EID1
54771	0.511	0.155	1.4387169	-5.18178	0.09246137	A_23_P31444	ERVW-1
20095	0.511	0.155	-1.4383496	-5.18228	-0.26992828	A_23_P131139	DIRC1
56102	0.512	0.156	-1.4367083	-5.1845	-0.32734753	A_33_P3231252	NHLH2
10756	0.512	0.156	1.4361951	-5.18519	0.16452172	A_23_P92499	TLR2
10938	0.512	0.156	-1.4361388	-5.18527	-0.06642479	A_21_P0013850	ARMCX4
57353	0.512	0.156	1.4358206	-5.1857	0.08069889	A_33_P3302389	FEM1A
29669	0.512	0.156	-1.435153	-5.1866	-0.16348343	A_23_P13455	OR51A7
22970	0.512	0.156	-1.4345045	-5.18747	-0.08752894	A_33_P3359022	IRGC
38272	0.512	0.156	1.4340978	-5.18802	0.18612594	A_23_P98483	ZBED5
46546	0.513	0.157	-1.4335264	-5.18879	-0.10672977	A_23_P117873	CHRM5
59321	0.514	0.157	1.4310615	-5.19211	0.12181137	A_23_P120170	TIGD1
46314	0.515	0.158	1.429578	-5.19411	0.07693195	A_33_P3211488	OR6K3
2651	0.515	0.158	1.4272893	-5.19719	0.08763984	A_33_P3418005	CCDC160
28301	0.516	0.159	-1.4263666	-5.19842	-0.11155167	A_23_P389532	SLC35G3
22471	0.517	0.159	-1.4241853	-5.20135	-0.08956439	A_33_P3412143	RASSF10
47907	0.517	0.159	1.4237411	-5.20195	0.09151449	A_24_P170234	RNF148
26750	0.518	0.16	-1.4221917	-5.20402	-0.11105753	A_33_P3242064	OR5J2
50241	0.518	0.16	-1.4220393	-5.20422	-0.17142147	A_33_P3293396	LINGO4
50308	0.518	0.16	1.4213895	-5.20509	0.09274014	A_23_P417100	KRTAP4-6
56518	0.518	0.16	1.4212712	-5.20525	0.21422687	A_23_P109913	CXCR6
8376	0.519	0.161	1.4196338	-5.20744	0.13660381	A_32_P902957	ARL11
3214	0.519	0.161	1.4195999	-5.20749	0.09075923	A_33_P3363480	LOC100131107
16348	0.519	0.161	-1.4181431	-5.20943	-0.10755194	A_33_P3246523	OR2T1
21279	0.519	0.161	1.41791	-5.20974	0.08712545	A_23_P129695	VASN
42528	0.52	0.162	-1.4162691	-5.21193	-0.46475242	A_33_P3320953	CTXN1
18628	0.52	0.162	-1.4159092	-5.21241	-0.14777019	A_33_P3294951	TAS2R30
5941	0.52	0.162	1.4153199	-5.2132	0.14386738	A_23_P24676	OR8U1
5150	0.521	0.162	-1.4139281	-5.21505	-0.07979947	A_23_P163737	OR2C1
55574	0.521	0.162	1.4138776	-5.21512	0.16103824	A_23_P92499	TLR2
12758	0.521	0.162	1.4134838	-5.21564	0.21662219	A_23_P329261	KCNJ2
9423	0.521	0.163	-1.4127898	-5.21657	-0.10970786	A_33_P3398822	ZBED4
40854	0.522	0.163	1.4105228	-5.21958	0.11803264	A_33_P3208951	OR51L1
30097	0.523	0.164	-1.409108	-5.22146	-0.10202633	A_33_P3369964	ATXN1L
5931	0.523	0.164	1.40843	-5.22236	0.14304918	A_33_P3365860	MAGEB5
40990	0.524	0.164	1.4073856	-5.22374	0.09006445	A_24_P315975	KRTAP4-9
22246	0.524	0.164	-1.4067794	-5.22455	-0.11754897	A_23_P106103	AKAP5
25167	0.524	0.165	-1.4058813	-5.22574	-0.09761315	A_33_P3304576	KRTAP5-5
5965	0.524	0.165	1.4054873	-5.22626	0.23852294	A_33_P3369944	ADAM21
8587	0.525	0.165	1.4030692	-5.22946	0.15685446	A_33_P3351298	CHRM2
55972	0.525	0.166	-1.40254	-5.23015	-0.27929903	A_33_P3220422	POM121L12
37863	0.525	0.166	1.4022271	-5.23057	0.15745331	A_23_P101380	B3GNT8
57368	0.526	0.167	1.3990633	-5.23474	0.07742416	A_21_P0014241	RNF183
56780	0.526	0.167	1.3985108	-5.23547	0.12195544	A_24_P216681	LSM10
57092	0.526	0.167	-1.3976297	-5.23663	-0.16266226	A_23_P412321	CCR5
36563	0.527	0.167	-1.3968217	-5.23769	-0.09612345	A_23_P19428	OR2J2
52715	0.527	0.168	1.3950718	-5.24	0.11332529	A_32_P60459	OTUD1
39483	0.528	0.169	1.3917422	-5.24437	0.14624367	A_23_P120694	KCNE2
27623	0.529	0.169	1.389998	-5.24666	0.21417214	A_23_P109913	CXCR6
27373	0.529	0.169	-1.3897432	-5.24699	-0.07364628	A_23_P135219	GPR21
31684	0.529	0.17	-1.3892089	-5.24769	-0.07824366	A_33_P3280561	KRTAP16-1
48128	0.53	0.17	1.3888677	-5.24814	0.15656949	A_24_P241815	JUNB
56714	0.53	0.17	1.3886756	-5.24839	0.11175447	A_23_P143857	LRRC3B
59311	0.53	0.17	-1.3878121	-5.24952	-0.39266898	A_33_P3380462	GPR88
31517	0.53	0.17	-1.3877593	-5.24959	-0.16251045	A_23_P412321	CCR5
54799	0.53	0.17	-1.3875149	-5.24991	-0.24615827	A_33_P3229472	KRTAP5-10
26922	0.53	0.17	-1.3869853	-5.2506	-0.09856138	A_24_P55295	GJA1
50781	0.53	0.17	1.386567	-5.25115	0.07181764	A_23_P120103	KCNS3
4437	0.53	0.17	1.3863476	-5.25143	0.07873006	A_33_P3271221	OR5T1
34984	0.532	0.172	-1.3828821	-5.25596	-0.28287945	A_23_P42241	OR5V1
31131	0.533	0.172	-1.3814591	-5.25781	-0.16281478	A_23_P412321	CCR5
59444	0.534	0.173	1.3784593	-5.26171	0.17517854	A_33_P3233273	LRRC61
37300	0.534	0.173	1.3778113	-5.26256	0.08373093	A_23_P114445	MAGEE1
31947	0.534	0.173	-1.3777352	-5.26265	-0.14636163	A_23_P8269	TAAR8
35126	0.534	0.174	-1.3760609	-5.26483	-0.06919195	A_33_P3267844	OR51Q1
42676	0.534	0.174	1.3760568	-5.26483	0.09304909	A_23_P11262	F8A1
10893	0.535	0.174	-1.3748749	-5.26637	-0.09329397	A_33_P3389673	OR5A2
15153	0.535	0.174	-1.3743867	-5.267	-0.07443555	A_23_P109184	INSM1
31106	0.536	0.175	1.3726246	-5.26928	0.15682634	A_23_P92499	TLR2
59267	0.536	0.175	1.3719702	-5.27013	0.16136536	A_23_P101380	B3GNT8
35250	0.537	0.175	1.370401	-5.27216	0.08480779	A_23_P114445	MAGEE1
46709	0.538	0.176	1.3668122	-5.27679	0.07572697	A_33_P3290729	POU3F2
42756	0.538	0.177	1.3666279	-5.27703	0.09282077	A_23_P11262	F8A1
8267	0.539	0.177	1.3636002	-5.28093	0.1071938	A_33_P3331437	ZNF518A
56251	0.539	0.178	1.3631619	-5.28149	0.15644654	A_23_P92499	TLR2
47173	0.54	0.178	1.3629988	-5.2817	0.20609401	A_23_P107744	S1PR5
40513	0.54	0.178	1.3623314	-5.28256	0.09567489	A_32_P74409	C11orf96
36243	0.54	0.178	1.3618884	-5.28313	0.07655029	A_23_P120103	KCNS3
56943	0.54	0.178	1.3617351	-5.28333	0.15685945	A_23_P92499	TLR2
22125	0.54	0.178	-1.3606358	-5.28474	-0.0819313	A_33_P3635527	KRTAP24-1
24619	0.541	0.179	-1.3590366	-5.28679	-0.1217814	A_33_P3218089	CLDN24
27653	0.541	0.179	-1.3574284	-5.28885	-0.11818791	A_21_P0011645	LINC00483
53729	0.542	0.18	1.3558243	-5.29091	0.0717125	A_33_P3419586	OR5K4
59342	0.542	0.18	1.3554924	-5.29133	0.07934842	A_21_P0013777	ARMCX4
60457	0.542	0.18	1.3553096	-5.29157	0.16870434	A_33_P3299865	HIST1H4K
24287	0.542	0.18	-1.3551856	-5.29173	-0.07350596	A_23_P58464	PCDHB6
34774	0.542	0.18	1.3542214	-5.29296	0.10888713	A_23_P329740	UBC
3242	0.542	0.18	1.3541355	-5.29307	0.08178879	A_23_P360316	FUT3
1554	0.543	0.181	1.3520368	-5.29575	0.10272487	A_33_P3397051	EXOC8
25854	0.545	0.182	-1.3484327	-5.30034	-0.07930864	A_24_P58501	OR4F4
27860	0.545	0.182	-1.3478802	-5.30105	-0.07328769	A_32_P78295	ATOH7
41729	0.545	0.183	1.3464476	-5.30287	0.10057571	A_23_P390722	TOR1AIP2
14580	0.546	0.184	-1.3444813	-5.30537	-0.34119493	A_33_P3257460	DPM3
37116	0.546	0.184	-1.3440534	-5.30591	-0.08704796	A_33_P3249160	FAM47C
18340	0.546	0.184	-1.3439113	-5.30609	-0.06846488	A_24_P256512	STH
34607	0.546	0.184	-1.343611	-5.30647	-0.11625497	A_23_P412515	CLDN12
14119	0.547	0.184	1.3430559	-5.30718	0.07324644	A_33_P3355503	FOXL1
59775	0.547	0.185	1.3410099	-5.30977	0.07444786	A_33_P3345086	IFNA7
34925	0.547	0.185	-1.3406857	-5.31018	-0.0986003	A_23_P112311	TRIM32
22731	0.548	0.185	-1.3401389	-5.31087	-0.15758101	A_23_P412321	CCR5
26243	0.548	0.185	-1.3398748	-5.31121	-0.09523943	A_23_P10518	TFDP3
59206	0.548	0.185	-1.339481	-5.31171	-0.2018219	A_33_P3352349	KRTAP9-1
16672	0.548	0.185	-1.3393291	-5.3119	-0.09136092	A_23_P107102	KIF2B
57245	0.548	0.185	1.338871	-5.31248	0.09403244	A_33_P3352263	OR5B3
14933	0.548	0.186	-1.338179	-5.31335	-0.10374618	A_23_P301247	HIST2H2AC
33378	0.548	0.186	-1.3377868	-5.31385	-0.12904005	A_23_P107963	FUT1
36017	0.549	0.186	-1.3369359	-5.31492	-0.10060897	A_19_P00319407	ERVMER34-1
25836	0.549	0.186	-1.3367324	-5.31518	-0.11786895	A_23_P155477	C3orf18
60288	0.55	0.187	-1.3340823	-5.31852	-0.15063486	A_33_P3326427	OR4A16
50534	0.55	0.187	1.3329634	-5.31993	0.0853929	A_23_P66858	KRTAP17-1
54988	0.55	0.188	1.3314173	-5.32188	0.08023717	A_24_P73535	C14orf119
18964	0.551	0.188	-1.3307601	-5.32271	-0.09233523	A_23_P112311	TRIM32
34985	0.551	0.188	-1.3297848	-5.32393	-0.18029306	A_24_P166407	HIST1H4B
35773	0.551	0.189	1.3290897	-5.32481	0.08023949	A_33_P3251283	CTAGE4
49982	0.552	0.189	1.3274729	-5.32684	0.08321479	A_23_P108564	B3GALT1
49813	0.552	0.189	-1.3269996	-5.32743	-0.39059696	A_24_P161144	ZNF843
45095	0.553	0.19	1.3247327	-5.33027	0.06475725	A_33_P3226357	FOXE1
53943	0.553	0.19	1.3242671	-5.33085	0.06670434	A_33_P3295538	AMIGO3
38424	0.553	0.19	-1.323513	-5.3318	-0.08425493	A_23_P122532	C6orf47
20561	0.554	0.191	-1.3222087	-5.33343	-0.07871743	A_33_P3330886	OR6C65
30070	0.554	0.191	-1.3217745	-5.33397	-0.12294796	A_33_P3223739	OR1N1
44944	0.554	0.191	-1.3213731	-5.33447	-0.06881475	A_33_P3319845	OR51B6
34803	0.555	0.191	-1.3202865	-5.33583	-0.08069827	A_23_P109964	CCDC54
38573	0.555	0.192	-1.3188977	-5.33756	-0.16263569	A_23_P111088	OR2B2
44536	0.555	0.192	1.3188001	-5.33768	0.10534313	A_23_P64888	TAS2R10
53469	0.555	0.192	-1.3184401	-5.33813	-0.13264649	A_23_P365844	EID2
23360	0.557	0.194	-1.3139858	-5.34367	-0.10350745	A_33_P3237210	SLC35A4
27256	0.557	0.194	-1.3136589	-5.34408	-0.12010921	A_24_P236235	FLRT2
47581	0.558	0.194	1.3129256	-5.34499	0.07467424	A_23_P36624	TAS2R7
48878	0.558	0.194	1.3121588	-5.34594	0.08883728	A_23_P112341	RMI1
59483	0.559	0.195	1.3098547	-5.3488	0.19193945	A_33_P3263217	LRRC4
27542	0.56	0.195	1.3082892	-5.35074	0.15199089	A_23_P101380	B3GNT8
50693	0.56	0.196	1.3076764	-5.3515	0.06815329	A_21_P0000008	CTXN2
26330	0.561	0.197	-1.304521	-5.35539	-0.11005864	A_33_P3344678	LOC100131107
50200	0.561	0.197	1.3036	-5.35653	0.07968161	A_33_P3271226	OR5T3
27392	0.561	0.197	-1.3033032	-5.3569	-0.27403279	A_32_P481377	KRTAP11-1
32424	0.563	0.198	-1.2995802	-5.36148	-0.39218044	A_32_P205110	FOXC1
695	0.563	0.198	-1.2993567	-5.36176	-0.31964034	A_33_P3309999	DCAF12L2
31775	0.564	0.199	-1.2987893	-5.36245	-0.10311751	A_23_P251695	NXT1
20181	0.564	0.199	-1.2985144	-5.36279	-0.06918915	A_23_P116640	OR51B2
51055	0.564	0.199	1.2982274	-5.36314	0.10998324	A_23_P417173	KCNA5
36239	0.564	0.199	1.2978395	-5.36362	0.05792458	A_23_P371168	TRIM60
16497	0.565	0.199	-1.2968963	-5.36478	-0.06667622	A_24_P927041	PRND
47141	0.565	0.2	1.2958665	-5.36604	0.15355936	A_23_P101380	B3GNT8
31349	0.565	0.2	1.2944397	-5.36779	0.19746887	A_23_P107744	S1PR5
34737	0.565	0.2	-1.2944093	-5.36783	-0.1848956	A_24_P58204	OR51B5
52790	0.566	0.201	1.2932595	-5.36923	0.08074877	A_33_P3378136	OR5D14
18918	0.566	0.201	1.2931247	-5.3694	0.10258636	A_33_P3411414	FAM156B
38565	0.566	0.201	1.2920976	-5.37066	0.14617882	A_23_P101380	B3GNT8
54522	0.567	0.201	1.2907607	-5.37229	0.06486348	A_23_P252100	TAS2R5
19488	0.567	0.202	-1.28924	-5.37415	-0.10377868	A_23_P107963	FUT1
26395	0.567	0.202	-1.2889031	-5.37456	-0.09450272	A_23_P34183	XKRY2
35875	0.568	0.202	-1.2880682	-5.37558	-0.08768452	A_23_P105118	OR51G1
35047	0.568	0.202	-1.2880575	-5.37559	-0.08675574	A_23_P103276	KTI12
30888	0.568	0.202	1.2876627	-5.37607	0.20179297	A_23_P107744	S1PR5
23657	0.568	0.203	-1.2863629	-5.37765	-0.10744109	A_33_P3360167	OR5AU1
24080	0.569	0.203	1.2854496	-5.37877	0.19120083	A_23_P107744	S1PR5
45835	0.57	0.205	-1.2813217	-5.38378	-0.13195253	A_23_P148410	FTHL17
42862	0.57	0.205	-1.280625	-5.38463	-0.0902833	A_23_P66891	CDC42EP4
37619	0.571	0.206	-1.2788723	-5.38675	-0.10813142	A_23_P106505	LCMT2
41470	0.571	0.206	-1.2776028	-5.38829	-0.16677778	A_23_P111088	OR2B2
33407	0.572	0.206	1.2770127	-5.389	0.20589177	A_23_P109913	CXCR6
17527	0.572	0.206	-1.2769087	-5.38913	-0.07578782	A_21_P0011644	LINC00483
33365	0.572	0.206	-1.2768782	-5.38916	-0.26871532	A_23_P81262	PCDHB4
10254	0.572	0.207	-1.2759378	-5.3903	-0.08248239	A_23_P105118	OR51G1
42358	0.572	0.207	-1.2759276	-5.39031	-0.07483432	A_33_P3214412	OR4A5
48263	0.572	0.207	-1.2748935	-5.39156	-0.18329906	A_24_P51683	CDK5R2
29992	0.572	0.207	-1.274739	-5.39175	-0.08457539	A_23_P146497	PPP1R26
3076	0.572	0.207	1.2744414	-5.39211	0.08233395	A_33_P3266564	KRTAP5-6
41320	0.573	0.208	1.2725969	-5.39433	0.18941833	A_23_P107744	S1PR5
14749	0.573	0.208	-1.2720454	-5.395	-0.07984807	A_33_P3237542	KRTAP5-8
31834	0.573	0.208	-1.2718844	-5.39519	-0.11670703	A_23_P60227	CCIN
54989	0.574	0.208	1.2710652	-5.39618	0.08177209	A_23_P40515	TSSK2
5567	0.574	0.209	1.2701812	-5.39724	0.06599999	A_33_P3380477	HCAR1
5161	0.574	0.209	1.2699578	-5.39751	0.08557632	A_23_P141665	OR1A1
19948	0.574	0.209	1.2691955	-5.39843	0.09333022	A_23_P65797	KLHL25
31481	0.575	0.21	-1.2668504	-5.40125	-0.0759966	A_33_P3385711	OR52H1
37671	0.576	0.211	-1.2633998	-5.40538	-0.10996923	A_23_P106103	AKAP5
45463	0.577	0.211	-1.2627215	-5.40619	-0.19949836	A_23_P132388	SCO2
