Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Peutz-Jeghers syndrome ORPHA:2869	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	IRF2BP1;H1FX;ZNF865;ABHD16B
Phakomatosis pigmentokeratotica ORPHA:2874	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	MRPL41;ZNHIT2;POP7;CENPB
Pilomatrixoma ORPHA:91414	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	MORF4L2;FZD7;CLDN12;SOCS6
Polyglucosan body myopathy type 1 ORPHA:397937	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	SCO2;RHOG;MGAT1;TICAM1
Posterior urethral valve ORPHA:93110	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GJA1;DSEL;TWIST2;GAS1
PrP systemic amyloidosis ORPHA:397606	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	PRNP;RRAGA;HRH1;PHLDA1
Primary dystonia, DYT4 type ORPHA:98805	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ENHO;KCNJ4;ZCCHC12;CDK5R2
Primary hyperoxaluria type 3 ORPHA:93600	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	C10ORF62;C12ORF60;CYP8B1;CPN2
Progressive epilepsy-intellectual disability syndrome, Finnish type ORPHA:1947	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	C5AR2;ZFP42;ZBTB43;VRTN
Progressive familial intrahepatic cholestasis type 5 ORPHA:480476	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GJB1;NAT8;NAT2;CLDN2
Progressive microcephaly-seizures-cortical blindness-developmental delay syndrome ORPHA:477814	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LTB4R2;PCBP1;NUP62;GP1BA
Progressive myoclonic epilepsy type 7 ORPHA:435438	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ZCCHC12;CCDC177;SLITRK1;CDK5R2
Progressive supranuclear palsy-corticobasal syndrome ORPHA:240103	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TCEAL6;FUT9;DIRAS2;CDK5R2
Progressive supranuclear palsy-parkinsonism syndrome ORPHA:240085	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TCEAL6;FUT9;DIRAS2;CDK5R2
Progressive supranuclear palsy-progressive non-fluent aphasia syndrome ORPHA:240112	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TCEAL6;FUT9;DIRAS2;CDK5R2
Progressive supranuclear palsy-pure akinesia with gait freezing syndrome ORPHA:240094	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TCEAL6;FUT9;DIRAS2;CDK5R2
Proteasome-associated autoinflammatory syndrome ORPHA:324977	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TLR1;SAMD9L;SAMD9;TREX1
Pseudo-von Willebrand disease ORPHA:52530	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GP9;GPBAR1;GP1BA;GP5
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa ORPHA:436274	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	SOWAHC;TOR1AIP2;CYP8B1;VASN
Pulmonary alveolar microlithiasis ORPHA:60025	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	APOBEC4;FUT2;GRHL2;FUT3
Pulmonary arterial hypertension associated with connective tissue disease ORPHA:275798	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TLR1;SAMD9L;CCR5;S1PR4
Pyruvate dehydrogenase phosphatase deficiency ORPHA:79246	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	PRNP;ENC1;CDC42EP3;SOCS5
RIDDLE syndrome ORPHA:420741	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	HIST1H2BN;ZNF891;HIST1H4C;GDPGP1
Rapid-onset dystonia-parkinsonism ORPHA:71517	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	KCNJ4;ZCCHC12;CDK5R2;CDK5R1
Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome ORPHA:280384	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	CLDN12;TTC30A;SOCS6;ZNF664
Renal pseudohypoaldosteronism type 1 ORPHA:171871	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GPRIN3;AMIGO1;IGIP;GPRASP1
STAT3-related early-onset multisystem autoimmune disease ORPHA:438159	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TLR1;SOCS3;SAMD9L;GIMAP7
Sanfilippo syndrome type C ORPHA:79271	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	THBD;MAFB;TMEM127;MGAT1
Serrated polyposis syndrome ORPHA:157798	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LPAR5;PRR15L;GPR160;ASCL2
Severe combined immunodeficiency due to CARD11 deficiency ORPHA:357237	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GPR174;PCED1B;RHOH;S1PR4
Severe combined immunodeficiency due to CORO1A deficiency ORPHA:228003	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	CXORF21;GPR65;TNFAIP8L2;S1PR4
Severe intellectual disability-progressive spastic diplegia syndrome ORPHA:404473	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	MORF4L2;FZD7;CLDN12;SOCS6
Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract ORPHA:500545	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	IRF2BP1;ZBTB12;ZNF865;CENPB
Short rib-polydactyly syndrome type 5 ORPHA:498497	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	RAB40A;SPIN3;TTC30A;ZNF146
Short stature due to partial GHR deficiency ORPHA:314802	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	PLN;THRSP;RNF152;CYP8B1
Spinocerebellar ataxia type 12 ORPHA:98762	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	AMER3;SLITRK2;TCEAL2;FAM181B
Spinocerebellar ataxia type 26 ORPHA:101112	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	RBM15B;IRF2BP1;ZBTB12;CENPB
Spinocerebellar ataxia type 31 ORPHA:217012	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	NPAP1;CHRM5;PPIAL4G;POU5F2
Spinocerebellar ataxia type 38 ORPHA:423296	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	HMGN4;MIS12;MGAT2;CGGBP1
Spinocerebellar ataxia type 40 ORPHA:423275	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GPR174;RHOH;S1PR4;C16ORF54
Spinocerebellar ataxia type 6 ORPHA:98758	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ZNF891;MAS1;AMER3;SSTR2
Spondylo-megaepiphyseal-metaphyseal dysplasia ORPHA:228387	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	FOXD3;FOXD1;PLAC1;TEX19
Spondyloepimetaphyseal dysplasia, matrilin-3 type ORPHA:156728	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TPBG;TRNP1;TRAM1L1;FJX1
Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome ORPHA:85167	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ITPRIPL2;TMEM127;PPP1R3D;MGAT1
Sporadic fatal insomnia ORPHA:586130	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	PRNP;RRAGA;HRH1;PHLDA1
Sporadic porphyria cutanea tarda ORPHA:443057	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ITPRIPL2;SAMD9L;SAMD9;RNASE4
Sturge-Weber syndrome ORPHA:3205	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	NRIP1;LRRC4;KCTD12;KBTBD11
Susceptibility to respiratory infections associated with CD8alpha chain mutation ORPHA:169085	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	FGFBP2;GPR171;CCR5;GIMAP7
Symptomatic form of hemochromatosis type 1 ORPHA:465508	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ITPRIPL2;SAMD9L;SAMD9;RNASE4
T-cell large granular lymphocyte leukemia ORPHA:86872	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TLR1;SOCS3;SAMD9L;GIMAP7
THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome ORPHA:363444	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	DDX28;NXT1;ZNF581;C19ORF48
TMEM70-related mitochondrial encephalo-cardio-myopathy ORPHA:1194	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TRMT10C;TAF9;COX14;TMEM60
TSH-secreting pituitary adenoma ORPHA:91347	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	C10ORF105;RNASE6;FPR1;MPEG1
Tangier disease ORPHA:31150	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	THBD;MAFB;FPR3;TLR2
Tatton-Brown-Rahman syndrome ORPHA:404443	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ZNF660;ZNF891;SOX11;LRRN1
Thomsen and Becker disease ORPHA:614	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	KBTBD13;SLN;P2RY2;LRRC30
Transcobalamin deficiency ORPHA:859	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	ARMCX1;NDN;ANG;RNASE1
USP18 deficiency ORPHA:481665	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	C1GALT1C1;SCO2;MGAT2;TMEM187
Van den Ende-Gupta syndrome ORPHA:2460	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	IRF2BP1;CHST14;ZNF358;VASN
Variant ABeta2M amyloidosis ORPHA:314652	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	TLR1;SAMD9L;SAMD9;GPR65
Vascular Ehlers-Danlos syndrome ORPHA:286	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GJA1;ISLR;FIBIN;SOD3
Wagner disease ORPHA:898	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LRRC4;CD248;KCTD12;CREB5
Woolly hair nevus ORPHA:79414	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	MRPL41;ZNHIT2;POP7;CENPB
X-linked hyper-IgM syndrome ORPHA:101088	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GPR174;GPR171;GIMAP7;CCR4
X-linked hypophosphatemia ORPHA:89936	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	SAMD9;IFNE;AMIGO2;ZNF860
X-linked intellectual disability, Golabi-Ito-Hall type ORPHA:93947	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LSM10;SF3B5;RNF113A;POP7
X-linked intellectual disability, Porteous type ORPHA:93945	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LSM10;SF3B5;RNF113A;POP7
X-linked intellectual disability, Sutherland-Haan type ORPHA:93950	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	LSM10;SF3B5;RNF113A;POP7
X-linked lymphoproliferative disease due to SH2D1A deficiency ORPHA:538931	4/101	0.9978160859408678	0.9999961656375117	0	0	0.31929773703187	6.980813695722343E-4	GPR174;GPR171;RHOH;GIMAP7
Acromesomelic dysplasia, Grebe type ORPHA:2098	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	C8ORF48;DSEL;FIBIN;TRAM1L1
Acromicric dysplasia ORPHA:969	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	ISLR;FIBIN;SOD3;VASN
Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form ORPHA:79408	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	UCN2;CDC42EP5;TPBG;FOXL1
Benign hereditary chorea ORPHA:1429	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	SMIM10L2B;KCNJ4;SMIM10L2A;TMEM200C
Brachydactyly type C ORPHA:93384	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	C8ORF48;DSEL;FIBIN;TRAM1L1
Cerebrofacioarticular syndrome ORPHA:314679	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	TCEAL7;GJA1;PABPC5;PCDHB15
Combined immunodeficiency with faciooculoskeletal anomalies ORPHA:221139	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	DDX28;CDCA4;NUP62;KTI12
Congenital erythropoietic porphyria ORPHA:79277	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GP9;LINC00694;OR2W3;RNASE3
Craniometaphyseal dysplasia ORPHA:1522	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GJA1;ISLR;FLRT2;FIBIN
Deletion 5q35 ORPHA:1627	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GJC1;FOXD3;PABPC4L;CHML
Distal myopathy, Welander type ORPHA:603	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	UBC;TAF7;CMTR2;CGGBP1
Dominant hypophosphatemia with nephrolithiasis or osteoporosis ORPHA:244305	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	FAM110A;CLDN9;TMEM238;HDHD3
Duchenne muscular dystrophy ORPHA:98896	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	ISLR;APLNR;FIBIN;SOD3
Ependymoma ORPHA:251636	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	RHOG;ZNF865;TICAM1;JUNB
Familial calcium pyrophosphate deposition ORPHA:1416	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	ISLR;FIBIN;SSTR1;SOD3
Familial isolated pituitary adenoma ORPHA:314777	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	LINGO3;RHOG;TNFAIP8L2;S1PR4
Familial multinodular goiter ORPHA:276399	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	AMER1;ZBTB33;SOCS4;ZNF146
Familial patent arterial duct ORPHA:466729	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	FLRT3;TRIL;PCDHB3;TRAM1L1
Fibrolamellar hepatocellular carcinoma ORPHA:401920	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	INAFM1;PCBP1;IRF2BP1;ZNF865
Fibular aplasia-complex brachydactyly syndrome ORPHA:2639	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	C8ORF48;DSEL;FIBIN;TRAM1L1
Hereditary chronic pancreatitis ORPHA:676	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	UCN3;GPR119;GCNT3;RNF186
Hereditary sensory and autonomic neuropathy type 5 ORPHA:64752	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	FOXC2;TWIST2;TWIST1;CD248
Hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency ORPHA:83639	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	TRMT10C;FIGNL1;PIGM;PIGW
IMAGe syndrome ORPHA:85173	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	H1FX;ZBTB12;SOX12;HNRNPA0
Juvenile Paget disease ORPHA:2801	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	HRH1;SOWAHC;REP15;A4GALT
Juvenile primary lateral sclerosis ORPHA:247604	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	CLDN12;SOCS6;ZNF664;GPRASP2
Lacrimoauriculodentodigital syndrome ORPHA:2363	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GJA1;FLRT3;TRIL;FAM84A
Nephrogenic diabetes insipidus ORPHA:223	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	NHLRC4;MFSD6L;RXFP4;S1PR4
Occipital pachygyria and polymicrogyria ORPHA:280640	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	NEUROD6;LRRTM1;SLITRK3;HTR1A
Pfeiffer syndrome type 1 ORPHA:93258	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GJA1;TRIL;TMEM200C;PCDHB15
Pseudohypoparathyroidism type 1B ORPHA:94089	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	ZNF580;PCBP1;RNF208;ZNF865
RELA fusion-positive ependymoma ORPHA:530792	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	RHOG;ZNF865;TICAM1;JUNB
Stormorken-Sjaastad-Langslet syndrome ORPHA:3204	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	TREX1;RHOG;S1PR4;BORCS6
Tetraamelia-multiple malformations syndrome ORPHA:3301	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	SMIM10L2B;TCEAL7;TMEM200C;SCG2
Tropical pancreatitis ORPHA:103918	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	GCNT3;GPR82;GDPGP1;PRR23C
Truncus arteriosus ORPHA:3384	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	FZD2;MARVELD1;CD248;VASN
Wiskott-Aldrich syndrome ORPHA:906	4/102	0.9980120110168162	0.9999961656375117	0	0	0.3160216634984398	6.288728889900546E-4	CXORF21;GPR65;TNFAIP8L2;S1PR4
Autosomal dominant secondary polycythemia ORPHA:247511	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	CDC42EP4;RNASE4;ANG;RHOB
BOR syndrome ORPHA:107	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	FOXC1;FZD7;TPBG;FJX1
Butterfly-shaped pigment dystrophy ORPHA:99001	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	TCEAL7;GJA1;MAGEL2;PCDHB15
Dysosteosclerosis ORPHA:1782	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	TOR4A;RHOG;MGAT1;TICAM1
Ellis Van Creveld syndrome ORPHA:289	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GJA1;ISLR;CCDC8;FIBIN
Familial hypercholanemia ORPHA:238475	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GJB1;SOWAHB;CDC42EP4;CLDN12
Female infertility due to oocyte meiotic arrest ORPHA:488191	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GPR174;RHOH;OR52N4;C16ORF54
Geleophysic dysplasia ORPHA:2623	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	ISLR;FIBIN;CLEC14A;SOD3
Generalized juvenile polyposis/juvenile polyposis coli ORPHA:329971	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GJA1;ISLR;FIBIN;GAS1
Hereditary diffuse gastric cancer ORPHA:26106	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	CLDN4;TMEM125;GJB3;TACSTD2
Hypokalemic periodic paralysis ORPHA:681	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	KBTBD13;SLN;MPEG1;LRRC30
Linear nevus sebaceus syndrome ORPHA:2612	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	FEN1;SMIM15;TRMT10C;CDCA4
Mitochondrial neurogastrointestinal encephalomyopathy ORPHA:298	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	SCO2;HPS6;MGAT1;JUNB
NON RARE IN EUROPE: Infantile capillary hemangioma ORPHA:464293	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GJA1;GJA5;APLNR;CLEC14A
NON RARE IN EUROPE: Recurrent acute pancreatitis ORPHA:64740	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	GPR119;GCNT3;FUT2;RNF186
Progressive cone dystrophy ORPHA:1871	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	NEUROD4;TMEM215;GJA10;TIGD1
Tubular aggregate myopathy ORPHA:2593	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	ZNF672;RHOG;S1PR4;BORCS6
Zimmermann-Laband syndrome ORPHA:3473	4/103	0.9981907823727549	0.9999961656375117	0	0	0.3128117732687153	5.66457150992667E-4	TCEAL6;TCEAL5;SLITRK1;KCNA1
Congenital glaucoma ORPHA:98976	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	ISLR;FIBIN;CLEC14A;SOD3
Congenital muscular dystrophy without intellectual disability ORPHA:370980	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	FKRP;ZFP41;ZBTB12;SPRN
Dowling-Degos disease ORPHA:79145	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	C1GALT1C1;TMEM99;DOLK;MGAT2
Male infertility due to globozoospermia ORPHA:171709	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	ZBED8;RAB40A;ZNF664;GPRASP2
Renal agenesis, bilateral ORPHA:1848	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	TCEAL7;GJA1;TRIL;CDR1
Renal tubular dysgenesis of genetic origin ORPHA:97369	4/104	0.9983538529345245	0.9999961656375117	0	0	0.3096660808435852	5.101759378706266E-4	ISLR;FIBIN;CLEC14A;SOD3
Aggressive systemic mastocytosis ORPHA:98850	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	LTB4R2;SERTAD2;EBLN2;TLR6
Autosomal dominant progressive external ophthalmoplegia ORPHA:254892	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	FIGNL1;MARS2;RRS1;ZNF146
Dravet syndrome ORPHA:33069	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	TCEAL6;TCEAL5;NEUROD6;SLITRK1
Familial cerebral saccular aneurysm ORPHA:231160	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	ISLR;FIBIN;CLEC14A;CD248
Hypothyroidism due to deficient transcription factors involved in pituitary development or function ORPHA:226307	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	FOXD4;FOXD4L5;FOXD4L1;TEX19
Primary hypereosinophilic syndrome ORPHA:314950	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	ISLR;TMEM119;FIBIN;CD248
Skeletal Ewing sarcoma ORPHA:319	4/105	0.9985025575815394	0.9999961656375117	0	0	0.30658267935756667	4.5943398271713264E-4	GJA1;GJA5;SPRY2;CLEC14A
Hoyeraal-Hreidarsson syndrome ORPHA:3322	4/106	0.998638122668992	0.9999961656375117	0	0	0.30355973672421516	4.1369288751782335E-4	FEN1;CDCA4;NUP62;C19ORF48
NON RARE IN EUROPE: Primary adult open-angle glaucoma ORPHA:353225	4/106	0.998638122668992	0.9999961656375117	0	0	0.30355973672421516	4.1369288751782335E-4	KBTBD13;SLN;A4GALT;LRRC30
Autosomal dominant nocturnal frontal lobe epilepsy ORPHA:98784	4/107	0.9987616739753236	0.9999961656375117	0	0	0.3005954920060744	3.72465885377143E-4	AMER3;CRH;FNDC9;SSTR2
Hypomaturation amelogenesis imperfecta ORPHA:100033	4/107	0.9987616739753236	0.9999961656375117	0	0	0.3005954920060744	3.72465885377143E-4	GPR68;PTAFR;TLR5;MPEG1
Myoclonic-astatic epilepsy ORPHA:1942	4/107	0.9987616739753236	0.9999961656375117	0	0	0.3005954920060744	3.72465885377143E-4	TCEAL5;SLITRK1;TCEAL2;TSPYL4
Galloway-Mowat syndrome ORPHA:2065	4/108	0.9988742446902509	0.9999961656375117	0	0	0.29768825199405163	3.353129059068474E-4	FEN1;CDCA4;PIGW;C19ORF48
Cowden syndrome ORPHA:201	4/109	0.9989767825280474	0.9999961656375117	0	0	0.2948363879822579	3.0183619193148946E-4	KLLN;PLEKHF2;ABHD13;PEX2
Meningioma ORPHA:2495	4/110	0.9990701567251624	0.9999961656375117	0	0	0.2920383327254037	2.7167620741026344E-4	H2AFX;IRF2BP1;ZBTB12;SOX12
NON RARE IN EUROPE: Hypodontia ORPHA:2227	4/110	0.9990701567251624	0.9999961656375117	0	0	0.2920383327254037	2.7167620741026344E-4	CLDN4;TMEM125;SOWAHB;TMEM30B
