Name	Gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood	seg
ENSG00000178257.4	PRM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.306	0	0	0	0	Seg
ENSG00000205730.7	ITPRIPL2	17.7483	14.8978	10.6171	22.8851	20.1363	19.2827	15.6346	1.40398	1.4282	1.60367	0.389695	0.614244	1.32157	1.28277	1.23417	1.44965	1.32975	1.27468	1.45348	1.78148	14.5023	35.6255	4.12284	14.2658	17.9948	10.9536	10.1783	7.15199	5.41702	6.95758	14.2105	16.4748	13.5784	14.9705	5.67032	2.75652	3.25342	6.65166	2.69191	2.20923	2.75318	9.81064	22.0618	9.45891	3.20716	15.3587	14.6642	5.56281	3.04764	2.22158	3.81491	5.03565	14.0688	10.8872	11.9586	9.65442	5.46113	5.74341	5.96919	8.9872	6.75784	3.84701	7.94626	2.83986	11.9788	17.8469	16.5739	0.808943	Seg
ENSG00000234186.5	C16orf82	0.0060095	0	0.039157	0	0.02525	0	0	0.010811	0	0.024413	0	0.0302805	0	0	0	0.258816	0.022429	0.0116725	0	0.024526	0.0171655	0	0	0	0	0	0.019227	0	0	0	0.021395	0.032388	0.035421	0	0.014876	0	0	0	0.0200235	0	0	0	0	0.035291	0	0.738274	0.026437	0.0201135	0.034951	0	0	0.783838	0.0509215	0.023103	0	0.035303	0	0	0.015315	0.021815	0	0	0	777.476	0.0229275	0.04241	0.0275655	0	Seg
ENSG00000197471.12	SPN	1.15772	0.943118	0.354171	0.731284	0.984224	0.410931	1.00826	0.308029	0.191713	0.307454	0.134766	0.118879	0.167663	0.197992	0.344469	0.478307	0.224726	0.224772	1.3742	0.588649	0.695157	0.013892	110.688	1.28111	1.10362	0.436665	1.42237	1.678	1.68557	0.481426	0.57332	1.02453	0.647167	1.09866	0.557391	0.247836	0.326804	0.405445	0.553707	0.313933	0.234719	7.67846	12.4118	1.22347	0.0993995	0.966267	0.257666	0.230537	0.082883	0.143383	0.1812	0.376811	1.05263	0.986208	0.998641	4.72609	17.6011	6.39259	13.1274	0.954955	0.906402	0.731362	0.442322	0.146321	1.01132	0.843878	0.89951	12.3623	Seg
ENSG00000185905.4	C16orf54	0.953762	1.36714	0.338215	0.563483	0.852983	0.184507	1.31903	0.149498	0.098066	0.140652	0.069289	0.072993	0.085713	0.101923	0.147995	0.321218	0.104398	0.108433	0.465403	0.2799	0.616628	0	19.0798	0.865445	0.843909	0.400265	1.95987	2.70409	3.6806	0.883119	0.752156	0.657589	0.782982	0.954462	0.235886	0.185243	0.440951	0.382821	0.365402	0.253755	0.511882	15.0391	3.90082	1.29309	0.0727475	0.366278	0.147142	0.186612	0.102053	0.749486	0.211737	0.230188	1.25554	0.339046	0.331748	6.22357	48.8342	18.8346	28.7069	1.29636	1.83514	1.55662	1.18966	0.255086	0.599603	0.573943	0.544119	61.371	Seg
ENSG00000179918.19	SEPHS2	46.7442	48.0749	51.0742	42.8018	44.8708	36.658	43.2677	19.8263	27.4155	23.6083	50.5101	42.7951	31.7385	40.9965	19.38	26.4226	26.178	20.4086	26.4543	21.0387	49.716	74.3523	126.973	35.1552	44.0485	45.2768	73.016	139.486	115.457	47.2564	45.8445	36.7414	51.2131	42.4578	22.193	19.3119	92.91	98.0164	276.957	327.512	359.901	127.658	51.7773	50.0854	32.9626	32.6115	25.8453	24.2378	21.5445	37.9233	25.0298	46.498	51.4304	37.1122	36.3493	94.8149	77.9726	123.43	60.2464	61.2715	75.5346	65.3643	47.0189	27.5938	56.3684	42.11	33.7967	49.0906	Seg
ENSG00000169900.8	PYDC1	0	0	0	0	0	0	0	10.8027	6.57025	1.8995	36.7954	29.5359	4.92444	5.07323	1.55153	4.99544	13.0159	1.38863	0.655314	1.62929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038972	0	0	0	0	0.0570765	0	0.058888	0.549492	0.453033	0	0	0	0	0	0	0.041375	18.8173	25.171	0.095133	0.705313	0.445985	0.14785	0	0	0	0	0.152723	0	0	0	0	Seg
ENSG00000176723.10	ZNF843	0.80344	0.554491	0.57235	0.793741	0.726537	0.699712	0.758371	1.22178	1.47164	1.05826	2.04076	2.0739	1.50406	1.60326	1.10849	1.30664	1.36573	0.80476	0.754434	0.977642	0.898188	0.991555	0.063863	1.1024	1.89208	0.60499	0.32377	0.2405	0.112365	0.610918	0.643576	0.257127	0.606676	1.46407	0.880626	0.514181	0.359434	0.736622	0.204829	0.160864	0.228609	0.34361	0.521054	0.522866	0.736329	1.03762	2.6836	0.986659	0.859185	1.2032	0.94559	2.04907	0.950082	0.8239	1.04987	0.337615	0.324708	0.391684	0.350861	0.338925	0.290112	0.222483	0.560431	0.866557	0.864501	1.49752	0.825365	0.037661	Seg
ENSG00000180663.5	VN1R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109906	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90559	0	0	0	0	Seg
ENSG00000256812.2	CAPNS2	0.291859	0.241365	0.092972	0.185941	0.191243	0.103884	7.83234	0.060306	0.04532	0.041763	0	0	0.059039	0.026816	0.068766	0.067754	0.043574	0.031912	0.182746	0.137624	0.245849	0.146275	0	33.4135	0.493486	0.13564	0.122971	0.0184815	0	0.070947	0.190227	114.285	0.172959	0.272186	0.097273	0.062227	0.0676835	0.089373	0.048168	0.064685	0.03968	0.975091	0.30755	1.11948	0.0678275	0.493564	0.354526	0.054873	0	0	0	0.059876	2.5607	156.538	142.673	0.12664	0	0.0799535	0.298242	0.087462	0.0256	0	0.086903	0.183374	0.789986	0.462042	55.2402	0.317396	Seg
ENSG00000166188.3	ZNF319	6.16167	4.65641	5.93854	7.24668	6.77643	7.23271	10.5972	3.62532	4.19452	3.54849	9.56593	10.5074	5.57375	4.81223	3.39653	4.83116	3.66944	3.22085	4.16397	3.81059	5.64944	7.81212	6.07639	6.20024	10.7037	8.14306	4.66867	3.84643	2.24005	6.03315	8.73418	3.80706	9.13336	9.88469	2.97399	3.06835	2.49059	4.70301	2.01708	2.39122	2.15938	5.44276	7.0546	5.32797	3.48273	9.15012	10.4062	2.61284	2.10409	3.47876	2.2553	6.62347	7.4734	5.16986	6.25411	5.86831	8.99284	5.43523	11.0821	3.99107	3.55587	2.66732	5.27194	8.47167	12.6459	11.6954	5.46514	8.32361	Seg
ENSG00000172840.7	PDP2	6.13328	5.61114	3.42565	3.6426	5.05186	3.15565	3.81244	2.70584	3.3903	2.47953	7.6209	7.64291	4.06649	5.04105	2.53234	3.2039	2.48446	2.16777	2.8256	3.04873	5.31928	9.05099	8.53059	3.30139	4.13541	2.49756	3.26446	3.78066	4.13431	1.95711	3.10878	4.78798	3.02359	5.53614	1.20457	0.793189	3.79508	5.97725	3.05537	4.01953	3.74766	5.08181	5.68936	3.58548	1.18626	8.2656	8.82641	2.19543	1.67909	2.08197	1.87118	5.49057	4.34667	2.67075	2.91592	3.75151	3.47121	3.1827	2.36848	3.42355	3.39976	3.00682	2.0212	6.16318	8.52127	5.89378	3.87378	0.517672	Seg
ENSG00000237172.4	B3GNT9	8.41289	13.2266	12.1453	41.5019	31.377	23.8119	23.4769	4.90649	4.08033	3.36766	1.41465	1.74023	5.39358	5.00376	5.39074	4.20347	2.42922	3.01159	7.38352	5.79203	11.4601	37.0377	6.7703	23.2509	36.25	15.0018	9.32843	5.75745	2.8205	13.2012	23.99	7.53386	20.9687	36.0184	13.3175	4.97596	6.08665	11.5288	1.55597	0.485085	1.19788	9.55382	19.9283	13.891	1.34715	14.6842	33.2132	2.25943	1.44944	30.4867	3.1588	40.6217	23.3657	9.62932	10.8206	9.21561	7.65331	7.84713	9.824	7.37665	6.54477	3.47778	13.7358	14.3721	42.4586	27.9037	19.0171	2.00702	Seg
ENSG00000168286.3	THAP11	34.8048	30.4506	23.8428	52.2544	47.0719	52.6399	51.3976	17.5637	21.7159	19.6961	40.8027	40.5135	26.5961	27.6064	16.7156	21.2863	23.3538	17.0782	20.4777	17.5469	34.1081	37.7158	43.4986	44.1732	62.1781	54.7458	35.6768	35.5732	23.5729	56.3983	52.7166	32.1938	51.4959	59.0404	20.4905	19.4786	16.5222	29.3603	11.8288	14.9976	17.2296	42.5188	37.4603	26.806	36.143	44.831	50.855	14.4557	16.0573	30.0265	20.7069	36.9738	36.886	47.301	44.5779	43.6925	89.5401	51.551	52.1057	29.2564	32.5644	28.3447	52.6347	33.9434	38.9051	61.5787	40.6849	20.4337	Seg
ENSG00000182810.7	DDX28	9.24461	8.02461	15.6514	6.52583	7.43282	5.64025	10.9734	3.87864	5.16194	5.26766	7.13435	6.84898	6.55261	7.31835	3.80487	5.74832	6.83286	4.5825	2.85038	3.67972	10.1435	15.9829	28.6872	8.80853	10.1326	7.21782	8.312	11.1977	8.78001	8.99911	9.6249	11.7483	9.10839	10.2016	3.49466	5.85514	4.48642	7.50379	5.2735	8.4388	8.54883	11.183	7.42662	7.47505	10.9713	8.72626	10.1193	3.71743	3.76623	5.92277	4.43193	6.8524	7.03851	14.8739	14.6627	10.7766	31.6395	19.2988	16.656	8.19416	11.1442	8.53687	11.1671	23.4382	8.23949	11.8196	7.98292	6.26488	Seg
ENSG00000223496.3	EXOSC6	16.5659	14.5254	16.2064	15.2831	16.5014	16.0899	14.8503	11.5286	17.1624	17.5502	39.3547	31.8161	18.3661	24.8291	11.6939	17.6127	21.8593	14.665	13.3149	11.3751	15.8906	16.5069	17.5478	15.6918	18.7161	14.3546	11.8226	9.81496	8.516	11.74	15.3877	12.5826	14.4563	18.0443	6.72641	4.78073	7.06126	9.62449	7.01104	7.12851	6.21253	20.6312	14.7752	11.6389	8.40512	20.717	19.2526	7.08633	7.42149	12.0141	7.1889	21.4843	16.7344	17.6799	17.7743	14.7931	27.4936	15.1048	18.7911	10.8834	11.0815	9.23507	15.7138	12.4357	17.8725	20.4118	15.7423	2.53452	Seg
ENSG00000180917.18	CMTR2	9.093	8.27106	10.7917	6.14791	8.61555	5.18062	8.3639	2.11753	1.99708	2.82343	3.78235	3.97507	2.69258	2.26888	2.16143	3.35969	2.99761	2.29375	5.30233	3.00257	9.98087	16.0505	21.7816	11.8872	11.4742	7.87983	8.93709	9.19087	9.13957	6.46056	7.32971	15.7099	7.59575	9.80733	3.68046	2.55339	5.92614	7.33609	6.98767	6.29649	5.84362	16.3134	10.3064	11.1504	3.26416	10.9147	10.3132	4.29393	4.57469	7.69102	4.22271	12.8086	11.8346	7.57801	7.56084	12.7955	18.1324	12.4309	15.2989	6.41699	5.96548	4.85638	5.23105	18.459	15.8747	11.0173	12.2681	1.89364	Seg
ENSG00000140835.10	CHST4	0.14788	0.338999	1.86307	0	0.031381	0	0.030059	0	0	0	0	0	0.0206465	0.015165	0	0.030504	0	0	0	0	0.145433	0.0227095	0.913264	0.058577	0.147682	0	0.038059	0.102368	0.0832795	0.028676	0.024402	0.0702325	0.043665	0.382832	0.024299	0	0.06217	0.109231	1.78156	0.279685	1.23117	101.831	0.356707	1.01309	0	0.032138	0.089385	2.6967	0.866918	0.912061	1.79612	1.11889	0.135351	0	0	0.050669	0.118583	0.124265	0.046113	0.082084	0.075265	0.102424	0	0.241134	0.162366	0.083911	0.0389495	0	Seg
ENSG00000224470.9	ATXN1L	24.8745	18.8022	11.2925	21.802	20.9481	27.8233	19.7454	7.14346	6.58706	7.60885	12.6432	12.6111	7.34258	8.19758	7.3988	7.23713	7.72815	7.58531	11.7988	8.638	21.16	18.3629	24.788	17.4787	22.4898	20.8187	14.8357	12.4511	9.78958	18.0965	21.0888	14.617	21.9848	20.5255	6.51682	4.68639	9.73242	13.9258	4.40374	5.15514	5.37277	18.1873	20.3968	15.1483	8.34177	22.9421	19.431	6.79062	4.45733	7.10259	5.42537	11.4544	13.3966	22.071	22.7454	18.2843	23.7226	15.9016	15.7149	13.8771	13.0598	8.95275	16.7091	23.0156	20.3465	24.6889	15.9054	5.33101	Seg
ENSG00000183196.10	CHST6	0.0502865	0.050811	6.77502	2.95127	1.86053	1.62331	0.119444	4.5409	2.23013	4.18776	6.77996	6.8802	2.16941	2.22646	5.05348	4.71414	2.77187	3.95181	10.5525	7.93849	0.086872	0.826772	0.877247	0.183032	0.469467	0.95339	0.817981	0.73847	1.13724	0.56919	0.612978	1.29789	0.638201	0.96095	1.30555	0.202565	0.051792	0.415795	0.015924	0.023546	0.014419	0.0967775	0.639652	2.91423	0.0287325	0.487258	0.06594	0.0620855	0.037714	0.056555	0.036599	1.75291	0.670707	0.176892	0.14813	1.11268	0.128117	1.11079	0.107535	0.060605	0.077302	0.017911	0.255304	1.69992	0.119061	0.097226	0.213193	0.012518	Seg
ENSG00000135702.15	CHST5	0.210534	0.231808	0.31141	0.279501	0.35947	0.215565	0.349362	1.50037	2.14784	2.56182	5.65456	5.5742	2.88272	2.69394	1.89701	1.98164	3.87006	1.92416	0.953644	0.796034	0.345109	0.138553	0.261549	0.429841	1.09672	0.656044	12.9838	32.3249	39.2019	3.1685	0.354283	0.16589	0.355818	1.26103	0.320269	0.231445	0.348544	0.746779	0.076628	0.127237	0.065321	0.306688	0.412398	0.185398	0.0783535	0.786826	0.943128	0.168757	0.198441	0.492513	0.168457	1.81137	0.793589	0.299478	0.306253	26.7625	1.14098	34.4538	0.349125	0.515064	1.15905	0.830302	0.537532	1.91355	0.782019	1.01746	0.396861	0.020779	Seg
ENSG00000176692.8	FOXC2	2.78716	2.63145	1.69037	65.0134	31.3442	61.426	0.713231	0.373665	0.343345	0.432256	0.26357	0.402084	0.482044	0.322508	0.401179	0.462346	0.293878	0.477596	0.771695	0.579997	2.2476	10.4358	0.013595	1.61238	1.26222	0.666807	0.454234	0.193429	0.0349895	0.220184	1.31053	0.520391	1.1608	3.1325	3.86922	1.44498	3.974	7.79879	0.0596245	0	0.025969	1.72297	2.86494	2.85311	0.356214	23.8097	0.695	0.0504515	0	0.026213	0.060366	1.52735	1.06741	0.6941	1.08141	0.509059	0.063078	0.364742	0.085836	0.323752	0.23039	0	0.435622	4.04565	3.57238	1.37001	1.49835	0.018799	Seg
ENSG00000176678.6	FOXL1	1.66173	0.791267	0.413099	22.5536	15.2008	20.8507	4.68439	0.254618	0.289547	0.338695	0.134932	0.181022	0.30687	0.310173	0.27826	0.20429	0.203644	0.384803	0.248995	0.344058	0.979586	17.0495	0.015087	1.21438	0.924865	0.33424	2.30791	2.50291	2.32291	0.247435	0.604756	0.231303	0.481452	1.29165	1.474	0.544572	0.507811	3.35652	0.0908335	0	0.017091	1.68678	1.9926	0.691281	0.81426	5.16924	0.336689	0.047339	0	0.04753	0.06903	0.792557	1.21558	0.266982	0.551198	3.28716	0.593285	3.11178	0.052529	1.454	1.42849	1.138	0.227316	1.92532	0.963825	0.88218	1.07398	0	Seg
ENSG00000176715.17	ACSF3	6.05956	5.26413	9.6221	5.86981	5.98019	6.05434	8.5094	2.19103	2.7269	2.97194	9.34986	11.2004	3.89476	3.9496	2.3491	2.82573	3.25297	2.67646	3.13793	2.46601	6.46748	6.69861	11.7715	7.85128	9.77895	6.43449	7.57175	8.54073	8.24646	6.13743	6.42177	4.61646	6.48905	9.4174	2.5788	2.21532	4.3026	7.05649	4.52792	4.2288	5.00919	6.31623	6.69704	6.2095	3.40674	8.53588	8.94356	3.08286	3.33393	3.0854	3.38123	6.32942	8.25148	6.54135	6.95512	10.0485	16.8764	11.0041	9.89524	5.87478	6.63934	5.89138	5.44615	8.62805	9.0931	9.28024	7.27744	4.25742	Seg
ENSG00000258839.4	MC1R	5.04557	4.64134	4.19479	7.1789	5.89472	4.26346	8.87242	1.65784	1.92357	3.61968	30.431	34.1729	3.28194	2.79412	1.83417	3.39553	3.61726	2.78946	2.2222	1.67569	5.26662	4.66423	1.50148	7.4038	12.8931	8.285	5.35927	5.22045	4.42941	14.6999	6.97685	3.21614	6.93562	15.2401	3.01718	1.65441	5.24642	6.3148	1.44833	1.17979	0.86278	12.7361	7.39848	8.23555	0.81864	8.2461	16.5791	2.04964	3.11487	17.522	2.57455	36.0863	12.8612	5.98769	7.41093	8.33726	11.6529	6.17838	7.11919	4.28855	3.71689	2.66134	5.35577	62.1032	29.7622	10.5394	7.30572	2.39142	Seg
ENSG00000177946.7	CENPBD1	6.89597	5.03039	8.29926	5.93072	6.92091	4.09896	8.14667	5.16319	6.11008	6.09463	8.92529	8.04547	7.77925	8.65397	4.81152	6.9935	6.82747	5.36703	7.88412	5.55174	6.8096	14.4984	10.7443	6.31444	7.11093	6.97453	5.833	7.04463	4.90061	8.36835	7.65541	5.74603	8.34562	8.27769	3.72414	3.27785	4.43016	7.89099	4.46602	6.54814	6.42799	6.86479	6.19982	8.19877	3.80518	9.00449	7.81659	3.3417	3.31266	12.1073	3.46139	14.1957	8.42546	6.81173	8.31177	5.99421	8.24489	7.25577	9.53443	6.13873	6.33738	5.38474	5.97997	14.7963	8.7457	7.94673	5.7203	2.37212	Seg
ENSG00000205899.4	BHLHA9	0.0312245	0.040681	0	0.024428	0.0366885	0	0	0.582307	1.02052	0.148795	0.393536	0.34231	1.69857	1.9611	0.318917	0.738965	0.145002	0.116278	0.0686425	0.143877	0.044618	0.021736	0	0.0447025	0.034601	0	0	0	0.022494	0	0	0	0	0.059797	0	0	0	0	0.079993	0.190057	0.169205	0.0945095	0	0	0	0.0597945	0	0	0	0	0	0	0.051321	0	0	0	0	0.013378	0	0	0	0	0.0341445	0.181575	0	0.048158	0.05292	0	Seg
ENSG00000262628.1	OR1D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0674895	0	0	0	0	Seg
ENSG00000184166.3	OR1D2	0	0	0	0	0	0	0	0	0	0	0.009411	0.0144845	0	0	0	0	0.006644	0	0	0	0	0	0	0	0	0	0	0.0076325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00372	0	0	0	0	0	0	0	0	0	0.004331	0	0	0	0	0	0	0	0	0	0	0	0.338027	0	0	0	0	Seg
ENSG00000142163.8	OR1E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777735	0	0	0	0	Seg
ENSG00000183024.4	OR1G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250495	0	0	0	0	Seg
ENSG00000172150.4	OR1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0519155	0	0	0	0	Seg
ENSG00000172146.4	OR1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007424	0.0064985	0	0	0	0	0	0.0142655	0	0	0	0	Seg
ENSG00000255095.2	OR1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Seg
ENSG00000180090.5	OR3A1	0	0	0	0	0	0	0.018886	0.015794	0	0.02992	0	0	0	0.016003	0	0.028107	0.030921	0.0145835	0.036163	0.027581	0.0323865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496735	0	0	0	0.076797	0	0.075542	0	0	0	0	0.088616	0	0	0	0	0	0	0.81225	0	0	0	0	Seg
ENSG00000180016.2	OR1E1	0.103858	0.053795	0	0	0	0	0.043496	0.028193	0.031449	0.043672	0	0	0.038701	0.043465	0.02307	0.04089	0.044614	0.03884	0.042213	0.048684	0.103564	0	0	0	0.054928	0.051031	0	0	0	0.044289	0.053835	0	0.04907	0	0	0	0	0.050062	0	0	0	0.111271	0	0	0.104099	0.21931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0483835	0.428513	0	0	0	0	Seg
ENSG00000159961.3	OR3A3	0.0239545	0.021988	0.007816	0.01124	0.0126385	0	0.02627	0.026039	0.027517	0.054182	0.088932	0.0953825	0.037544	0.040676	0.03307	0.035021	0.045805	0.042984	0.0530135	0.047249	0.024998	0	0	0.0425795	0.065915	0.034149	0.014302	0.0048445	0	0.033688	0.028469	0	0.025972	0.02889	0.013728	0.0055825	0.0050625	0.024034	0	0	0	0.0231435	0.011867	0.009286	0.016123	0.0859615	0.028485	0	0	0	0	0.043669	0.0125585	0.005781	0	0.014182	0.024454	0.0094555	0.018227	0	0.007144	0	0.010114	0.177406	0.0134165	0.028537	0.029596	0	Seg
ENSG00000127780.3	OR1E2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068365	0	0	0	0	Seg
ENSG00000127774.7	EMC6	37.3017	41.5141	56.9918	40.1995	41.7241	35.2172	38.6395	31.8716	34.6955	32.2006	45.6881	41.4782	36.7633	41.2889	31.1559	32.6348	31.3725	31.4335	41.5736	33.117	39.4898	81.5845	80.2488	40.0354	40.6643	51.7636	41.9824	61.577	46.057	63.9214	47.2921	50.5735	51.0546	46.8258	40.3193	45.0226	39.1947	57.2262	36.1523	55.345	61.0719	63.0826	46.4014	38.5381	103.813	41.3857	36.4276	21.1716	28.7693	28.9579	27.938	38.9596	46.466	41.7671	42.453	44.1121	78.7849	65.7154	54.1491	43.6144	60.5933	58.0477	64.4837	109.983	48.2022	42.041	42.1661	19.8816	Seg
ENSG00000177602.5	HASPIN	0.320994	0.206214	0.171762	0.178556	0.191626	0.058493	0.471523	0.028126	0.029923	0.087294	0.050272	0.078909	0.041847	0.03494	0.036475	0.057405	0.065142	0.0642585	0.146335	0.054668	0.314975	4.0913	17.6656	0.812811	0.261319	0.100761	1.02694	1.8565	1.98667	0.210387	0.059118	1.99091	0.07707	0.53429	0.071013	0.044486	0.0811945	0.087165	0.07649	0.048911	0.065302	0.934822	2.13344	0.625186	0.42549	0.114001	0.289411	0.129597	0.193589	0.080783	0.239393	0.152979	0.578094	0.740539	0.672866	3.19761	4.68666	3.50993	2.87724	0.880879	1.10757	0.838427	0.085172	15.8299	0.5505	0.161373	1.02916	0.450469	Seg
ENSG00000185245.9	GP1BA	0.728536	0.463394	0.179787	0.738825	0.622612	0.794598	0.843108	0.266039	0.309442	0.4098	1.38004	1.50559	0.355277	0.366656	0.301774	0.292358	0.600571	0.306777	0.274235	0.241067	0.639183	0.763059	2.24617	1.22185	0.992745	0.854519	1.06075	0.880355	1.2362	1.01673	0.77719	0.820514	0.788216	1.0239	0.400307	0.303222	0.450414	0.645487	0.618523	0.376177	0.441979	0.95646	2.43858	1.02516	0.485633	1.01211	0.80113	0.206502	0.175335	0.347616	0.13246	0.536868	0.847188	3.72745	4.02368	1.91233	4.61863	2.1854	3.35667	0.552085	0.47572	0.459607	0.423811	1.04608	1.00645	0.929455	1.06322	2.8572	Seg
ENSG00000180787.6	ZFP3	4.11849	4.25858	4.02732	3.59018	4.57896	2.73481	5.84094	3.1391	3.22437	3.94791	10.9772	10.9735	3.69517	3.98539	3.23172	3.66682	3.74982	3.14778	4.91717	3.38615	4.88828	3.22871	4.79498	6.35583	7.26196	6.17467	7.08301	7.36594	8.28779	7.74896	5.67699	4.31538	5.73892	7.9175	3.70392	3.78767	3.58276	6.31764	0.864743	0.824638	0.670144	7.25644	5.08339	8.15663	5.92853	6.33557	6.11136	3.64705	4.37455	5.14552	3.56893	5.16763	7.36761	4.32619	4.53659	8.74266	15.5695	7.9771	8.2219	5.53329	5.39325	5.15152	4.80248	7.62535	9.55537	6.3691	5.36264	0.852937	Seg
ENSG00000180626.10	ZNF594	2.72973	2.52055	2.65038	4.16354	4.64514	3.9459	6.9192	2.26973	2.69655	3.01324	8.96098	10.3682	3.74999	3.37379	2.71188	3.03901	3.36826	2.29075	4.13545	2.52485	3.39967	4.82957	10.1089	6.14212	10.3397	6.29246	3.60128	1.97474	2.22804	3.30738	5.05503	2.22394	4.89564	9.1515	2.12324	1.60705	2.67646	5.6869	1.32358	1.00039	0.782523	3.82538	2.95493	4.9809	2.41245	7.76884	13.1359	1.88778	1.65714	5.5734	1.65319	11.3753	8.72542	1.24069	1.51365	4.71414	12.3207	4.49848	6.70184	2.59056	2.1752	1.16652	2.54994	8.18284	10.3855	9.19361	5.11937	0.205205	Seg
ENSG00000167842.16	MIS12	17.1847	17.9657	13.8157	17.606	19.7104	15.1913	17.7243	7.38053	6.99873	8.36532	13.2957	12.3172	8.03881	8.88399	7.84788	9.67964	8.01566	7.72302	14.8858	10.0888	18.4245	22.4152	35.7501	17.0383	23.9203	17.4475	15.9826	15.0458	16.37	21.0511	16.6123	13.3014	16.7504	25.8377	7.73813	5.37823	9.93004	17.7994	9.04078	11.6012	12.3031	33.4698	19.8417	14.7339	9.623	23.6018	21.5727	9.2562	13.6413	16.5213	11.142	25.3469	20.4201	12.6924	12.1795	20.4849	50.0508	27.9538	30.6497	14.2886	17.2422	14.6076	19.3848	29.7854	26.4488	23.3299	16.2663	4.49341	Seg
