Name	Gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000253457.3	SMIM18	0	0.028507	0.062956	0	0	0	0	3.29035	4.19653	2.3355	14.3001	11.1139	3.54669	5.23979	3.37328	9.40004	3.81909	2.18445	2.92701	2.93567	0	0	0.190075	0	0	0.205145	0.100877	0.101608	0.015928	0.114566	0.074476	0	0.080327	0	0	0	0.081943	0	0	0	0	0.07458	0	0.04489	0	0	0.069132	0.131048	0.067224	7.46186	0.146769	9.48625	0	0.068609	0	0.097238	0.095609	0.074009	0	0.074666	0.05747	0.032596	0.0898935	0.128412	0	0	0	0
ENSG00000176907.5	TCIM	109.472	76.3509	22.277	22.7518	50.3548	25.5401	89.4195	4.13841	8.89737	3.84296	1.38271	1.80826	8.44604	9.82919	4.0836	4.44055	4.02247	4.87534	6.77351	6.69587	72.5446	2.16087	0.074548	36.4804	52.1659	117.568	69.7258	41.5417	22.2564	105.928	37.1803	10.7351	42.1281	52.789	96.648	36.6097	98.9559	176.35	106.838	35.8436	32.2817	107.692	270.289	94.0796	24.4604	112.071	53.9267	26.7587	31.8118	10.4329	31.5526	30.3386	110.201	9.58727	18.0481	59.7114	16.4703	50.9833	80.466	30.9231	30.0941	24.0569	15.3852	8.63177	90.2272	43.6292	38.237	0.23224
ENSG00000221869.5	CEBPD	507.426	709.757	149.253	348.896	463.709	873.752	586.988	29.4555	28.7639	35.4195	13.5879	16.4708	38.3974	34.3979	44.1539	51.1353	29.0923	29.0113	91.1041	56.2501	507.592	344.245	4.29211	261.611	186.183	375.186	196.267	235.948	108.03	617.674	359.247	183.89	328.706	602.428	192.743	63.6364	178.174	176.443	197.256	199.576	202.543	455.872	551.818	244.685	136.905	895.188	906.454	72.0659	60.0879	89.6166	81.8992	365.839	521.724	279.185	310.776	184.373	162.426	253.45	356.961	178.831	262.371	144.555	878.169	46.8422	376.189	294.96	443.78	330.193
ENSG00000288611.1	NPBWR1	0.0574355	0.019115	0	0	0	0	0.225848	0.186981	0.665317	0.0198795	0.034447	0.03463	0.664967	0.638217	0.07392	0.766057	0.029316	0.010773	0.014357	0.020885	0.020903	0	0	0.185712	0.048984	0	0.010716	0.0124435	0	0	0.017214	0.0203345	0.02238	0	0	0	0.0118705	0.017426	0.85855	0.661684	0.903245	0.497022	0.059944	0.169133	0.0059335	0.015914	0	0	0	0	0	0.517035	0.099954	0.681718	0.474401	0.093665	0.341376	0.133119	0.141749	0.028998	0.023268	0.016904	0	0.2582	0.0200345	0	0.054214	0
ENSG00000172680.1	MOS	0	0	0	0	0	0	0	0.081316	0.059347	0.027545	0	0	0	0	0.094691	0	0.107518	0.019245	0	0.036561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69369	0	0	0	0
ENSG00000169122.12	FAM110B	8.34967	8.25366	1.12844	7.04277	7.02455	9.74757	9.39039	10.6849	10.5213	6.94236	28.482	22.4475	9.93456	11.1539	7.25408	11.3514	9.70322	5.32466	3.60869	5.38675	7.63634	9.91776	0.83823	8.76349	14.3555	9.2961	3.79942	1.95185	0.283221	6.83811	7.85221	1.24865	8.35079	9.01884	7.50502	7.79563	4.13904	7.59547	2.52063	2.02005	2.36985	3.26039	5.74581	7.15553	5.97335	9.46875	8.78399	0.793038	0.570049	2.2045	0.937828	5.20064	8.38774	2.49686	3.67228	2.12277	1.37379	1.79237	22.4047	3.8645	3.79712	2.48263	8.30524	11.3678	10.9121	10.9633	7.26283	0.907779
ENSG00000180828.3	BHLHE22	2.31628	2.97341	0.219282	0.396958	1.13988	0.787025	1.6509	11.0147	5.63552	1.60348	32.2122	31.0155	3.50513	4.72222	15.8053	2.18427	1.12757	0.706704	3.051	1.39939	2.62998	0.410914	17.0148	4.5255	1.83342	1.83028	1.23101	0.672783	0.165031	0.985472	2.88505	1.0264	1.97689	1.3345	0.221428	0.145303	0.093038	0.258207	0.293351	0.033353	0.169304	5.18789	3.18466	0.649112	0.055092	6.61782	0.211266	0.442378	0.260426	0.663764	0.620834	2.39703	0.643314	1.08839	0.842403	2.04833	3.14556	2.10535	1.79184	0.450515	0.450516	0.062133	1.1725	0.432208	1.47041	0.862836	5.1866	0
ENSG00000147571.5	CRH	0	0	0	0	0	0	0	4.49578	11.8807	3.03658	0.04094	0	9.16838	15.4923	3.11452	7.38619	3.25523	1.75945	0.106436	0.149918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205095	0.03966	0	0	0.024394	0	0	0	0	0.0374955	0	0.903385	0.708644	100.438	1.77656	0.15969	0	0	0	0	0	0	0	0.123461	0.202505	0.267867	0	2.1226	0	0	0	0
ENSG00000179041.4	RRS1	23.7092	25.6085	20.2859	19.6659	24.2133	22.5315	33.2819	11.56	12.2326	13.6871	23.2876	18.9295	12.5935	16.3404	10.9688	12.9627	13.6791	12.8345	14.1879	13.2834	25.2794	50.9609	43.1373	26.1658	34.8759	26.0255	21.7826	15.6062	10.798	19.6344	24.2733	25.7817	25.2392	32.625	12.2421	10.7743	9.16745	11.7319	7.62985	8.04162	11.1351	24.5491	18.641	18.1287	38.7654	26.4761	36.4252	28.2143	21.9573	9.39276	29.6695	11.3486	21.2408	26.9632	24.9722	20.8296	23.35	18.1277	23.4607	24.7952	23.775	19.6413	27.6148	12.2644	18.3498	35.9966	25.3638	5.65147
ENSG00000164751.15	PEX2	15.2658	13.158	16.7921	16.6509	15.2968	15.9108	17.6707	9.74523	9.67429	9.32186	10.3919	10.5095	9.14812	10.2554	8.68389	10.8354	10.3093	8.59165	15.4273	10.8692	16.6531	17.8707	33.9697	20.6209	21.8938	19.8881	14.7219	18.2345	13.0781	18.2341	13.6534	12.6134	14.5886	21.5471	8.42282	6.73684	11.0996	15.7139	7.8795	10.4952	11.4237	18.6545	16.2844	16.5827	12.3009	22.0224	18.7872	7.18231	8.19243	14.8426	7.73638	17.3603	20.432	13.6428	13.6476	15.2002	24.1198	18.6881	17.6801	13.2756	15.9832	13.2146	13.8941	13.4065	21.2692	23.2741	19.6857	4.9501
ENSG00000253598.3	SLC10A5	0.211803	0.267004	0.373315	0.571256	0.57453	0.657151	0.707203	0.609288	0.933148	1.04687	4.95394	3.95487	1.20776	1.433	0.606655	1.43581	1.5608	0.811116	0.426818	0.45524	0.342649	0.236778	0.285257	0.608925	1.1336	0.583178	1.19633	1.79109	1.89568	0.782223	0.648608	0.475474	0.584621	0.809781	0.213693	0.13999	0.427351	0.570019	1.68436	1.40349	1.05931	1.75108	0.551533	0.566588	0.178488	0.478001	0.753562	0.426921	0.435261	1.43011	0.455783	2.14405	1.0114	0.318477	0.335972	1.18444	0.424317	1.15116	0.592488	0.754948	1.04792	0.778348	0.471274	0.260644	1.01882	0.852021	0.511509	0
ENSG00000176566.5	DCAF4L2	0	0	0	0	0	0	0	0.015009	0.01432	0	0	0	0	0	0.011274	0.016069	0.004629	0	0	0.013171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018236	0	0	0	0	0	0	0	0	0	0	0	0	0	29.4113	0	0	0	0
ENSG00000183808.12	RBM12B	6.03875	5.62938	4.82469	9.16224	8.63728	7.67748	9.24348	1.96666	2.13496	2.4217	6.52624	8.46206	3.22824	3.07859	2.0685	2.24786	2.6759	1.89782	3.3829	1.93205	6.37505	12.3132	22.812	10.3126	13.3574	6.95878	5.60643	3.31329	3.46435	2.64705	6.50203	5.04359	6.33467	12.1147	4.68232	2.81332	2.9787	5.30078	2.40827	1.48654	1.63333	5.53846	8.34886	7.96619	3.10652	13.1742	20.297	2.58469	1.93694	3.51865	1.88768	8.56421	10.1071	4.19261	4.50711	6.8303	10.3722	5.26737	8.32224	4.42184	2.98902	1.98956	2.67917	16.0697	12.632	15.1287	10.611	1.49688
ENSG00000175895.4	PLEKHF2	14.607	12.7273	7.07426	15.3156	13.3154	13.2378	8.89694	3.2677	3.11398	3.50798	4.13077	3.93597	3.20482	3.25546	2.69488	2.70067	3.25699	2.88566	5.93967	3.35821	16.9395	8.12006	39.7701	10.8628	8.9105	9.36084	11.6055	14.6665	15.4303	8.03099	11.3065	15.7429	12.3014	8.80683	4.22242	3.66001	8.32588	9.37499	5.71637	4.96141	5.05341	18.425	18.5849	10.0831	5.08763	14.4999	9.12138	4.62621	3.94466	10.9161	4.74828	6.79933	9.15447	24.4102	22.4992	16.1023	58.2381	26.3133	22.6994	12.6049	13.3831	10.9099	10.4464	16.9586	10.7934	10.3931	13.9528	8.01412
ENSG00000180543.5	TSPYL5	12.0173	7.24449	9.91279	14.6851	16.7514	17.2167	23.3529	8.28957	11.477	14.5551	18.5044	14.0195	11.6674	18.6948	9.06241	18.4121	19.3449	10.7732	10.4777	8.37094	13.4366	20.2196	9.97017	11.1482	25.1904	19.5378	7.954	4.37554	0.972427	17.3862	17.9816	3.15639	18.3898	27.9061	9.64518	7.09787	4.71459	15.0931	0.753937	0.877427	0.888659	4.98598	8.54636	11.4316	5.30725	18.7089	34.1486	4.31043	2.77117	34.5822	4.48224	25.5733	19.7798	5.627	7.81038	6.699	7.5776	4.589	9.61932	9.36531	8.22912	5.09261	16.6615	98.1979	13.9176	27.403	9.87708	0.256127
ENSG00000156486.8	KCNS2	0.978702	0.537821	0.4276	0.171926	0.373989	0.118504	1.20745	0.677874	1.5974	0.626196	0.236943	0.36639	3.94343	5.13118	0.312604	0.927436	0.48545	0.551106	0.0727585	0.05512	0.376433	0.789316	0.029037	0.332029	0.565185	0.085174	0.390321	0.391812	0.416268	0.100216	0.110003	0.075305	0.085636	0.741376	0.041458	0.030031	0.029188	0.34322	0.012682	0.012302	0.025977	0.709501	0.31116	0.040705	0.014936	0.412103	1.25355	0.0798655	0.041302	0.194389	0.0830295	0.694732	0.189274	0.091016	0.127505	0.344865	0.103675	0.278125	0.047156	0.354164	0.390039	0.410403	0.0466955	0.524056	0.255302	0.198161	0.221642	0.012157
ENSG00000083307.12	GRHL2	0.034924	0.031824	0.014488	0.0944795	0.042526	0.042968	4.68192	0.05568	0.100762	0.014111	0.01293	0.024028	0.140144	0.153615	0.064984	0.037251	0.012591	0.0123985	0.016179	0.014749	7.00955	0.0198185	0.014034	15.8201	0.593493	0.083389	6.92688	8.8288	11.6907	0.640472	0.040854	32.7117	0.036756	1.07101	0.016545	0.0172795	2.50217	8.84979	0.279979	0.053916	0.109049	9.22437	6.1174	25.5869	0.0191905	0.0220085	0.077371	7.10289	6.94573	1.63138	6.21867	1.82358	35.7188	41.9162	40.4645	3.93484	0.158137	4.24891	0.038152	10.0014	9.59405	10.067	0.100057	0.469352	16.2472	0.074441	22.5788	0.015556
ENSG00000164841.5	TMEM74	0.32891	0.247835	0.038239	0.621145	0.749744	0.801257	0.229119	1.23111	1.45029	0.903272	3.8568	3.88523	1.41651	2.1042	1.79436	1.05129	0.745893	0.803074	2.32177	0.798393	0.20575	0.135558	0.047399	0.288544	0.169735	1.08281	0.314543	0.141874	0.043665	0.411534	0.747869	0.37815	0.796449	0.212516	0.144251	0.164755	0.031561	0.041312	0.221625	0.336841	0.432701	0.195237	0.103196	0.238458	0.235249	0.547269	0.094135	0.165289	0.131499	0.108529	0.134072	0.36667	0.185649	0.185693	0.166185	0.15703	0.03405	0.0816115	0.093152	0.131884	0.110862	0.021875	0.334829	0.366472	0.212725	0.197264	0.407794	0
ENSG00000178764.8	ZHX2	23.6192	19.7607	16.7208	34.9364	26.9079	44.6578	29.3804	14.0028	10.0067	14.9782	15.5444	17.4901	11.7652	10.028	12.4462	11.1307	13.6385	13.8309	17.2983	12.9312	25.229	5.28428	16.9023	26.8791	43.6177	17.9533	13.2094	8.52772	5.6026	12.573	22.6227	13.9643	18.9121	37.904	11.0597	16.2064	8.45793	17.9291	10.8716	8.80859	8.53021	20.232	29.4075	21.4696	28.0216	43.7143	48.573	10.4694	9.02167	9.07906	9.59628	26.0518	33.6888	16.993	18.161	21.2403	47.7212	21.9889	28.0124	10.3795	10.3185	6.09263	18.6927	6.65997	30.2289	37.7071	23.7673	11.9081
ENSG00000165156.15	ZHX1	18.3083	16.7511	9.70354	15.9106	17.8858	19.05	16.0014	11.2593	12.0811	12.1373	22.4996	16.8277	11.8714	14.8117	10.7919	12.3594	11.9944	9.41958	13.6958	10.6696	16.3327	16.4167	17.81	21.4036	18.4493	13.6418	10.4676	9.40696	7.15824	8.35655	13.8964	24.5732	13.9836	16.1836	5.52242	3.96914	6.11541	8.60228	9.2681	8.01978	9.78564	11.9429	13.5357	12.624	5.99644	21.6372	18.511	5.10727	3.48556	12.4319	4.14035	15.2369	14.1269	16.9881	16.249	10.845	5.90416	8.16527	8.52621	7.80275	7.38876	4.48818	9.58384	9.23958	22.2351	18.4151	22.6809	1.09927
ENSG00000183665.5	TRMT12	10.7398	8.60088	8.23316	11.0552	10.4647	9.95761	9.91441	3.42458	4.19505	4.00298	8.95031	8.85689	5.42297	6.14174	3.68186	5.12988	4.30418	3.28065	4.65498	4.0253	10.4111	11.9734	12.5451	9.73884	11.5874	9.58472	8.13873	8.55735	6.88251	9.39333	9.00583	6.65803	9.32527	12.477	4.49598	4.37741	5.00952	8.4014	3.05689	4.42179	4.39415	12.7743	9.49931	8.98549	7.15077	11.1683	8.6724	3.45256	3.51102	7.08867	4.09585	9.45964	9.99987	8.95238	9.03974	8.40743	14.8294	10.9069	9.8317	7.40981	7.78796	6.56382	9.49963	15.539	13.367	12.367	9.22529	3.35009
ENSG00000212993.5	POU5F1B	0.294616	0.320723	0.099291	0.0376265	0.110329	0.052774	0.261588	0.044253	0.030514	0.0503835	0.01743	0.0216495	0.0293845	0.026513	0.053151	0.054221	0.034081	0.0466505	0.043434	0.045451	0.446896	0.052172	0.12861	0.384582	0.580813	0.070443	0.164249	0.173188	0.284595	0.058115	0.091248	0.205505	0.090123	0.502725	0.071136	0.030835	0.289306	1.00555	0.080155	0.08447	0.048608	0.407843	0.242135	0.491786	0.0265905	0.201635	0.139566	0.133528	0.133096	0.43414	0.150894	0.295234	0.605278	0.399385	0.463235	0.166027	0.49099	0.224249	0.30636	0.210416	0.252696	0.263115	0.060971	0.16798	0.545967	0.398242	0.372256	0.080657
ENSG00000204882.4	GPR20	1.36266	1.08965	0.27077	2.79413	6.29716	7.44673	1.58242	0.101818	0.11651	0.105985	0.022379	0.0610935	0.320508	0.198983	0.11055	0.119954	0.063084	0.105805	0.106015	0.166522	1.04981	0	0	1.17419	4.43307	1.81413	1.9928	1.24188	0.389337	1.83205	2.95908	0.538917	3.32127	3.84576	0.825553	0.684282	0.243975	1.31053	0.114053	0	0.088627	1.85932	3.36436	0.338111	0.255036	1.54631	1.72339	0.127903	0.038919	0.285633	0.0944005	0.227091	1.71323	0.665434	0.757617	2.69044	0.323036	1.37191	0.424536	1.85737	1.67354	0.498491	3.15047	0.366121	1.23567	4.59084	1.19903	0.042965
ENSG00000198576.4	ARC	2.05284	3.67602	0.889914	1.39814	1.17169	0.662324	0.899511	8.75165	14.3369	7.16745	2.48133	3.39983	22.0833	22.783	22.8704	13.2201	6.98556	8.3139	3.17582	3.15995	1.86717	1.39233	0.145281	2.58853	1.97649	1.27414	1.13461	1.26962	0.232172	1.63425	1.31934	0.680358	0.994345	1.92958	0.786297	0.181606	1.2395	5.92634	0.0922685	0.089062	0.069468	1.24088	8.23054	0.468343	0.202927	3.47067	1.21959	0.146915	0.141382	0.561435	0.157174	66.5347	1.21635	11.2055	9.91374	0.793228	0.638488	0.731988	1.04088	1.01371	3.02197	0.355362	18.5938	1.44789	1.36551	1.89413	2.28087	0.141629
ENSG00000181638.20	ZFP41	4.0445	3.19682	3.84685	5.22282	4.70269	4.69644	5.57331	4.02918	5.31236	3.12242	7.83496	8.54597	6.45696	6.48631	4.12846	6.47931	3.34942	2.82628	3.76949	4.11771	3.90829	6.76169	4.32482	4.83894	7.08788	5.42581	4.24301	3.67333	3.39467	4.98222	5.64739	3.27921	5.70726	7.84608	2.11161	1.53717	2.50789	4.38263	1.74345	2.14468	1.87578	2.87107	3.72661	3.83604	1.47754	6.98048	9.10305	1.75492	1.33733	2.51485	1.48028	7.9228	5.82031	5.99452	6.73625	4.69477	4.92966	4.23432	4.22965	3.56469	3.29635	2.33076	4.08159	11.3972	7.13146	8.22485	4.67518	0.850123
ENSG00000182759.4	MAFA	0.102479	0.066569	0.070492	0.746002	0.344782	0.650597	0.032183	0.507629	0.105767	0.0546595	0.017039	0.0356705	0.0699825	0.070364	0.174857	0.111632	0.084045	0.0483675	0.256885	0.071688	0.042105	0.0180575	0.156508	0.140289	0.043927	0.081874	0.100837	0.155342	0.141705	0.065259	0.228282	0.0456015	0.172532	0.054125	0.161113	0.177989	0.145698	0.207635	0.0127075	0.022349	0.012584	0.062438	0.120133	0.091547	15.3046	0.0813285	0.034425	1.05987	0.504704	60.5637	1.38165	0.391121	0.102698	0.160748	0.231739	0.081917	0.126691	0.12673	0.13085	0.118929	0.134909	0.074334	0.290614	8.09813	0.369814	0.04433	0.221876	0.12371
ENSG00000179886.6	TIGD5	3.53456	3.42351	4.05232	3.49713	4.08317	4.18245	6.53902	2.45975	3.00195	2.61525	10.5499	11.2978	4.21861	3.82261	2.35937	3.25229	2.97342	2.22987	2.48374	2.2617	3.85914	5.47741	4.20957	5.31761	7.422	6.0179	4.82212	5.61593	5.03898	6.42389	5.37734	4.97714	5.22063	7.00241	2.38059	2.20754	2.73731	4.35893	1.5803	2.32156	2.27849	4.88589	3.97205	4.36214	3.20435	5.88193	8.9127	3.94108	4.68078	5.24161	5.44482	7.305	6.17479	5.57914	6.31169	4.56289	7.8081	5.1612	6.71988	4.07233	5.03731	4.26789	5.20021	3.60901	6.83898	7.4648	4.7744	1.31546
ENSG00000183309.12	ZNF623	8.17014	7.27445	6.20828	10.0229	10.2605	10.701	11.3933	3.8078	5.27633	5.0109	16.6073	12.386	5.39517	7.56292	4.12879	5.50718	5.99389	3.92909	5.28139	3.82668	7.67026	15.0618	12.1554	10.4541	13.9284	10.4097	7.81642	6.09614	5.82553	9.02164	9.59725	7.43914	9.63529	11.816	3.6685	2.7725	3.39236	5.97203	3.47942	3.36855	2.54993	8.31423	8.60818	8.03454	3.81703	12.3585	13.4679	3.24006	3.0392	4.19139	2.708	8.682	9.54146	9.06719	9.68036	9.09689	15.4582	8.05217	9.99834	6.1496	5.71616	4.08481	6.1583	10.6559	9.69548	14.6882	10.7533	1.93518
ENSG00000170619.10	COMMD5	18.4174	16.5992	18.746	22.1718	20.9845	18.0096	17.591	9.51923	11.2421	8.92177	22.0913	21.3678	11.84	13.4509	9.92016	11.6993	8.9159	7.94029	14.2683	10.5055	17.829	22.8977	21.5584	17.7709	24.0424	16.2442	14.0431	15.8239	10.1847	15.5331	17.8941	16.0336	17.1375	21.883	8.72116	6.66491	10.1551	15.5644	8.61812	10.7553	12.3077	21.1466	20.3509	14.3956	8.22886	21.3981	17.3575	6.19245	7.36329	14.6089	7.53665	19.6709	20.2335	16.3806	17.7162	15.1843	21.3488	17.8919	24.2428	12.7316	13.6033	11.1075	17.771	15.7977	23.2364	21.9331	17.1237	10.8996
ENSG00000170122.6	FOXD4	0.210252	0.30437	0.465501	0.348916	0.494473	0.373331	0.349224	0.491317	0.740858	0.65761	4.25072	3.48837	0.714988	0.812869	0.538427	0.794139	0.710134	0.542859	0.311443	0.359017	0.262458	0.241737	0.099864	0.544656	0.705767	0.339803	0.269023	0.339549	0.334809	0.408602	0.509172	0.26194	0.580602	0.697193	0.120474	0.0715445	0.435571	0.712398	0.127972	0.118782	0.063433	0.78286	0.460896	0.1802	0.1587	0.504719	0.359403	0.255323	0.299697	0.384173	0.298111	0.86427	0.630878	0.177049	0.161622	0.280903	0.406128	0.32432	0.652371	0.3152	0.397865	0.351841	0.458695	2.26039	0.389725	0.707865	0.439014	0.054295
ENSG00000205808.7	PLPP6	6.99638	5.55206	10.7336	8.42679	8.34891	5.84323	9.07996	3.36624	4.41238	4.53053	19.9322	19.007	6.06729	7.16903	3.97171	4.81723	4.53783	3.7145	6.05014	4.09751	7.91861	10.7948	12.1606	10.1517	9.59613	6.38201	10.0176	15.1295	16.3854	7.84831	6.58635	11.4669	6.86654	8.9129	2.33843	1.65824	4.05145	6.90234	10.5189	16.1953	15.7281	15.3481	7.28465	12.4159	1.47142	7.54463	6.84755	11.8576	13.443	11.3824	12.3469	9.61792	16.5353	12.5166	14.5816	17.241	34.0917	21.1476	11.749	14.2197	16.3404	17.0414	5.39483	13.5867	10.6935	9.17142	10.675	1.89833
ENSG00000155876.6	RRAGA	147.597	122.549	112.344	186.061	150.797	177.997	139.513	68.9921	87.1637	90.0733	162.843	137.453	109.608	145.068	74.2016	110.438	103.102	74.5411	98.8331	72.6862	136.261	230.207	83.4074	117.267	172.599	135.485	87.5306	88.6437	52.7682	125.4	151.997	94.0362	153.787	181.429	70.4877	56.9213	50.4889	76.506	44.0846	54.0916	63.9051	110.65	113.55	84.2396	97.9564	153.341	139.576	31.5039	29.5843	85.0784	36.6342	133.722	95.953	113.037	126.426	92.5594	109.791	99.8442	98.9671	65.2427	72.8929	46.9353	131.67	96.1208	119.189	195.006	113.295	55.115
ENSG00000171855.7	IFNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177047.7	IFNW1	0	0	0.025664	0	0	0	0	0.045603	0.078277	0.047895	0.104744	0.10679	0.113646	0.117034	0.049305	0.1074	0.067459	0.0508465	0.039009	0.052981	0	0	0.046398	0	0	0	0	0	0	0.037668	0	0	0	0	0	0	0	0	0	0	0	0.0454095	0	0	0	0	0	0	0	0.026569	0	0.023922	0	0	0	0	0.093523	0	0	0	0	0	0	0.287201	0	0	0	0
ENSG00000137080.4	IFNA21	0	0	0	0	0	0	0	0.048213	0.11463	0.123307	0.677116	0.701269	0.193363	0.245531	0.060735	0.26437	0.183521	0.0934475	0.049935	0.081112	0	0	0	0.0147125	0	0.026153	0	0	0	0.072689	0	0	0.032428	0	0	0	0	0	0	0	0	0.174921	0	0	0	0	0	0	0	0.145543	0	0.054725	0	0	0	0.044534	0.217788	0	0	0	0	0	0	0.075666	0	0	0	0
ENSG00000236637.4	IFNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214042.1	IFNA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186803.3	IFNA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147885.4	IFNA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234829.4	IFNA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228083.3	IFNA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109582	0	0	0	0	0	0	0	0	0	0	0	0.063564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147873.6	IFNA5	0.0677815	0	0.043947	0.094613	0.089843	0.108128	0	0	0	0	0.107095	0.104098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074424	0	0.022897	0	0.080702	0.075628	0	0.073573	0	0	0	0	0	0	0.031963	0	0.089296	0.09624	0	0	0.179431	0	0	0	0	0	0.048252	0	0	0	0.059366	0.224747	0.078385	0.070375	0	0.049562	0	0	0	0	0.082541	0	0
ENSG00000198642.7	KLHL9	17.396	15.1914	11.438	17.8769	18.1373	16.4593	15.8117	6.73542	8.07108	6.59865	19.7655	15.8282	7.32039	10.6495	6.46997	10.715	6.82737	5.71184	11.8853	7.90576	16.9109	38.1845	32.7347	16.8359	20.9032	14.9258	13.5388	12.2082	10.3909	10.8992	13.4114	11.5277	13.7452	20.9072	5.72625	4.58415	6.72948	11.4174	5.77117	5.24985	4.97938	16.2426	15.4478	15.5132	3.62047	21.476	21.7705	6.17191	6.31718	9.28492	5.98249	11.4191	16.4544	10.1214	10.913	14.3181	18.0262	12.916	16.2343	11.5643	10.0909	7.88471	9.6774	10.5184	18.3591	22.7645	16.3657	3.48325
ENSG00000120235.4	IFNA6	0	0	0	0	0	0	0	0.190249	0.065705	0.29658	0.059019	0.069581	0.166925	0.127045	0.226433	0.095267	0.126375	0.306132	0.145523	0.155266	0	0	0.374989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126411	0	0	0	0	0.062986	0	0	0	0
