ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_21_P0014600	7.52e-01	4.57e-01	-0.756191	-5.755551	-0.3858035	XR_110482	LOC100506051
A_24_P280113	7.52e-01	4.57e-01	0.7561817	-5.755558	0.11350976	NM_001560	IL13RA1
A_21_P0007919	7.52e-01	4.57e-01	-0.756158	-5.755575	-0.06885294		XLOC_010286
A_21_P0014897	7.52e-01	4.57e-01	-0.7561301	-5.755596	-0.39114128	XR_132887	LOC100652947
A_21_P0012421	7.52e-01	4.57e-01	-0.7561236	-5.7556	-0.34610948		XLOC_l2_010056
A_23_P116037	7.52e-01	4.57e-01	-0.7561191	-5.755604	-0.39493579	NM_003273	TM7SF2
A_21_P0010156	7.52e-01	4.57e-01	0.7560978	-5.755619	0.24774389	BI018873	XLOC_013905
A_33_P3371810	7.52e-01	4.57e-01	0.7560852	-5.755628	0.15612957	X58330	
A_21_P0003419	7.52e-01	4.57e-01	-0.7560601	-5.755646	-0.27415038	BC040914	XLOC_003738
A_33_P3334625	7.52e-01	4.57e-01	-0.7560327	-5.755666	-0.2968825	AK123321	FLJ41327
A_33_P3246598	7.52e-01	4.57e-01	0.7559797	-5.755705	0.18073345	NM_001010906	C8orf80
A_23_P216429	7.52e-01	4.57e-01	-0.7559607	-5.755718	-0.09861951	NM_017680	ASPN
A_33_P3328410	7.52e-01	4.57e-01	-0.755894	-5.755767	-0.42827539	BU164353	
A_21_P0005037	7.52e-01	4.57e-01	-0.7557629	-5.755862	-0.36303247	XR_108612	LOC100506867
A_23_P206759	7.52e-01	4.57e-01	0.7557218	-5.755892	0.23244954	NM_014761	IST1
A_33_P3390284	7.52e-01	4.57e-01	-0.7557187	-5.755894	-0.2763874	NM_001166600	FAM122B
A_21_P0008923	7.52e-01	4.57e-01	0.7557096	-5.755901	0.25592835		XLOC_011697
A_21_P0010548	7.52e-01	4.57e-01	0.7557078	-5.755902	0.3195874	BM920733	XLOC_l2_000357
A_21_P0003001	7.52e-01	4.57e-01	0.7556703	-5.755929	0.47488591		XLOC_002733
A_23_P12140	7.52e-01	4.57e-01	0.7556531	-5.755942	0.13243301	NM_000969	RPL5
A_23_P217054	7.52e-01	4.57e-01	-0.7556502	-5.755944	-0.10411434	NM_024345	DCAF10
A_21_P0012007	7.52e-01	4.57e-01	0.7556501	-5.755944	0.27360632		XLOC_l2_007371
A_33_P3209361	7.52e-01	4.57e-01	0.7556451	-5.755947	0.19497764	NR_027335	LOC100130015
A_33_P3279610	7.52e-01	4.58e-01	0.7556359	-5.755954	0.43215504	NM_005205	COX6A2
A_21_P0006131	7.52e-01	4.58e-01	0.7556096	-5.755973	0.09896409		XLOC_007304
A_23_P419503	7.52e-01	4.58e-01	0.7555868	-5.75599	0.40790655	NM_001080457	LRRC4B
A_33_P3290739	7.52e-01	4.58e-01	0.7554086	-5.756119	0.27575056	D13071	
A_32_P177040	7.52e-01	4.58e-01	0.7553853	-5.756136	0.37643837	NM_001099435	SPDYE5
A_33_P3318611	7.52e-01	4.58e-01	0.7553624	-5.756152	0.3186728	AK128825	LOC100131907
A_23_P212854	7.52e-01	4.58e-01	0.755253	-5.756232	0.26399546	NM_002100	GYPB
A_21_P0006808	7.52e-01	4.58e-01	-0.7552319	-5.756247	-0.47993545		XLOC_008337
A_21_P0014434	7.52e-01	4.58e-01	-0.7551247	-5.756325	-0.27251134	XR_109768	LOC100506901
A_33_P3226825	7.52e-01	4.58e-01	0.7550883	-5.756351	0.165134	NM_080864	RLN3
A_23_P432360	7.52e-01	4.58e-01	-0.7550879	-5.756351	-0.20464442	NM_000303	PMM2
A_33_P3344334	7.52e-01	4.58e-01	0.7550746	-5.756361	0.16073372	NM_172376	KCNH5
A_21_P0014229	7.52e-01	4.58e-01	0.7550746	-5.756361	0.37179146	XR_108947	LOC100505986
A_23_P416711	7.52e-01	4.58e-01	0.7550322	-5.756392	0.2273624	NM_152996	ST6GALNAC3
A_33_P3213695	7.52e-01	4.58e-01	-0.7550119	-5.756406	-0.31729034	NM_001079670	CAB39L
A_33_P3234635	7.52e-01	4.58e-01	0.754962	-5.756442	0.09973872	NM_178493	NOTUM
A_24_P161813	7.52e-01	4.58e-01	0.754909	-5.756481	0.30174075	NR_024380	LOC441666
A_21_P0013960	7.52e-01	4.58e-01	0.7548182	-5.756547	0.35322608	XM_003118581	LOC100507508
A_33_P3780505	7.52e-01	4.58e-01	0.7547477	-5.756598	0.0870311	NR_003658	MT1DP
A_19_P00317822	7.52e-01	4.58e-01	-0.7546914	-5.756638	-0.12675477		XLOC_006486
A_33_P3343616	7.52e-01	4.58e-01	-0.7546895	-5.75664	-0.24557441	AK160370	PHF12
A_33_P3404189	7.52e-01	4.58e-01	0.7546664	-5.756656	0.14652939	NM_032450	HEATR7A
A_21_P0005490	7.52e-01	4.58e-01	0.7545919	-5.75671	0.31519301		XLOC_006411
A_33_P3349424	7.52e-01	4.58e-01	-0.7545819	-5.756718	-0.09835824	NR_027433	LOC440925
A_33_P3390017	7.52e-01	4.58e-01	-0.7545612	-5.756733	-0.22135287	NM_207445	C15orf54
A_33_P3258117	7.52e-01	4.58e-01	0.7545552	-5.756737	0.39585415	NM_018063	HELLS
A_23_P14302	7.52e-01	4.58e-01	0.7545262	-5.756758	0.21500856	NR_026779	LINC00341
A_21_P0001185	7.52e-01	4.58e-01	0.7544781	-5.756793	0.12274492	CF454975	XLOC_001070
A_21_P0009169	7.52e-01	4.58e-01	-0.7542614	-5.75695	-0.11415323	XR_109398	XLOC_012227
A_23_P90296	7.52e-01	4.58e-01	0.7541953	-5.756997	0.16128195	NM_004714	DYRK1B
A_33_P3474859	7.52e-01	4.58e-01	0.7541226	-5.75705	0.30490908	BC110369	LOC203274
A_23_P123563	7.52e-01	4.58e-01	-0.7540352	-5.757113	-0.1174599	NM_001010	RPS6
A_33_P3297297	7.52e-01	4.58e-01	0.7540101	-5.757131	0.2114119		
A_21_P0011780	7.53e-01	4.59e-01	0.7539209	-5.757196	0.5344582	BQ049787	XLOC_l2_007034
A_33_P3415086	7.53e-01	4.59e-01	-0.7537763	-5.757301	-0.27505271		
A_23_P339117	7.53e-01	4.59e-01	0.7536774	-5.757372	0.10166077	NM_173688	NKAIN3
A_21_P0005339	7.53e-01	4.59e-01	0.7536197	-5.757414	0.07427289	DB048756	XLOC_006652
A_33_P3260106	7.53e-01	4.59e-01	-0.7535406	-5.757471	-0.35957373		
A_33_P3732466	7.53e-01	4.59e-01	-0.7534937	-5.757505	-0.46291621	AL359570	DKFZp547G183
A_21_P0013262	7.53e-01	4.59e-01	0.7534825	-5.757513	0.16987349		XLOC_l2_013554
A_21_P0008287	7.53e-01	4.59e-01	0.753466	-5.757525	0.08635507	DB044321	XLOC_010927
A_33_P3287690	7.53e-01	4.59e-01	-0.7534556	-5.757533	-0.34548984	AK129966	CNOT2
A_21_P0011249	7.53e-01	4.59e-01	-0.7534387	-5.757545	-0.08870206		XLOC_l2_004208
A_23_P26905	7.53e-01	4.59e-01	-0.7534171	-5.75756	-0.27975282	NM_007215	POLG2
A_23_P102000	7.53e-01	4.59e-01	0.7533798	-5.757587	0.27347439	NM_001008540	CXCR4
A_23_P20139	7.53e-01	4.59e-01	0.7533506	-5.757608	0.13768822	NM_016943	TAS2R3
A_21_P0012569	7.53e-01	4.59e-01	-0.7533383	-5.757617	-0.2679044		XLOC_l2_010568
A_32_P213624	7.53e-01	4.59e-01	0.7533191	-5.757631	0.13804886	NM_001130841	RTCD1
A_23_P365614	7.53e-01	4.59e-01	0.7531673	-5.757741	0.40164865	NM_004557	NOTCH4
A_24_P48177	7.53e-01	4.59e-01	-0.7531127	-5.75778	-0.24107342	NM_006927	ST3GAL2
A_21_P0005111	7.53e-01	4.59e-01	0.7530965	-5.757792	0.17250337		XLOC_005208
A_23_P13486	7.53e-01	4.59e-01	-0.7530848	-5.757801	-0.14054699	NM_020643	C11orf16
A_33_P3239228	7.53e-01	4.59e-01	0.7530365	-5.757835	0.25244732	XM_003403552	
A_21_P0011460	7.53e-01	4.59e-01	0.7528909	-5.757941	0.29060162		XLOC_l2_005428
A_21_P0000037	7.53e-01	4.59e-01	-0.7527902	-5.758013	-0.35752861	NM_001163391	ZSCAN12
A_23_P50039	7.53e-01	4.59e-01	0.7527224	-5.758062	0.41454972	NM_005913	MC5R
A_21_P0014289	7.53e-01	4.59e-01	-0.7527196	-5.758064	-0.2943101	XR_109157	LOC100505533
A_33_P3290714	7.53e-01	4.59e-01	-0.752639	-5.758123	-0.50918973	NM_001077188	HS6ST2
A_21_P0014036	7.53e-01	4.59e-01	0.7526167	-5.758139	0.28763046	XM_003403648	C12orf28
A_23_P203900	7.53e-01	4.59e-01	0.752607	-5.758146	0.17902224	NM_005505	SCARB1
A_33_P3460460	7.53e-01	4.59e-01	0.7525505	-5.758187	0.56619983	BC008289	MGC20647
A_33_P3343577	7.53e-01	4.59e-01	0.7525482	-5.758188	0.36832152	AB305952	
A_21_P0001417	7.53e-01	4.59e-01	0.7523778	-5.758311	0.31426919		XLOC_000555
A_33_P3214119	7.53e-01	4.59e-01	-0.7523385	-5.75834	-0.36568231	AK311414	NPEPPS
A_21_P0013786	7.53e-01	4.59e-01	0.7523049	-5.758364	0.46155109	BC028039	XLOC_l2_015590
A_23_P140342	7.53e-01	4.59e-01	-0.7522644	-5.758393	-0.15346213	NM_032135	FSCB
A_23_P1956	7.53e-01	4.59e-01	0.7522505	-5.758403	0.1123767	NM_001080501	TMEM223
A_21_P0006891	7.53e-01	4.60e-01	-0.7522159	-5.758428	-0.32802787	CD049591	XLOC_008552
A_21_P0009631	7.53e-01	4.60e-01	-0.7520493	-5.758548	-0.52470479		XLOC_012851
A_21_P0010193	7.53e-01	4.60e-01	0.7520055	-5.75858	0.4380778		XLOC_014036
A_23_P130815	7.53e-01	4.60e-01	0.7519223	-5.75864	0.4776346	NM_012312	KIR2DS2
A_21_P0005810	7.53e-01	4.60e-01	-0.7518946	-5.75866	-0.24513762		XLOC_007035
A_24_P72394	7.53e-01	4.60e-01	-0.751852	-5.758691	-0.25503079	NM_021163	RBAK
A_24_P287189	7.53e-01	4.60e-01	-0.7518283	-5.758708	-0.12545995	NM_019009	TOLLIP
A_21_P0002323	7.53e-01	4.60e-01	-0.7517837	-5.75874	-0.06660178		XLOC_001772
A_23_P44760	7.53e-01	4.60e-01	0.751728	-5.75878	0.23928413	NM_014159	SETD2
A_23_P67992	7.53e-01	4.60e-01	-0.7516997	-5.758801	-0.16259886	NM_006333	C1D
A_24_P397817	7.54e-01	4.60e-01	0.7516306	-5.75885	0.60484166	NM_000230	LEP
A_33_P3418321	7.54e-01	4.60e-01	0.7515464	-5.758911	0.30562119		
A_33_P3332999	7.54e-01	4.60e-01	-0.7514784	-5.75896	-0.46440476		
A_33_P3285764	7.54e-01	4.60e-01	0.7514483	-5.758982	0.30173171		EPHB1
A_33_P3220445	7.54e-01	4.60e-01	0.7513821	-5.75903	0.12642758	NM_001001419	SMAD5
A_19_P00807665	7.54e-01	4.60e-01	0.751097	-5.759235	0.2463565	NR_045196	LOC100505806
A_23_P121120	7.54e-01	4.60e-01	-0.7510876	-5.759242	-0.21252103	NM_023915	GPR87
A_21_P0012858	7.54e-01	4.60e-01	0.751016	-5.759294	0.28035361		XLOC_l2_011803
A_33_P3261595	7.54e-01	4.60e-01	0.7509719	-5.759325	0.11801574	NM_001004441	ANKRD34B
A_21_P0000167	7.54e-01	4.60e-01	0.7507977	-5.759451	0.15103837	NM_001206571	SORCS1
A_33_P3400688	7.54e-01	4.60e-01	0.7507254	-5.759503	0.41723158	NM_205850	SLC24A5
A_33_P3236628	7.54e-01	4.60e-01	-0.7506735	-5.75954	-0.37840719	AL833143	BCKDHA
A_23_P53866	7.54e-01	4.60e-01	-0.7506693	-5.759543	-0.16585291	NM_020751	COG6
A_21_P0000705	7.54e-01	4.60e-01	0.7506364	-5.759567	0.37667874	NR_037901	ARHGEF26-AS1
A_32_P148824	7.54e-01	4.60e-01	-0.7506272	-5.759574	-0.14430721	NM_017847	C1orf27
A_21_P0002537	7.54e-01	4.60e-01	-0.7506213	-5.759578	-0.24668365		XLOC_002477
A_21_P0009273	7.54e-01	4.61e-01	0.7504948	-5.759669	0.31734967		XLOC_012308
A_21_P0003412	7.54e-01	4.61e-01	-0.7504513	-5.759701	-0.18097683	BG476562	XLOC_003723
A_23_P92499	7.54e-01	4.61e-01	0.7503983	-5.759739	0.31482445	NM_003264	TLR2
A_33_P3237664	7.54e-01	4.61e-01	-0.7503811	-5.759751	-0.36758272	AK122588	HDAC7
A_23_P118158	7.54e-01	4.61e-01	-0.7503583	-5.759768	-0.66761081	NM_006043	HS3ST2
A_24_P219474	7.54e-01	4.61e-01	0.7503304	-5.759788	0.25558811	NM_144677	MGAT5B
A_21_P0011684	7.54e-01	4.61e-01	-0.7503225	-5.759793	-0.38010731		XLOC_l2_006665
A_33_P3306113	7.54e-01	4.61e-01	0.75029	-5.759817	0.18517652	NM_023007	JMJD4
A_23_P64661	7.54e-01	4.61e-01	-0.7502406	-5.759852	-0.18198649	NM_032496	ARHGAP9
A_23_P357881	7.54e-01	4.61e-01	0.7502331	-5.759858	0.28480158	NM_172102	CD8B
A_23_P218158	7.54e-01	4.61e-01	-0.7502156	-5.75987	-0.18071262	NM_032560	SMEK1
A_21_P0004347	7.54e-01	4.61e-01	-0.7502045	-5.759878	-0.39613125		XLOC_004691
A_33_P3319625	7.54e-01	4.61e-01	-0.7501947	-5.759885	-0.20611117	NM_001134673	NFIA
A_33_P3289128	7.54e-01	4.61e-01	-0.7501875	-5.759891	-0.20683605	NM_001137601	ZBTB42
A_33_P3402257	7.54e-01	4.61e-01	0.7501757	-5.759899	0.33499646	XM_001715696	MS4A18
A_23_P143120	7.54e-01	4.61e-01	-0.7501429	-5.759923	-0.11138895	NM_003183	ADAM17
A_23_P415791	7.54e-01	4.61e-01	0.7500487	-5.75999	0.12754086	NM_020721	KIAA1210
A_21_P0010036	7.54e-01	4.61e-01	0.7500451	-5.759993	0.31804141		XLOC_013739
A_23_P146058	7.54e-01	4.61e-01	0.7500189	-5.760012	0.12234857	NM_001695	ATP6V1C1
A_21_P0001006	7.54e-01	4.61e-01	0.7500068	-5.760021	0.42480003	DB049699	XLOC_000364
A_33_P3361457	7.54e-01	4.61e-01	0.7499217	-5.760082	0.16381126	NM_000874	IFNAR2
A_19_P00810274	7.54e-01	4.61e-01	0.7497914	-5.760176	0.29230335	BC038195	Q9BQU3
A_23_P90311	7.54e-01	4.61e-01	-0.7496755	-5.760259	-0.20033682	NM_182919	TICAM1
A_21_P0012362	7.54e-01	4.61e-01	0.7496727	-5.760261	0.19123864		XLOC_l2_009613
A_24_P185945	7.54e-01	4.61e-01	0.7496602	-5.76027	0.17322196	NM_002362	MAGEA4
A_21_P0001207	7.54e-01	4.61e-01	0.749648	-5.760279	0.17779566	XR_132474	LOC100652834
A_21_P0011176	7.54e-01	4.61e-01	0.7496474	-5.760279	0.26555238		XLOC_l2_003897
A_21_P0009569	7.54e-01	4.61e-01	0.7496304	-5.760291	0.34754215		XLOC_012868
A_33_P3401179	7.54e-01	4.61e-01	0.7496258	-5.760295	0.28603184		
A_21_P0007390	7.54e-01	4.61e-01	0.7496236	-5.760296	0.1159655		XLOC_009535
A_23_P15603	7.54e-01	4.61e-01	-0.7495996	-5.760314	-0.17822515	NM_024864	MRM1
A_21_P0010170	7.54e-01	4.61e-01	0.7495755	-5.760331	0.21699441	AB073349	XLOC_013985
A_33_P3269924	7.54e-01	4.61e-01	0.749361	-5.760485	0.38506415	AK090537	HIP1R
A_23_P132237	7.54e-01	4.61e-01	0.7493387	-5.760501	0.3482132	NM_015370	C22orf31
A_33_P3802969	7.54e-01	4.61e-01	0.7493332	-5.760505	0.21367938	NR_027114	LOC285740
A_33_P3212360	7.54e-01	4.61e-01	0.7492979	-5.760531	0.25179801		
A_23_P352870	7.54e-01	4.61e-01	-0.7492803	-5.760543	-0.39889047	NM_002856	PVRL2
A_32_P50734	7.54e-01	4.61e-01	0.7492333	-5.760577	0.09874643	BU854292	
A_23_P92885	7.54e-01	4.61e-01	0.7492174	-5.760589	0.2178716	NM_173488	SLCO6A1
A_23_P74205	7.54e-01	4.61e-01	0.7492147	-5.760591	0.20975809	AF090941	
A_32_P40596	7.54e-01	4.61e-01	0.7491659	-5.760626	0.2931565	NM_001204269	KCNA2
A_21_P0001213	7.54e-01	4.61e-01	0.7491405	-5.760644	0.29022165		XLOC_001147
A_21_P0005700	7.54e-01	4.61e-01	0.7490727	-5.760693	0.10555166		XLOC_006810
A_33_P3405429	7.54e-01	4.61e-01	-0.749072	-5.760693	-0.24895684	AK125833	VWA5B1
A_23_P385790	7.54e-01	4.61e-01	0.7490487	-5.76071	0.25087277	NM_174901	FAM9C
A_23_P150693	7.54e-01	4.61e-01	-0.7490339	-5.760721	-0.16647218	NM_014344	FJX1
A_21_P0009882	7.54e-01	4.61e-01	-0.7490229	-5.760728	-0.27267252		XLOC_013654
A_21_P0012941	7.54e-01	4.62e-01	0.7488361	-5.760863	0.09807819		XLOC_l2_011579
A_33_P3227666	7.54e-01	4.62e-01	-0.748781	-5.760902	-0.11247783	NM_018046	AGGF1
A_21_P0007379	7.54e-01	4.62e-01	0.7486766	-5.760977	0.13910515	AY726583	XLOC_009515
A_21_P0001803	7.54e-01	4.62e-01	-0.7486455	-5.761	-0.36460943	AF279775	XLOC_002523
A_24_P381555	7.55e-01	4.62e-01	-0.74859	-5.76104	-0.26828182	NM_005870	SAP18
A_21_P0012325	7.55e-01	4.62e-01	0.748548	-5.76107	0.22627614	BU584029	XLOC_l2_009405
A_21_P0005251	7.55e-01	4.62e-01	0.7485027	-5.761102	0.34403801	BC061919	XLOC_006195
A_32_P223189	7.55e-01	4.62e-01	0.7484786	-5.76112	0.3475518	NR_002190	SUMO1P3
A_33_P3276856	7.55e-01	4.62e-01	0.7483524	-5.76121	0.42407982	NM_001198542	HYDIN
A_21_P0009741	7.55e-01	4.62e-01	-0.7483523	-5.76121	-0.31391887		XLOC_013240
A_33_P3234402	7.55e-01	4.62e-01	0.7483378	-5.761221	0.37470184		
A_21_P0000271	7.55e-01	4.62e-01	0.748315	-5.761237	0.2204152	NR_002588	SNORA4
A_23_P49657	7.55e-01	4.62e-01	-0.7482146	-5.761309	-0.22644995	NM_005963	MYH1
A_33_P3263629	7.55e-01	4.62e-01	0.7481911	-5.761326	0.38285256		
A_33_P3392802	7.55e-01	4.62e-01	-0.7481734	-5.761339	-0.32451364		TAF1B
A_19_P00807053	7.55e-01	4.62e-01	-0.7480989	-5.761392	-0.18197437	XR_110219	LOC100506411
A_21_P0012611	7.55e-01	4.62e-01	-0.7480985	-5.761393	-0.32637059		XLOC_l2_010831
A_21_P0009563	7.55e-01	4.62e-01	0.7480775	-5.761408	0.18122605		XLOC_012858
A_23_P133739	7.55e-01	4.62e-01	0.7479464	-5.761502	0.74881652	NM_148959	HUS1B
A_33_P3250356	7.55e-01	4.62e-01	0.7478145	-5.761597	0.21461705	NM_001162530	SH3D21
A_24_P255218	7.55e-01	4.62e-01	0.7477597	-5.761636	0.22328015	NM_000259	MYO5A
A_21_P0007138	7.55e-01	4.62e-01	-0.7477497	-5.761643	-0.15671567	BX092271	XLOC_009024
A_33_P3351189	7.55e-01	4.62e-01	-0.7476479	-5.761716	-0.25416887		
A_33_P3397433	7.55e-01	4.62e-01	0.7475489	-5.761787	0.26519802		
A_33_P3265679	7.55e-01	4.62e-01	0.7474813	-5.761836	0.16210486	XR_112616	LOC389199
A_33_P3292812	7.55e-01	4.62e-01	-0.7474728	-5.761842	-0.20626569	NM_017972	C14orf118
A_21_P0000364	7.55e-01	4.62e-01	0.7474452	-5.761862	0.35624989	NR_003029	SNORD9
A_21_P0008387	7.55e-01	4.62e-01	0.7474355	-5.761869	0.30729106		XLOC_010931
A_23_P57020	7.55e-01	4.62e-01	0.7473539	-5.761927	0.12593822	NM_001008901	GTSF1L
A_33_P3253264	7.55e-01	4.62e-01	0.7473128	-5.761957	0.25351347	NM_005341	ZBTB48
A_33_P3400700	7.55e-01	4.62e-01	-0.7472889	-5.761974	-0.13320715	NM_206885	SLC26A5
A_24_P417352	7.55e-01	4.62e-01	0.7472851	-5.761977	0.44952685	BX161420	
A_33_P3249314	7.55e-01	4.62e-01	0.7472744	-5.761984	0.27331354	NR_003934	LOC729156
A_23_P113523	7.55e-01	4.62e-01	-0.7472435	-5.762006	-0.21857928	NM_012227	GTPBP6
A_21_P0011041	7.55e-01	4.62e-01	0.7472372	-5.762011	0.16479561		XLOC_l2_002910
A_32_P150391	7.55e-01	4.62e-01	-0.7472124	-5.762029	-0.30365479	NM_001105520	C17orf100
A_21_P0014548	7.55e-01	4.62e-01	-0.7472055	-5.762034	-0.1410973	XR_110275	LOC100506092
A_21_P0008468	7.55e-01	4.62e-01	0.7471745	-5.762056	0.41275147		XLOC_011090
A_21_P0009626	7.55e-01	4.63e-01	-0.7471258	-5.762091	-0.14130547		XLOC_012798
A_33_P3305373	7.55e-01	4.63e-01	-0.7471201	-5.762095	-0.20641366	NM_001002907	OR8K1
A_33_P3348224	7.55e-01	4.63e-01	0.7469822	-5.762194	0.25060199	NM_001193336	SEC14L6
A_24_P187086	7.55e-01	4.63e-01	0.7469693	-5.762203	0.09841983		
A_32_P189790	7.55e-01	4.63e-01	0.7469593	-5.76221	0.18788839	NR_027134	DKFZp779M0652
A_23_P117261	7.55e-01	4.63e-01	0.7469448	-5.762221	0.1568312	NM_130806	RXFP2
A_21_P0008371	7.55e-01	4.63e-01	0.7466821	-5.762409	0.09801131		XLOC_010897
A_33_P3232871	7.55e-01	4.63e-01	-0.7466264	-5.762449	-0.35860664	NM_001167670	TMEM239
A_33_P3349843	7.55e-01	4.63e-01	0.7465792	-5.762483	0.24921558		MGAT1
A_23_P31085	7.55e-01	4.63e-01	-0.7465731	-5.762487	-0.10791637	NM_015439	CCDC28A
A_21_P0003456	7.55e-01	4.63e-01	0.7464616	-5.762567	0.07324416		XLOC_003915
A_21_P0006492	7.55e-01	4.63e-01	0.7464325	-5.762588	0.24664602		XLOC_007963
A_24_P119577	7.55e-01	4.63e-01	-0.7464245	-5.762594	-0.17355932	NM_001048183	PHACTR4
A_23_P70843	7.55e-01	4.63e-01	0.7464165	-5.762599	0.22017744	NM_199186	BPGM
A_33_P3376821	7.55e-01	4.63e-01	0.7464105	-5.762604	0.49322556	NM_006144	GZMA
A_21_P0004688	7.55e-01	4.63e-01	0.7464047	-5.762608	0.120432		XLOC_005470
A_21_P0005809	7.55e-01	4.63e-01	-0.7463556	-5.762643	-0.30684074	BC043205	C8orf50
A_21_P0010089	7.55e-01	4.63e-01	0.7463112	-5.762675	0.13491336		XLOC_013544
A_33_P3379136	7.55e-01	4.63e-01	-0.746299	-5.762683	-0.29842692		
A_21_P0014052	7.55e-01	4.63e-01	-0.7462204	-5.76274	-0.30283297	XM_294675	LOC338667
A_21_P0011161	7.55e-01	4.63e-01	0.7461807	-5.762768	0.10949692		XLOC_l2_003843
A_33_P3379881	7.55e-01	4.63e-01	-0.7461781	-5.76277	-0.32873252	XM_003403454	
A_21_P0008697	7.55e-01	4.63e-01	0.7461666	-5.762778	0.25188557		XLOC_011384
A_33_P3363854	7.55e-01	4.63e-01	-0.7460652	-5.762851	-0.20880923	AB529251	
A_33_P3297050	7.55e-01	4.63e-01	-0.7460534	-5.762859	-0.13183353	NM_033087	ALG2
A_23_P214080	7.55e-01	4.63e-01	0.7458039	-5.763038	0.4511329	NM_001964	EGR1
A_21_P0005180	7.55e-01	4.63e-01	0.7457951	-5.763044	0.08833318		XLOC_005902
A_21_P0004081	7.55e-01	4.63e-01	0.745795	-5.763044	0.38085861	DB054543	XLOC_004674
A_33_P3276630	7.56e-01	4.63e-01	-0.7455603	-5.763212	-0.28379017	BC054892	DYNLRB2
A_23_P33720	7.56e-01	4.63e-01	-0.7455537	-5.763217	-0.13656873	NM_006567	FARS2
A_33_P3299250	7.56e-01	4.64e-01	0.7454209	-5.763312	0.150552		
A_33_P3325429	7.56e-01	4.64e-01	0.745403	-5.763325	0.25328699	AB306153	
A_33_P3253792	7.56e-01	4.64e-01	0.7453683	-5.76335	0.16499568	XR_109761	
A_21_P0008105	7.56e-01	4.64e-01	-0.7453458	-5.763366	-0.07508537		XLOC_010471
A_23_P157766	7.56e-01	4.64e-01	-0.7452793	-5.763414	-0.38704454	NM_001039395	C9orf68
A_21_P0000062	7.56e-01	4.64e-01	0.7452689	-5.763421	0.3359818	NM_001166242	C22orf39
A_21_P0004980	7.56e-01	4.64e-01	-0.7451902	-5.763477	-0.3360355	BQ012346	XLOC_005566
A_21_P0004168	7.56e-01	4.64e-01	-0.745083	-5.763554	-0.05772312		XLOC_004960
A_24_P235756	7.56e-01	4.64e-01	0.7450755	-5.763559	0.11780423	NM_030774	OR51E2
A_33_P3332492	7.56e-01	4.64e-01	-0.7449931	-5.763618	-0.1618915	NM_145235	FANK1
A_33_P3266873	7.56e-01	4.64e-01	0.7449548	-5.763646	0.15864688	NM_001012241	MSL1
A_23_P167841	7.56e-01	4.64e-01	0.7449444	-5.763653	0.21380794	NM_019842	KCNQ5
A_23_P135219	7.56e-01	4.64e-01	-0.7447951	-5.76376	-0.28013392	NM_005294	GPR21
A_21_P0009383	7.56e-01	4.64e-01	0.7446924	-5.763833	0.15806425		XLOC_012142
A_33_P3269976	7.56e-01	4.64e-01	0.7446627	-5.763855	0.25375313	BG675116	GAL
A_33_P3219010	7.56e-01	4.64e-01	0.7446208	-5.763885	0.36726013	AK299501	PPA2
A_33_P3214204	7.56e-01	4.64e-01	-0.7446031	-5.763897	-0.26498012	CA848822	
A_23_P68401	7.56e-01	4.64e-01	-0.744591	-5.763906	-0.13510257	NM_030877	CTNNBL1
A_23_P368101	7.56e-01	4.64e-01	-0.7445872	-5.763909	-0.15180384	NM_024632	SAP30L
A_21_P0000981	7.56e-01	4.64e-01	0.7444662	-5.763995	0.3883779		XLOC_000230
A_24_P810290	7.56e-01	4.64e-01	-0.7443577	-5.764073	-0.51599888	NM_001030059	PPAPDC1A
A_21_P0009501	7.56e-01	4.64e-01	0.7443561	-5.764074	0.1577823	NR_040034	LOC339298
A_24_P303594	7.56e-01	4.64e-01	-0.7442927	-5.764119	-0.21177945	NM_001040135	ACTR3B
A_21_P0007445	7.56e-01	4.64e-01	-0.7442519	-5.764148	-0.39221764		XLOC_009249
A_33_P3239659	7.56e-01	4.64e-01	-0.7442395	-5.764157	-0.30454778		
A_23_P43369	7.56e-01	4.64e-01	0.7442307	-5.764163	0.13779456	NM_014450	SIT1
A_24_P411121	7.56e-01	4.64e-01	-0.7441471	-5.764223	-0.4143423	NM_148901	TNFRSF18
A_33_P3354291	7.56e-01	4.64e-01	-0.7440953	-5.76426	-0.4344614	XR_109704	KIAA1656
A_33_P3319953	7.56e-01	4.64e-01	0.74405	-5.764293	0.33232528		ATRX
A_21_P0014851	7.56e-01	4.64e-01	0.7440343	-5.764304	0.2557149	XR_132723	LOC100652779
A_21_P0010210	7.56e-01	4.64e-01	-0.7440242	-5.764311	-0.2298746		XLOC_014099
A_33_P3387771	7.56e-01	4.64e-01	-0.74402	-5.764314	-0.18676064	NM_001039590	USP9X
A_23_P74943	7.56e-01	4.64e-01	0.7439456	-5.764367	0.30171538	NM_172362	KCNH1
A_32_P832001	7.56e-01	4.64e-01	-0.7439012	-5.764399	-0.25826532	AF161364	
A_33_P3214785	7.56e-01	4.64e-01	0.7438944	-5.764404	0.19600683	AK094801	LEPROT
A_21_P0014320	7.56e-01	4.64e-01	0.7438924	-5.764405	0.11094131	XR_109264	LOC100506372
