ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_24_P37887	0.486	0.149	1.4913026	-4.990961	0.412353	NM_199243	GPR150
A_33_P3396244	0.486	0.149	1.4912528	-4.991027	0.41997397	NM_000910	NPY2R
A_33_P3282489	0.486	0.149	1.4910383	-4.991313	0.73036517	NM_001097634	GCNT1
A_23_P59613	0.486	0.15	1.4899654	-4.992741	0.32936256	NM_003508	FZD9
A_33_P3379251	0.486	0.15	1.4898331	-4.992917	0.49353077	NM_001105581	LRRC30
A_33_P3330886	0.486	0.15	1.4896092	-4.993215	0.45931084	NM_001005518	OR6C65
A_33_P3309665	0.486	0.15	-1.4895165	-4.993339	-0.50257409	NM_153018	ZFP3
A_32_P227605	0.487	0.15	-1.4880932	-4.995232	-0.79291058	NM_207391	RGS9BP
A_33_P3310154	0.487	0.15	1.487884	-4.99551	0.62929454	NM_001004750	OR51B6
A_23_P3014	0.488	0.151	1.4848286	-4.999569	0.33956602	NM_005615	RNASE6
A_33_P3356910	0.489	0.152	-1.4820907	-5.0032	-0.52291215	NM_001006938	TCEAL6
A_24_P140391	0.489	0.152	-1.481945	-5.003394	-0.23991646	NM_001042616	PIGY
A_23_P147311	0.492	0.154	1.4753177	-5.01216	0.46415429	NM_138289	ACTRT1
A_23_P70566	0.492	0.154	-1.4747249	-5.012943	-0.91236265	NM_022110	FKBPL
A_23_P134340	0.493	0.155	-1.4710153	-5.017834	-0.37965082	NM_022728	NEUROD6
A_33_P3264188	0.494	0.155	1.4702898	-5.01879	0.40949006	NM_001004684	OR2D3
A_33_P3380383	0.494	0.155	-1.4699053	-5.019296	-0.24625245	NM_001099221	TIFAB
A_33_P3229335	0.494	0.155	1.4692576	-5.020149	0.52882381	NM_175055	HIST3H2BB
A_24_P208704	0.495	0.156	-1.4661324	-5.024258	-0.1682155	NM_004391	CYP8B1
A_23_P15798	0.495	0.156	1.4660012	-5.02443	0.31169652	NM_031854	KRTAP4-12
A_23_P419786	0.496	0.157	-1.4619162	-5.02979	-0.40980684	NM_152605	ZNF781
A_24_P143301	0.497	0.158	1.4601851	-5.032058	0.48755398	NM_181337	KAAG1
A_23_P168339	0.498	0.159	1.4562303	-5.03723	0.90374055	NM_002377	MAS1
A_23_P340308	0.498	0.159	-1.4557463	-5.037862	-0.74731372	NM_176888	TAS2R19
A_32_P538180	0.499	0.159	-1.455422	-5.038286	-0.41376054	NM_178422	PAQR7
A_23_P49988	0.499	0.159	1.4543214	-5.039722	0.58836819	NM_033062	KRTAP4-2
A_33_P3390187	0.499	0.16	1.4536249	-5.040631	0.18666327	NM_176677	NHLRC4
A_33_P3305617	0.5	0.16	1.4523744	-5.042262	0.79418358	BC130565	SPTSSB
A_32_P4199	0.504	0.163	1.4407563	-5.057357	0.49359194	NM_173557	RNF152
A_33_P3331437	0.505	0.164	-1.4377582	-5.061236	-0.60937874	NM_014803	ZNF518A
A_33_P3360142	0.505	0.164	-1.4374539	-5.061629	-0.15404698	NM_001004729	OR5AN1
A_24_P76879	0.505	0.164	-1.4372623	-5.061877	-0.26915281	NM_003309	TSPYL1
A_32_P123514	0.506	0.164	1.4358192	-5.063741	0.90535752	NM_001114734	PABPC4L
A_23_P148829	0.506	0.165	1.4346465	-5.065255	0.70417562	NM_080431	ACTRT2
A_33_P3261173	0.507	0.166	-1.4316809	-5.069078	-0.59254725	NM_005479	FRAT1
A_33_P3381077	0.507	0.166	1.4290412	-5.072476	0.4281198	NM_001004474	OR10S1
A_23_P95536	0.507	0.166	1.4286809	-5.07294	0.3152846	NM_014269	ADAM29
A_23_P20275	0.507	0.167	-1.4279067	-5.073935	-0.46803048	NM_024613	PLEKHF2
A_24_P156267	0.507	0.167	-1.4275897	-5.074342	-0.73372988	NM_006943	SOX12
A_33_P3417765	0.508	0.167	1.4267369	-5.075438	0.82651584	NM_152375	KLHDC7A
A_23_P46356	0.508	0.167	1.4267174	-5.075463	0.31648446	NM_024575	TNFAIP8L2
A_33_P3259693	0.508	0.167	1.4258822	-5.076536	0.77591731	NM_001160325	OR6P1
A_24_P224727	0.509	0.168	-1.4247026	-5.07805	-0.67620483	NM_004364	CEBPA
A_23_P26314	0.509	0.168	-1.4229261	-5.080328	-0.55588918	NM_020807	ZNF319
A_24_P366607	0.509	0.168	1.4225822	-5.080768	0.35940484	NM_203451	SERTM1
A_23_P114210	0.51	0.169	-1.4196275	-5.084551	-0.57727898	NM_000307	POU3F4
A_32_P309662	0.511	0.169	1.4186313	-5.085825	0.44680879	NM_176881	TAS2R39
A_33_P3318596	0.511	0.17	-1.4177889	-5.086902	-0.41332511	NM_003419	ZNF345
A_33_P3353996	0.511	0.17	-1.4176585	-5.087069	-0.53427302	NM_001145115	PPP1R3G
A_33_P3302125	0.511	0.17	1.4170226	-5.087881	0.92418296	NM_178428	LCE2A
A_33_P3230090	0.512	0.171	1.4139755	-5.09177	0.26393546	NM_001128619	LUZP6
A_23_P10518	0.512	0.171	-1.4137071	-5.092112	-0.45878367	NM_016521	TFDP3
A_33_P3365072	0.512	0.171	1.4132334	-5.092716	1.0094326	NM_001128600	LCE6A
A_33_P3268910	0.514	0.172	1.4080632	-5.099295	0.46593604		SPRY1
A_33_P3378272	0.514	0.172	1.4078359	-5.099583	0.7291994	AK126462	CLDN4
A_23_P82913	0.514	0.173	-1.4077844	-5.099649	-0.24353898	NM_017956	TRMT12
A_33_P3222129	0.514	0.173	1.4067491	-5.100964	0.43087559	NM_001005853	OR6B2
A_23_P7976	0.515	0.173	-1.4064236	-5.101377	-0.27704358	NM_005321	HIST1H1E
A_33_P3399634	0.515	0.173	1.4063906	-5.101419	0.77385874	NM_001080521	RASSF10
A_33_P3261147	0.515	0.173	-1.4060963	-5.101792	-0.34892766	NM_001004479	OR11H4
A_23_P399217	0.516	0.175	-1.3999197	-5.109616	-0.2242052	NM_153445	OR5P3
A_23_P85188	0.517	0.175	-1.3995631	-5.110067	-0.28237335	NM_022838	ARMCX5
A_33_P3317937	0.518	0.176	1.3965082	-5.113926	0.73707934	NM_181615	KRTAP20-1
A_23_P369899	0.518	0.177	-1.3942469	-5.116777	-0.63956294	NM_015444	TMEM158
A_21_P0000163	0.519	0.177	1.3937489	-5.117405	0.31178073	NM_001205252	RNF223
A_33_P3353030	0.519	0.177	1.3937387	-5.117418	0.54716029	NM_003353	UCN
A_33_P3249160	0.519	0.177	-1.3928909	-5.118485	-0.44632069	NM_001013736	FAM47C
A_33_P3285965	0.52	0.178	-1.390921	-5.120964	-0.1817372	NM_002500	NEUROD1
A_33_P3340649	0.522	0.18	1.3841996	-5.1294	0.40617969	NM_001099219	KRTAP19-8
A_33_P3317508	0.522	0.18	1.3833783	-5.130429	0.41635806	NM_207364	GPR148
A_23_P92650	0.522	0.18	1.3826818	-5.1313	0.70059642	NM_031947	SLC25A2
A_33_P3283420	0.523	0.18	-1.3812002	-5.133154	-0.34236249	NM_203390	RBM12B
A_23_P217277	0.523	0.181	1.3806965	-5.133783	0.23878343	NM_032539	SLITRK2
A_23_P213385	0.523	0.181	1.3804115	-5.13414	0.27093704	NM_006317	BASP1
A_23_P146539	0.523	0.181	1.3793406	-5.135477	0.20838727	NM_002170	IFNA8
A_33_P3223318	0.524	0.182	-1.3776904	-5.137537	-0.22992778	NM_175857	KRTAP8-1
A_23_P202458	0.524	0.182	-1.3770872	-5.13829	-0.43254327	NM_006963	ZNF22
A_33_P3359383	0.527	0.184	1.369424	-5.147825	0.35346693	NM_001004466	OR10H5
A_24_P388662	0.527	0.184	1.3689922	-5.14836	0.37905621	NM_033122	CABS1
A_23_P4179	0.529	0.186	1.3643528	-5.15411	0.22004188	AK000701	LINC00483
A_23_P114164	0.529	0.186	1.3638018	-5.154791	0.24800784	NM_013444	UBQLN2
A_24_P316257	0.529	0.186	-1.3633365	-5.155367	-0.3984107	NM_176677	NHLRC4
A_23_P84047	0.529	0.186	1.3632259	-5.155504	0.38406482	NM_080832	PABPC5
A_33_P3256272	0.53	0.187	1.3614041	-5.157755	0.77288645	NM_198694	KRTAP10-5
A_33_P3293321	0.53	0.187	1.3598576	-5.159665	0.20707325	NM_001005499	OR6C70
A_23_P363365	0.53	0.187	1.3593717	-5.160264	0.57825265	NM_016568	RXFP3
A_24_P912372	0.532	0.188	-1.3557189	-5.164765	-0.62080153	NM_015038	KIAA0754
A_24_P137461	0.532	0.188	1.3554809	-5.165058	0.670696	NM_001080513	CPN2
A_23_P370786	0.533	0.19	-1.3516166	-5.169808	-0.44772634	NM_175911	OR2L13
A_23_P47464	0.533	0.19	1.3514348	-5.170031	0.35818581	NM_001002925	OR5AP2
A_23_P396858	0.533	0.19	1.351175	-5.17035	0.80963262	NM_031866	FZD8
A_33_P3285540	0.534	0.19	-1.3489337	-5.173099	-0.7306198	NM_001130861	CLDN5
A_24_P788878	0.534	0.191	-1.3484912	-5.173641	-0.71255565	NM_001007595	C2CD4B
A_33_P3377439	0.535	0.191	-1.3456364	-5.177136	-0.69665332	NM_001004483	OR13C8
A_23_P19115	0.535	0.192	-1.3452544	-5.177604	-0.38616448	NM_018094	GSPT2
A_33_P3424491	0.535	0.192	1.3448069	-5.178151	0.24030106	NM_152430	OR51E1
A_23_P18913	0.536	0.192	1.3435448	-5.179693	0.49848791	NM_206880	OR2V2
A_32_P481377	0.536	0.192	1.3430863	-5.180253	0.87229796	NM_175858	KRTAP11-1
A_23_P346477	0.537	0.193	1.3407078	-5.183155	0.242328	NM_033187	KRTAP4-3
A_33_P3423375	0.537	0.193	1.3397545	-5.184317	0.576731	NM_001005162	OR52B6
A_19_P00319407	0.537	0.193	-1.3396661	-5.184425	-0.35500236	NM_024534	ERVMER34-1
A_24_P236235	0.537	0.194	-1.3374447	-5.18713	-0.74809473	NM_013231	FLRT2
A_23_P38603	0.537	0.194	1.3372584	-5.187357	0.26089982	NM_032524	KRTAP4-4
A_23_P357284	0.537	0.194	-1.3372058	-5.187421	-0.82009144	NM_005282	GPR4
A_23_P73571	0.538	0.194	-1.3364787	-5.188305	-0.74803206	NM_152423	MUM1L1
A_23_P2077	0.538	0.195	1.3359951	-5.188893	0.64131429	NM_001004702	OR4C3
A_23_P91390	0.538	0.195	-1.3357699	-5.189167	-0.43645911	NM_000361	THBD
A_33_P3416331	0.539	0.195	1.3339769	-5.191345	0.18309956	NM_001010893	SLC10A5
A_23_P61524	0.539	0.195	-1.3333289	-5.192131	-0.32377881	NM_022903	CCDC71
A_33_P3315223	0.539	0.196	1.3325114	-5.193123	0.27519822	NM_006805	HNRNPA0
A_33_P3369969	0.54	0.196	1.3307048	-5.195314	0.33782052	NM_001137675	ATXN1L
A_24_P314585	0.54	0.197	-1.3281116	-5.198453	-0.46682333	NM_181532	ERAS
A_23_P41750	0.541	0.197	-1.3273408	-5.199385	-0.47631513	NM_032567	SPZ1
A_32_P125338	0.541	0.198	1.326584	-5.2003	0.73993245	NM_207334	FAM43B
A_24_P361457	0.542	0.199	1.3234044	-5.204138	0.25466353	NM_173627	ENDOV
A_33_P3210146	0.543	0.199	-1.3223702	-5.205385	-0.42581659	NM_001195571	PRR9
A_33_P3388453	0.543	0.199	1.3212265	-5.206763	0.34353517	NM_001029861	NANOS2
A_23_P2083	0.543	0.2	-1.320644	-5.207464	-0.39290452	NM_020646	ASCL3
A_33_P3350086	0.544	0.2	1.3179256	-5.210734	0.40534872	NM_001004695	OR2T33
A_33_P3253583	0.545	0.201	1.3153252	-5.213856	0.39909394	NM_001005196	OR8B4
A_33_P3253578	0.546	0.202	-1.3124949	-5.217248	-0.51275792	NM_001005468	OR8B2
A_33_P3292196	0.548	0.203	-1.3092814	-5.221092	-0.45521529	NM_032882	PNMA6A
A_23_P253317	0.548	0.203	1.3091161	-5.22129	0.29544865	NM_013308	GPR171
A_33_P3366376	0.548	0.204	1.3076837	-5.223001	0.42993156	NM_001077711	KRTAP27-1
A_33_P3339138	0.549	0.204	1.3058416	-5.225198	0.45865214	NM_203400	RPRML
A_23_P58464	0.549	0.205	1.3048838	-5.22634	0.34756303	NM_018939	PCDHB6
A_21_P0000204	0.55	0.206	1.302544	-5.229126	0.77213054	NM_181620	KRTAP22-1
A_24_P207828	0.55	0.206	1.3014768	-5.230395	1.31216618	NM_014357	LCE2B
A_32_P57854	0.55	0.206	1.2998572	-5.232319	0.15277871	NM_001134693	OST4
A_23_P371168	0.551	0.207	1.2980666	-5.234445	0.1469261	NM_152620	TRIM60
A_19_P00809624	0.552	0.208	-1.2960931	-5.236784	-0.24126668	NM_001145191	FAM200B
A_33_P3229246	0.555	0.21	-1.2902873	-5.243649	-0.38948776	NM_003528	HIST2H2BE
A_23_P128023	0.556	0.211	1.2866713	-5.247911	0.27631314	NM_033179	OR51B4
A_23_P217341	0.556	0.211	1.28607	-5.248619	0.65492093	NM_002363	MAGEB1
A_32_P210872	0.556	0.211	1.285354	-5.249461	0.22806117	NM_001037558	HEPN1
A_24_P404840	0.557	0.212	1.2828731	-5.252377	0.41673575	NM_000166	GJB1
A_33_P3404032	0.557	0.212	1.2823688	-5.252969	0.50126861	NM_033445	HIST3H2A
A_23_P42241	0.557	0.213	1.2821537	-5.253222	0.42246409	NM_030876	OR5V1
A_24_P219920	0.558	0.213	-1.2809922	-5.254585	-0.35800728	NM_018708	FEM1A
A_33_P3230389	0.558	0.213	-1.2801154	-5.255613	-0.89413817	NM_001005174	OR52N2
A_33_P3233273	0.561	0.215	-1.2742857	-5.262432	-0.39600899	NM_001142928	LRRC61
A_33_P3286536	0.561	0.216	-1.2724367	-5.26459	-0.73761074	NM_002033	FUT4
A_23_P163737	0.562	0.217	1.2692523	-5.268299	0.42656192	NM_012368	OR2C1
A_23_P24457	0.562	0.217	1.2688022	-5.268823	0.64543937	NM_020929	LRRC4C
A_23_P30805	0.564	0.218	1.2653716	-5.272809	0.49816622	NM_021968	HIST1H4J
A_23_P159839	0.564	0.218	-1.2651411	-5.273076	-0.21355137	NM_152692	C1GALT1C1
A_33_P3385725	0.564	0.219	1.2638128	-5.274617	0.55371239	NM_001004137	OR52M1
A_33_P3273906	0.567	0.221	1.257024	-5.282469	0.90310831	NM_001004462	OR10G4
A_33_P3410589	0.567	0.221	1.2568462	-5.282674	0.38706067	NM_153690	FAM43A
A_24_P50368	0.567	0.221	-1.2565483	-5.283017	-0.70953289	NM_001001786	BLID
A_23_P501805	0.568	0.222	-1.2562476	-5.283364	-0.34923622	NM_145197	LIPT1
A_23_P143047	0.568	0.222	-1.2551779	-5.284597	-0.28922726	NM_080653	ATP6V1E2
A_32_P385645	0.568	0.222	1.2539272	-5.286038	0.8084331	NM_001004467	OR10J3
A_33_P3248987	0.57	0.224	1.2490798	-5.29161	0.40052824	NM_001005519	OR6C68
A_33_P3289917	0.57	0.224	1.2489147	-5.2918	0.17143615	NM_001134657	PRR23C
A_23_P146798	0.57	0.224	-1.248799	-5.291932	-0.23653447	NM_012248	SEPHS2
A_33_P3343812	0.57	0.225	1.2480332	-5.292811	0.28008942	NM_001004453	OR1L6
A_23_P376124	0.571	0.225	1.2457536	-5.295423	0.32561715	NM_138331	RNASE8
A_23_P134854	0.571	0.225	-1.2453681	-5.295864	-0.60383155	NM_194284	CLDN23
A_24_P328492	0.572	0.226	1.2440588	-5.297362	0.31585257	NM_144949	SOCS5
A_23_P216476	0.572	0.226	-1.2433216	-5.298205	-0.25601258	NM_014872	ZBTB5
A_33_P3351298	0.572	0.226	1.242778	-5.298826	0.34291013	AK125233	CHRM2
A_33_P3417985	0.572	0.227	-1.2422948	-5.299378	-0.12520453	NM_001005489	OR5B17
A_33_P3250895	0.573	0.228	1.2391309	-5.302988	0.48999004	NM_001099780	PSMB11
A_32_P235796	0.573	0.228	-1.2388097	-5.303354	-0.50192945	NM_152618	BBS12
A_24_P386375	0.573	0.228	1.2385647	-5.303633	0.39448288	NM_002175	IFNA21
A_23_P70547	0.574	0.229	-1.236255	-5.306262	-0.46310012	NM_005527	HSPA1L
A_24_P133488	0.574	0.23	-1.2341437	-5.308662	-0.64750419	NM_017955	CDCA4
A_33_P3300212	0.574	0.23	1.2339998	-5.308825	0.23140741	NM_001167820	BLCAP
A_33_P3374324	0.575	0.23	1.2334165	-5.309487	0.16599137	NM_001005288	OR51I1
A_33_P3286958	0.576	0.231	-1.2307997	-5.312455	-0.47455462	NM_003783	B3GALT2
A_33_P3363949	0.577	0.232	1.2282375	-5.315355	0.82927301	NM_001001967	OR5D13
A_23_P20704	0.577	0.232	1.2277439	-5.315913	0.43871705	NM_002171	IFNA10
A_23_P92424	0.577	0.232	1.2269584	-5.316801	0.23350372	NM_020368	UTP3
A_33_P3322594	0.577	0.232	1.2268021	-5.316978	0.37912118		MAGEB17
A_33_P3385762	0.579	0.234	-1.2230641	-5.321195	-0.47534248	NM_001005178	OR52W1
A_23_P42684	0.579	0.234	1.222577	-5.321744	0.31447964	XR_108766	FLJ20712
A_23_P35293	0.579	0.234	-1.2224491	-5.321888	-0.34742063	NM_005268	GJB5
A_32_P119248	0.579	0.234	-1.2208278	-5.323713	-0.6486271	NM_207305	FOXD4
A_23_P420334	0.58	0.235	-1.2194101	-5.325307	-0.3530152	NM_152595	PGBD4
A_23_P131330	0.581	0.236	1.2160877	-5.329037	0.40781328	NM_178839	LRRTM1
A_33_P3238978	0.581	0.236	-1.2160571	-5.329071	-0.21505614	NM_139214	TGIF2LY
A_33_P3294002	0.583	0.238	1.2121478	-5.333448	0.55708714	NM_017436	A4GALT
A_23_P341325	0.583	0.238	1.2110719	-5.33465	0.2076224	NM_080746	RPL10L
A_23_P139099	0.584	0.238	1.2105071	-5.335281	0.57708629	NM_001005275	OR4A15
A_33_P3253807	0.584	0.238	-1.2104038	-5.335396	-0.24876537	NM_001806	CEBPG
A_23_P87727	0.584	0.238	1.2103681	-5.335436	0.21112795	NM_033328	CAPZA3
A_33_P3419557	0.584	0.239	1.209611	-5.336282	0.20898441	NM_001005516	OR5K3
A_33_P3330443	0.584	0.239	1.2090964	-5.336856	0.74855122	NM_147189	FAM110B
A_33_P3376080	0.586	0.241	-1.203304	-5.343304	-0.48794972	NM_001004451	OR1J1
A_33_P3269208	0.587	0.242	-1.2009249	-5.345945	-0.33624292	NM_001001850	STX19
A_24_P258235	0.587	0.242	1.2008838	-5.34599	0.32953121	NM_001004739	OR5L2
A_33_P3415032	0.588	0.243	1.1984551	-5.348681	0.55977829	NM_002232	KCNA3
A_23_P107454	0.588	0.243	1.1983017	-5.348851	0.57287546	NM_031958	KRTAP3-1
A_32_P75581	0.588	0.243	1.1981462	-5.349023	0.7854544	NM_152414	BHLHE22
A_33_P3252834	0.59	0.245	-1.1933523	-5.354319	-0.31207736	NM_012396	PHLDA3
A_24_P915692	0.591	0.246	1.1907516	-5.357184	0.3432563	NM_007350	PHLDA1
A_23_P11697	0.591	0.246	1.1895976	-5.358454	0.36898494	NM_145205	HMGB4
A_33_P3310377	0.593	0.247	1.1865568	-5.361795	0.4065063	NM_001004492	OR2B11
A_24_P42389	0.593	0.248	1.1858897	-5.362526	0.37863547	NM_207320	OTUD6A
A_33_P3221129	0.593	0.248	-1.1851067	-5.363385	-0.73852305	NM_203422	LRRN4CL
A_23_P422849	0.594	0.249	1.1827945	-5.365917	0.44815782	NM_152898	FERD3L
A_19_P00322962	0.594	0.249	-1.1821235	-5.366651	-0.5216406	NR_027139	SPIN3
A_23_P14083	0.594	0.249	1.181357	-5.367489	0.37188405	NM_181847	AMIGO2
A_24_P166661	0.595	0.25	1.1791336	-5.369918	0.40556684	NM_032936	TMEM60
A_23_P115022	0.596	0.251	-1.1767648	-5.372501	-0.27625665	NM_144626	TMEM125
A_33_P3389898	0.596	0.251	1.1765494	-5.372735	0.54849755	NM_001004706	OR4D11
A_23_P37942	0.596	0.252	1.1759617	-5.373375	0.59494255	NM_021195	CLDN6
A_32_P426044	0.597	0.253	1.1716262	-5.378088	0.21891256	NM_203408	FAM47A
A_33_P3217465	0.598	0.254	-1.1697797	-5.38009	-0.29590899	NM_021242	MID1IP1
A_33_P3352887	0.598	0.254	-1.1693678	-5.380536	-0.2854451	NR_027002	LOC388692
A_23_P8716	0.599	0.255	1.1660432	-5.384133	0.52390137	NM_012369	OR2F1
A_23_P23502	0.599	0.256	1.1653567	-5.384875	0.53174631	NM_001005185	OR6N1
A_23_P137007	0.6	0.256	-1.1646735	-5.385613	-0.12430598	NM_001011543	MAGEA10
A_21_P0013083	0.601	0.257	-1.1623819	-5.388084	-0.31789111	NM_001162536	RBMXL1
A_23_P86330	0.601	0.257	1.1612072	-5.38935	0.22648642	NM_016545	IER5
A_33_P3418833	0.602	0.258	-1.1593932	-5.391301	-0.49295048	NM_198391	FLRT3
A_33_P3244215	0.602	0.258	-1.1589525	-5.391775	-0.35603642	NM_001004482	OR13C5
A_33_P3227706	0.602	0.258	1.1587724	-5.391969	0.46150193	NM_001004699	OR2Z1
A_33_P3385732	0.602	0.258	1.1586582	-5.392091	0.57184242	NM_001005173	OR52L1
A_23_P71830	0.602	0.258	-1.1585008	-5.39226	-0.65517082	NM_020924	ZBTB26
A_33_P3345464	0.602	0.259	1.1579794	-5.39282	0.14376262	NM_001001918	OR14C36
A_23_P336506	0.602	0.259	1.1579689	-5.392832	0.62290334	NM_023917	TAS2R9
A_33_P3270435	0.603	0.259	1.1566219	-5.394278	0.31695249	NR_002780	HIGD2B
A_23_P375165	0.603	0.259	-1.1563459	-5.394574	-0.2951227	NM_207459	TEX19
A_23_P27215	0.603	0.26	1.1543291	-5.396735	0.32622007	NM_018955	UBB
A_33_P3280421	0.604	0.261	-1.1525482	-5.398641	-0.23295558	NR_003595	CDC14C
A_24_P942921	0.605	0.261	-1.1517259	-5.399521	-0.32469759	NM_152376	UBXN10
A_23_P22682	0.605	0.261	-1.1515955	-5.39966	-0.23214212	NM_016608	ARMCX1
A_33_P3303121	0.605	0.262	-1.1496529	-5.401735	-0.3129529	NM_002886	RAP2B
A_23_P51291	0.606	0.262	-1.1489896	-5.402442	-0.26737419	NM_152268	PARS2
A_23_P500956	0.607	0.263	-1.146765	-5.404813	-0.36181253	NM_006577	B3GNT2
A_24_P68631	0.607	0.263	1.1463793	-5.405224	0.4777368	NM_175065	HIST2H2AB
A_23_P168951	0.607	0.264	1.1460483	-5.405576	0.21928429	NM_014943	ZHX2
A_24_P274831	0.608	0.264	-1.1442174	-5.407523	-0.41978716	NM_153236	GIMAP7
A_23_P143902	0.608	0.265	-1.1433701	-5.408423	-0.1525076	NM_022788	P2RY12
A_23_P25194	0.608	0.265	1.143136	-5.408672	0.59696969	NM_003806	HRK
A_23_P5258	0.609	0.265	1.1418704	-5.410015	0.479022	NM_001004465	OR10H4
A_24_P46911	0.609	0.266	1.1411387	-5.410791	0.34830878	NM_020697	KCNS2
A_23_P83134	0.611	0.268	1.1345588	-5.417749	0.58818221	NM_002048	GAS1
A_23_P359540	0.612	0.269	1.1336203	-5.418738	0.50111683	NM_003540	HIST1H4F
A_33_P3388391	0.613	0.269	-1.1317391	-5.42072	-0.39189249	NM_153212	GJB4
A_23_P258525	0.614	0.271	1.1289041	-5.4237	0.36501656	NM_019888	MC3R
A_33_P3208951	0.614	0.271	1.1285533	-5.424068	0.19726676	NM_001004755	OR51L1
A_33_P3269791	0.614	0.271	-1.127471	-5.425204	-0.08814155	NM_005286	NPBWR2
A_33_P3308874	0.616	0.273	1.1230002	-5.429885	0.40762409		PIGC
A_24_P248741	0.617	0.274	-1.1208675	-5.432112	-0.54302386	NM_145044	ZNF501
A_33_P3308446	0.618	0.275	1.1178875	-5.435218	0.34052707	NM_004040	RHOB
A_23_P45389	0.619	0.276	-1.116103	-5.437074	-0.3350648	NM_004251	RAB9A
A_32_P18470	0.62	0.277	-1.1138606	-5.439403	-0.34082809	NM_001012979	TCEAL5
A_33_P3369461	0.62	0.278	1.1115681	-5.441779	0.28041352	NM_020703	AMIGO1
A_23_P77545	0.621	0.279	1.1092665	-5.444161	0.59571022	NM_001053	SSTR5
A_33_P3326427	0.623	0.28	-1.1054836	-5.448065	-0.10756678	NM_001005274	OR4A16
A_33_P3364520	0.623	0.28	1.1053849	-5.448167	0.32957596	NM_181602	KRTAP6-1
A_23_P91512	0.625	0.283	1.0992143	-5.45451	0.70921375	NM_144492	CLDN14
A_33_P3362652	0.626	0.284	-1.0970652	-5.456712	-0.41077037	NM_001005514	OR5H14
A_33_P3363480	0.626	0.284	1.0969502	-5.45683	0.23756806	XM_001715471	LOC100131107
A_33_P3229042	0.626	0.284	1.0966489	-5.457138	0.36750595	NM_001001913	OR52N1
A_23_P429478	0.626	0.284	-1.0962134	-5.457584	-0.36950403	NM_153038	CCDC140
A_33_P3259548	0.628	0.286	-1.0916466	-5.462246	-0.35137487	NM_019069	WDR5B
A_23_P378926	0.629	0.287	1.0889851	-5.464956	0.33453431	NM_000682	ADRA2B
A_23_P372860	0.63	0.288	1.0870301	-5.466942	0.23315145	NM_003512	HIST1H2AC
A_33_P3367860	0.631	0.29	-1.0834731	-5.470548	-0.29829449	NM_000738	CHRM1
A_33_P3407672	0.633	0.291	1.0802338	-5.473822	0.41397769	BC101686	KRTAP22-1
A_33_P3414591	0.633	0.292	1.0792303	-5.474835	0.69494852	NM_000474	TWIST1
A_23_P66050	0.633	0.292	-1.0791402	-5.474926	-0.40672928	NM_033309	B3GNT9
A_23_P32253	0.633	0.292	1.0786703	-5.475399	0.43573588	NM_005384	NFIL3
A_33_P3323323	0.633	0.292	1.0785538	-5.475517	0.2866277	NM_198458	ZNF497
A_24_P336596	0.633	0.292	1.0784818	-5.47559	0.37497261	NM_030663	SMCP
A_23_P126031	0.633	0.293	1.0763896	-5.477697	0.39486802	NM_001004469	OR10J5
A_33_P3365860	0.634	0.294	1.0748746	-5.47922	0.24648754	XM_001715155	MAGEB5
A_33_P3317483	0.635	0.294	1.0731007	-5.481002	0.42327972	NM_001048212	CEMP1
A_33_P3289401	0.636	0.296	1.0687718	-5.485338	0.27120387	NM_001001916	OR52J3
A_33_P3401295	0.637	0.296	-1.0684122	-5.485697	-0.71981291	NM_019060	CRCT1
A_23_P96291	0.637	0.297	1.067271	-5.486838	0.18446863	NM_004988	MAGEA1
A_23_P371729	0.638	0.298	1.0645336	-5.489568	0.80736227	NM_005266	GJA5
A_23_P75707	0.639	0.3	1.0605675	-5.493513	0.53877064	NM_001005199	OR8H1
A_32_P516067	0.639	0.3	-1.0604497	-5.49363	-0.46939464	NM_153244	C10orf111
A_23_P103349	0.639	0.3	-1.0602667	-5.493811	-0.26726398	NM_022375	OCLM
A_23_P98744	0.64	0.3	1.0593567	-5.494714	0.46576602	NM_001005172	OR52K2
A_19_P00803558	0.64	0.301	1.058136	-5.495925	0.56555867	NM_002235	KCNA6
A_24_P305223	0.641	0.301	1.0576083	-5.496447	0.23672615	NM_172241	CTAGE1
A_24_P734953	0.641	0.302	-1.0555201	-5.498514	-0.48163687	NM_001013642	TRNP1
A_32_P385667	0.642	0.303	-1.0544123	-5.499609	-0.21559633	NM_182506	MAGEB10
A_23_P324538	0.642	0.303	1.0535798	-5.500431	0.70616877	NM_178433	LCE3B
A_33_P3320953	0.643	0.303	1.0528305	-5.50117	0.30713413	NM_206833	CTXN1
A_23_P345808	0.643	0.304	1.0505672	-5.5034	0.40941772	NM_173698	FAM133A
A_24_P302584	0.644	0.305	-1.0488907	-5.50505	-0.11718338	NM_003108	SOX11
A_33_P3343506	0.644	0.305	1.0487864	-5.505152	0.34922375	NM_001004742	OR5M3
A_32_P25295	0.645	0.306	1.0465336	-5.507364	0.5580931	NM_006160	NEUROD2
A_33_P3322999	0.645	0.307	1.0451573	-5.508714	0.38967593	NM_001164375	C10orf105
A_24_P160466	0.645	0.307	-1.0438346	-5.510009	-0.28924207	NM_052899	GPRIN1
