ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8099364	0.1515343	0.0568	-2.1150366	-4.84208	-0.59704082	ZNF518B	zinc finger protein 518B
8171885	0.1522443	0.0572	2.1110194	-4.84864	0.36112289	DCAF8L1	DDB1 and CUL4 associated factor 8 like 1
8012473	0.1527421	0.0575	-2.1078105	-4.85388	-0.27764093	RNF222	ring finger protein 222
8000702	0.1545674	0.0585	-2.0977988	-4.8702	-0.31811171	C16orf54	chromosome 16 open reading frame 54
8003601	0.1545674	0.0585	-2.0977988	-4.8702	-0.31811171	C16orf54	chromosome 16 open reading frame 54
7937942	0.1570481	0.0598	-2.085204	-4.89068	-0.47144175	OR52K1	olfactory receptor family 52 subfamily K member 1
8124440	0.160214	0.0615	2.0694266	-4.91625	0.43454839	HIST1H3G	histone cluster 1, H3g
8136388	0.1602775	0.0616	-2.0689776	-4.91698	-0.51185743	TMEM140	transmembrane protein 140
7938061	0.1604448	0.0617	-2.0678671	-4.91878	-0.23815832	OR52E4	olfactory receptor family 52 subfamily E member 4
8180255	0.1604505	0.0617	2.0675316	-4.91932	0.57160082	HIST2H4B	histone cluster 2, H4b
8180321	0.1604505	0.0617	2.0675316	-4.91932	0.57160082	HIST2H4A	histone cluster 2, H4a
7916422	0.1604924	0.0618	2.0672532	-4.91977	0.37164832	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)
7961245	0.1606986	0.0619	-2.0661885	-4.92149	-0.26239454	TAS2R9	taste 2 receptor member 9
7937938	0.1607886	0.0619	-2.0656376	-4.92238	-0.25107982	OR52K2	olfactory receptor family 52 subfamily K member 2
8157696	0.1612782	0.0622	-2.0632443	-4.92625	-0.30127654	OR5C1	olfactory receptor family 5 subfamily C member 1
8108724	0.1624072	0.0628	-2.0573969	-4.9357	-0.42478393	PCDHB10	protocadherin beta 10
8129604	0.162526	0.0629	-2.056789	-4.93668	-0.29036179	TAAR5	trace amine associated receptor 5
8058498	0.1650846	0.0643	-2.0442917	-4.95682	-0.61556696	FZD5	frizzled class receptor 5
8164515	0.1657832	0.0646	2.0410642	-4.96201	0.33811132	DOLK	dolichol kinase
7925413	0.1677848	0.0657	-2.0319228	-4.9767	-0.39820754	MT1HL1	metallothionein 1H-like 1
8025456	0.1695481	0.0666	-2.02365	-4.98996	-0.25592004	OR1M1	olfactory receptor family 1 subfamily M member 1
8175690	0.1702155	0.067	2.020959	-4.99427	0.26626736	MAGEA10	MAGE family member A10
8041820	0.1704244	0.0671	-2.0199489	-4.99589	-0.2581645	SOCS5	suppressor of cytokine signaling 5
8167887	0.1707878	0.0673	-2.0181583	-4.99875	-0.83528696	MAGEH1	MAGE family member H1
8027862	0.1712577	0.0676	-2.0157809	-5.00256	-0.21823646	FFAR2	free fatty acid receptor 2
8180382	0.1714672	0.0677	2.0147871	-5.00415	0.40058714	KRTAP5-7	keratin associated protein 5-7
8086530	0.1718234	0.0679	-2.0131506	-5.00676	-0.3546795	TMEM158	transmembrane protein 158 (gene/pseudogene)
7903694	0.1719581	0.068	-2.012312	-5.0081	-0.23243914	GPR61	G protein-coupled receptor 61
8127692	0.1720033	0.068	-2.0119074	-5.00875	-0.31303525	HTR1B	5-hydroxytryptamine receptor 1B
8098170	0.1720797	0.0681	2.011431	-5.00951	0.23362493	TRIM60	tripartite motif containing 60
8052669	0.1726021	0.0684	-2.0088624	-5.01361	-0.33170607	SERTAD2	SERTA domain containing 2
7977609	0.1742794	0.0693	-2.0015217	-5.02532	-0.23000393	OR6S1	olfactory receptor family 6 subfamily S member 1
8108708	0.174518	0.0694	-2.0003877	-5.02712	-0.37370971	PCDHB7	protocadherin beta 7
7925761	0.1749402	0.0696	1.998347	-5.03037	0.34304704	OR14I1	olfactory receptor family 14 subfamily I member 1
7949588	0.1754532	0.07	-1.9957954	-5.03443	-0.98565929	CD248	CD248 molecule
8152335	0.1758772	0.0702	1.9936267	-5.03788	0.26289371	TMEM74	transmembrane protein 74
8163962	0.1785447	0.0718	-1.9812004	-5.05762	-0.36297493	OR1B1	olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)
8124632	0.1797236	0.0724	-1.9759373	-5.06596	-0.20432254	OR2B3	olfactory receptor family 2 subfamily B member 3
8178285	0.1797236	0.0724	-1.9759373	-5.06596	-0.20432254	OR2B3	olfactory receptor family 2 subfamily B member 3
8179589	0.1797236	0.0724	-1.9759373	-5.06596	-0.20432254	OR2B3	olfactory receptor family 2 subfamily B member 3
7899343	0.180379	0.0727	-1.9733173	-5.0701	-0.34014407	GPR3	G protein-coupled receptor 3
8101723	0.1806143	0.0729	-1.9721455	-5.07196	-0.43739571	NAP1L5	nucleosome assembly protein 1 like 5
8108720	0.1813372	0.0733	-1.969153	-5.07669	-0.43518554	PCDHB9	protocadherin beta 9
7946115	0.1813715	0.0733	-1.9690009	-5.07693	-0.34930004	OR52L1	olfactory receptor family 52 subfamily L member 1
8026405	0.1819861	0.0736	-1.9661473	-5.08144	-0.23371164	OR1I1	olfactory receptor family 1 subfamily I member 1
7987361	0.1822195	0.0738	-1.9650213	-5.08322	-0.87888396	ZNF770	zinc finger protein 770
7948330	0.1844611	0.075	1.9553038	-5.09855	0.75941093	OR5B21	olfactory receptor family 5 subfamily B member 21
7986755	0.1846749	0.0752	1.9542694	-5.10018	0.57034636	MAGEL2	MAGE family member L2
8122131	0.1848084	0.0753	-1.9537037	-5.10107	-0.28929139	TAAR6	trace amine associated receptor 6
8016841	0.1850071	0.0754	-1.9526129	-5.10278	-1.1344705	TMEM100	transmembrane protein 100
7979524	0.185541	0.0757	-1.9504855	-5.10613	-0.87521836	TMEM30B	transmembrane protein 30B
8091503	0.186903	0.0765	-1.9443698	-5.11575	-0.26640682	GPR171	G protein-coupled receptor 171
8096461	0.1874781	0.0768	-1.9418232	-5.11975	-0.23920857	ATOH1	atonal bHLH transcription factor 1
8157679	0.1876011	0.0769	-1.9411906	-5.12074	-0.30477871	OR1Q1	olfactory receptor family 1 subfamily Q member 1
8038967	0.187677	0.0769	-1.9408714	-5.12124	-0.72115604	ZNF83	zinc finger protein 83
7942400	0.1878636	0.0771	-1.9395745	-5.12328	-0.395257	P2RY2	purinergic receptor P2Y2
8079229	0.1885107	0.0775	-1.9364372	-5.1282	-0.33621482	ZNF501	zinc finger protein 501
8069150	0.1901006	0.0784	-1.9299073	-5.13842	-0.35178232	KRTAP10-9	keratin associated protein 10-9
7948912	0.1919651	0.0795	-1.9218025	-5.15109	-0.21302493	CHRM1	cholinergic receptor muscarinic 1
7920214	0.1925684	0.0799	-1.9190111	-5.15545	-0.29977814	SPRR2E	small proline rich protein 2E
8026488	0.195163	0.0815	-1.9072823	-5.17373	-0.33894154	OR10H5	olfactory receptor family 10 subfamily H member 5
8040473	0.1961837	0.0822	-1.9025307	-5.18111	-0.36313432	RHOB	ras homolog family member B
8064003	0.1963564	0.0823	-1.9018513	-5.18217	-0.26472818	DPH3P1	diphthamide biosynthesis 3 pseudogene 1
7955358	0.1969032	0.0827	-1.8991878	-5.1863	-0.42503571	COX14	COX14, cytochrome c oxidase assembly factor
7938559	0.1970965	0.0828	1.8984074	-5.18752	0.28251361	RASSF10	Ras association domain family member 10
8129615	0.1971414	0.0828	-1.8981913	-5.18785	-0.23943375	TAAR1	trace amine associated receptor 1
8117389	0.198537	0.0836	1.8926622	-5.19642	0.27026982	HIST1H2BE	histone cluster 1, H2be
8063869	0.1992369	0.084	1.889528	-5.20128	0.2338575	LOC105369209	putative uncharacterized protein FLJ44790
8108737	0.200612	0.0848	-1.8839713	-5.20987	-0.59353764	PCDHB13	protocadherin beta 13
7939992	0.2012312	0.0852	-1.8814302	-5.2138	-0.23584846	OR5AR1	olfactory receptor family 5 subfamily AR member 1 (gene/pseudogene)
8039642	0.2015989	0.0854	-1.8798891	-5.21618	-0.36318296	VN1R1	vomeronasal 1 receptor 1
8070771	0.2015989	0.0854	-1.8798662	-5.21622	-0.29664186	KRTAP10-1	keratin associated protein 10-1
7938049	0.2018024	0.0856	-1.8787799	-5.21789	-0.42041157	OR56B1	olfactory receptor family 56 subfamily B member 1
8169210	0.201845	0.0856	-1.8785738	-5.21821	-0.32012118	CLDN2	claudin 2
7944801	0.2024332	0.086	-1.8760868	-5.22205	-0.60330314	OR10G8	olfactory receptor family 10 subfamily G member 8
7972899	0.2029246	0.0863	-1.8737619	-5.22563	-0.20667839	LOC101928841	collagen alpha-1(II) chain-like
8117429	0.2031468	0.0865	1.8726936	-5.22728	0.28634386	HIST1H2BI	histone cluster 1, H2bi
7991173	0.2042928	0.0872	1.8682194	-5.23417	0.32710839	KLHL25	kelch like family member 25
8070629	0.2045896	0.0873	-1.8669987	-5.23605	-0.32008911	ERVH48-1	endogenous retrovirus group 48 member 1
8169463	0.2055046	0.0879	1.8631916	-5.2419	0.38657432	RBMXL3	RNA binding motif protein, X-linked like 3
8089993	0.2057638	0.0881	-1.8621653	-5.24348	-0.54580236	WDR5B	WD repeat domain 5B
7994603	0.2058559	0.0881	-1.8616152	-5.24432	-0.28482668	SPN	sialophorin
7946087	0.2069436	0.0888	-1.8575816	-5.25051	-0.71339082	OR52H1	olfactory receptor family 52 subfamily H member 1
8089467	0.2071522	0.0889	-1.8564742	-5.25221	-0.31132189	ZBED2	zinc finger BED-type containing 2
8160389	0.2072424	0.089	-1.8560845	-5.25281	-0.36192429	IFNA10	interferon alpha 10
8116484	0.210316	0.0908	-1.8445297	-5.2705	-0.37590821	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
8177704	0.211516	0.0914	-1.840042	-5.27735	-0.28361443	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)
8179007	0.211516	0.0914	-1.840042	-5.27735	-0.28361443	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)
7920205	0.2116695	0.0915	-1.8394309	-5.27828	-0.82537311	SPRR2A	small proline rich protein 2A
7911207	0.2119583	0.0918	-1.8379207	-5.28059	-0.38825289	OR2G2	olfactory receptor family 2 subfamily G member 2
7938008	0.2122329	0.092	-1.836538	-5.2827	-0.19446168	OR52D1	olfactory receptor family 52 subfamily D member 1
7947093	0.2129664	0.0925	-1.8334443	-5.28741	-0.19776239	MRGPRX1	MAS related GPR family member X1
8003633	0.2150949	0.0938	-1.8249827	-5.30029	-0.35132864	BHLHA9	basic helix-loop-helix family member a9
8171348	0.2155288	0.0941	1.8232414	-5.30293	0.56281475	ATXN3L	ataxin 3 like
7938181	0.2166132	0.0949	-1.8182171	-5.31056	-0.18536054	OR2D3	olfactory receptor family 2 subfamily D member 3
7998817	0.2185987	0.0961	1.8107312	-5.32189	0.28346132	CEMP1	cementum protein 1
7904361	0.2210468	0.0976	1.8017786	-5.33542	0.905458	FAM46C	family with sequence similarity 46 member C
7947553	0.2216984	0.098	-1.7992265	-5.33927	-0.32835346	LRRC4C	leucine rich repeat containing 4C
7970376	0.2217304	0.098	-1.7990206	-5.33958	-0.25799882	CHAMP1	chromosome alignment maintaining phosphoprotein 1
7916609	0.2218401	0.0981	-1.7985024	-5.34036	-0.55901557	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
8116482	0.2219691	0.0982	-1.7979419	-5.34121	-0.21627657	OR2Y1	olfactory receptor family 2 subfamily Y member 1
7964846	0.2225755	0.0986	-1.7956042	-5.34473	-0.22047614	LRRC10	leucine rich repeat containing 10
7970949	0.2241754	0.0996	-1.7893886	-5.35408	-0.30784918	MAB21L1	mab-21 like 1
8164002	0.224706	0.1	1.7875556	-5.35683	0.31355946	ZBTB26	zinc finger and BTB domain containing 26
8097252	0.2256436	0.101	1.7842465	-5.3618	0.36210661	BBS12	Bardet-Biedl syndrome 12
8080980	0.2259816	0.101	-1.7832386	-5.36331	-0.28171707	EBLN2	endogenous Bornavirus-like nucleoprotein 2
8078442	0.2271742	0.101	1.7794547	-5.36899	0.57678489	CCR4	C-C motif chemokine receptor 4
8064203	0.227287	0.101	1.7789409	-5.36976	0.27598561	ABHD16B	abhydrolase domain containing 16B
8015252	0.2275185	0.102	-1.7777051	-5.37161	-0.20739039	KRTAP17-1	keratin associated protein 17-1
8120176	0.2301787	0.103	-1.7682693	-5.38571	-0.408748	C6orf141	chromosome 6 open reading frame 141
8091039	0.2315902	0.104	1.7632081	-5.39326	0.50234643	PRR23B	proline rich 23B
7972428	0.232527	0.105	-1.7598509	-5.39827	-0.87593032	OXGR1	oxoglutarate receptor 1
8124433	0.2335641	0.105	-1.7559656	-5.40405	-0.19182725	HIST1H4G	histone cluster 1, H4g
8105579	0.2352747	0.107	-1.7488858	-5.41456	-0.29743686	LRRC70	leucine rich repeat containing 70
7955991	0.2357921	0.107	-1.7469958	-5.41736	-0.21456796	OR6C3	olfactory receptor family 6 subfamily C member 3
7972217	0.2371171	0.108	-1.7419392	-5.42486	-0.71951575	SPRY2	sprouty RTK signaling antagonist 2
7939910	0.2379441	0.108	-1.7387957	-5.42951	-0.19188164	OR4C46	olfactory receptor family 4 subfamily C member 46
8002211	0.2394704	0.109	1.7335295	-5.43728	0.28957564	DDX28	DEAD-box helicase 28
8161224	0.241321	0.111	1.7271633	-5.44667	0.22876832	ZBTB5	zinc finger and BTB domain containing 5
7953274	0.241321	0.111	-1.727136	-5.44671	-0.28895661	KCNA1	potassium voltage-gated channel subfamily A member 1
7935006	0.2416908	0.111	-1.7256837	-5.44885	-0.20834996	FGFBP3	fibroblast growth factor binding protein 3
8058905	0.2418807	0.111	-1.7248889	-5.45002	-0.24703789	CXCR1	C-X-C motif chemokine receptor 1
8173665	0.2419553	0.111	-1.7246651	-5.45035	-0.23970946	MAGEE2	MAGE family member E2
7944510	0.2423455	0.111	1.7232292	-5.45246	0.39153896	RNF26	ring finger protein 26
8147566	0.2424942	0.111	-1.7226264	-5.45335	-0.46252714	KCNS2	potassium voltage-gated channel modifier subfamily S member 2
8174092	0.2426119	0.112	-1.7219829	-5.45429	-0.88120121	ARMCX2	armadillo repeat containing, X-linked 2
7992145	0.2429435	0.112	-1.7208617	-5.45594	-0.18191182	SSTR5	somatostatin receptor 5
7973110	0.2437009	0.112	-1.7184552	-5.45948	-0.30411182	RNASE2	ribonuclease A family member 2
8003553	0.2437983	0.112	1.7179619	-5.4602	0.22782079	CENPBD1	CENPB DNA-binding domain containing 1
8067351	0.2453606	0.113	-1.7121743	-5.46869	-0.22199225	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
8162179	0.2457539	0.114	-1.7106502	-5.47092	-0.78815668	GAS1	growth arrest specific 1
8025179	0.2464314	0.114	-1.7087781	-5.47366	-0.53067343	ZNF358	zinc finger protein 358
7956005	0.2464949	0.114	-1.7084317	-5.47417	-0.23174171	OR2AP1	olfactory receptor family 2 subfamily AP member 1
8175539	0.2466124	0.114	-1.7080366	-5.47475	-0.56555543	LDOC1	leucine zipper down-regulated in cancer 1
8060758	0.2477355	0.115	-1.7036964	-5.48109	-0.41324521	PRNP	prion protein
7948418	0.2487406	0.116	-1.7006769	-5.4855	-0.36519879	OR10V1	olfactory receptor family 10 subfamily V member 1
8070789	0.2488466	0.116	-1.7003039	-5.48605	-0.24992257	KRTAP12-4	keratin associated protein 12-4
8160597	0.2490643	0.116	1.6995831	-5.4871	0.32066543	TAF1L	TATA-box binding protein associated factor 1 like
8166669	0.2491646	0.116	1.6989405	-5.48804	0.28162054	MAGEB16	MAGE family member B16
7939398	0.2493685	0.116	-1.6981877	-5.48913	-0.2140865	RAG1	recombination activating gene 1
7905088	0.2497877	0.116	-1.6964793	-5.49162	-0.45454504	HIST2H2AC	histone cluster 2, H2ac
7977655	0.2499236	0.117	-1.695878	-5.4925	-0.23010636	OR5AU1	olfactory receptor family 5 subfamily AU member 1
8136971	0.2499488	0.117	1.6957009	-5.49276	0.2304345	OR2A12	olfactory receptor family 2 subfamily A member 12
7951593	0.2506488	0.117	-1.6928943	-5.49684	-0.566692	COLCA1	colorectal cancer associated 1
7946326	0.2506488	0.117	-1.6928916	-5.49685	-0.77256261	OR5P3	olfactory receptor family 5 subfamily P member 3
7942793	0.2528552	0.118	-1.6857869	-5.50718	-0.32696836	THRSP	thyroid hormone responsive
7937996	0.2549421	0.12	-1.6794323	-5.51639	-0.21937375	OR51B6	olfactory receptor family 51 subfamily B member 6
8021963	0.2558001	0.12	1.6766681	-5.52039	0.19125489	TYMSOS	TYMS opposite strand
8130785	0.2570389	0.121	1.6723577	-5.52662	0.26159554	GPR31	G protein-coupled receptor 31
7923372	0.2581281	0.122	-1.6687198	-5.53188	-0.34308939	PHLDA3	pleckstrin homology like domain family A member 3
8007493	0.2585478	0.122	1.6672408	-5.53401	0.56727236	ARL4D	ADP ribosylation factor like GTPase 4D
7946323	0.2592888	0.123	-1.6643483	-5.53818	-0.79697975	OR5P2	olfactory receptor family 5 subfamily P member 2
7940114	0.2598069	0.123	-1.6627557	-5.54047	-0.31854664	OR1S1	olfactory receptor family 1 subfamily S member 1 (gene/pseudogene)
7907531	0.261112	0.124	-1.6582045	-5.54702	-0.68284529	GPR52	G protein-coupled receptor 52
8081214	0.2628634	0.125	-1.6525514	-5.55513	-0.20926732	GPR15	G protein-coupled receptor 15
8138799	0.2630981	0.125	-1.6518563	-5.55613	-0.41074075	TRIL	TLR4 interactor with leucine rich repeats
8026047	0.2633466	0.125	1.6510915	-5.55723	0.42976986	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
7922637	0.263743	0.126	-1.64968	-5.55925	-0.70269618	TOR1AIP2	torsin 1A interacting protein 2
8001932	0.263748	0.126	1.6495923	-5.55938	0.39432954	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9
8007637	0.2638932	0.126	-1.6488749	-5.5604	-0.39560139	FZD2	frizzled class receptor 2
8098167	0.2643832	0.126	-1.647365	-5.56257	-0.21875836	FAM218A	family with sequence similarity 218 member A
8120215	0.2646344	0.126	-1.6463673	-5.56399	-0.24673646	PAQR8	progestin and adipoQ receptor family member 8
8043436	0.2646728	0.127	1.646135	-5.56433	0.25905879	IGKC	immunoglobulin kappa constant
8144505	0.2658029	0.127	-1.6423127	-5.56979	-0.21544832	CLDN23	claudin 23
8004144	0.2658545	0.127	-1.6421565	-5.57001	-0.43792936	MIS12	MIS12, kinetochore complex component
8148315	0.266229	0.128	-1.6404324	-5.57248	-0.5468095	POU5F1B	POU class 5 homeobox 1B
8078305	0.266229	0.128	1.6403844	-5.57255	0.22482721	LRRC3B	leucine rich repeat containing 3B
7956003	0.2662601	0.128	-1.6401991	-5.57281	-0.26637293	OR6C4	olfactory receptor family 6 subfamily C member 4
8117614	0.2664617	0.128	1.6393943	-5.57396	0.23242686	HIST1H2BO	histone cluster 1, H2bo
8106976	0.2664617	0.128	-1.6393193	-5.57407	-0.27058418	GPR150	G protein-coupled receptor 150
7973014	0.2665486	0.128	-1.6390065	-5.57451	-0.19410336	OR4K5	olfactory receptor family 4 subfamily K member 5
8069845	0.2668864	0.128	-1.6381209	-5.57578	-0.17455825	KRTAP19-7	keratin associated protein 19-7
8162254	0.2688998	0.13	-1.6310309	-5.58588	-0.21951107	DIRAS2	DIRAS family GTPase 2
7997863	0.2704131	0.131	1.6263542	-5.59252	0.44481246	ACSF3	acyl-CoA synthetase family member 3
7982810	0.271376	0.131	-1.6230328	-5.59724	-0.23079686	C15orf62	chromosome 15 open reading frame 62
7936590	0.2728224	0.132	-1.6183728	-5.60384	-0.20083854	PRLHR	prolactin releasing hormone receptor
8154523	0.2732837	0.133	-1.6169478	-5.60586	-0.17587718	RRAGA	Ras related GTP binding A
8121749	0.2735652	0.133	-1.6159655	-5.60725	-0.65211725	GJA1	gap junction protein alpha 1
8103879	0.2735947	0.133	-1.6157984	-5.60748	-0.18309986	CLDN24	claudin 24
7948322	0.2762539	0.135	-1.6068943	-5.62005	-0.1957535	OR5B17	olfactory receptor family 5 subfamily B member 17
7912552	0.2774176	0.136	-1.6033754	-5.62501	-0.16526843	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
8003802	0.2778889	0.136	-1.6018448	-5.62716	-0.24010643	OR1A2	olfactory receptor family 1 subfamily A member 2
8027854	0.2780834	0.136	-1.6011898	-5.62809	-0.32313221	FFAR1	free fatty acid receptor 1
8136973	0.2816251	0.139	-1.5896974	-5.64421	-0.22170011	OR2A2	olfactory receptor family 2 subfamily A member 2
7920633	0.2816732	0.139	-1.5894799	-5.64451	-0.32860614	DPM3	dolichyl-phosphate mannosyltransferase subunit 3
7974249	0.2820182	0.139	-1.5882993	-5.64617	-0.21443707	ARF6	ADP ribosylation factor 6
7941236	0.2820283	0.139	-1.5882177	-5.64628	-0.35860029	CDC42EP2	CDC42 effector protein 2
8099467	0.2830282	0.14	-1.5845423	-5.65142	-0.26016632	FGFBP1	fibroblast growth factor binding protein 1
7947270	0.2838735	0.141	-1.5818975	-5.65511	-0.24166707	KCNA4	potassium voltage-gated channel subfamily A member 4
8123929	0.2862686	0.142	-1.5747991	-5.665	-0.28857611	ERVFRD-1	endogenous retrovirus group FRD member 1
7945944	0.2867379	0.143	-1.5731881	-5.66724	-0.30602561	RHOG	ras homolog family member G
7944793	0.2869079	0.143	-1.5725678	-5.66811	-0.64344714	OR8D4	olfactory receptor family 8 subfamily D member 4
7942715	0.2870546	0.143	-1.5720009	-5.66889	-0.38052586	OMP	olfactory marker protein
7948039	0.2875219	0.143	-1.5703879	-5.67114	-0.17430764	OR4C45	olfactory receptor family 4 subfamily C member 45
7922474	0.2878977	0.143	-1.5691716	-5.67282	-0.459498	KIAA0040	KIAA0040
8025951	0.2879134	0.143	-1.5691005	-5.67292	-0.18993518	ZNF491	zinc finger protein 491
7952382	0.2933467	0.147	-1.5522214	-5.69627	-0.22346061	OR6T1	olfactory receptor family 6 subfamily T member 1
8032899	0.2933811	0.147	-1.5521118	-5.69642	-0.26102989	TICAM1	toll like receptor adaptor molecule 1
7914917	0.2935461	0.148	-1.5516519	-5.69706	-0.28097979	LSM10	LSM10, U7 small nuclear RNA associated
8155327	0.2939924	0.148	-1.5504507	-5.69871	-0.87408832	ALDH1B1	aldehyde dehydrogenase 1 family member B1
7968650	0.2951158	0.149	-1.5469371	-5.70355	-1.11099593	SERTM1	serine rich and transmembrane domain containing 1
8131573	0.2956815	0.149	1.5453415	-5.70574	0.18617807	ARL4A	ADP ribosylation factor like GTPase 4A
7906367	0.29667	0.15	-1.5421228	-5.71016	-0.21119882	OR10R2	olfactory receptor family 10 subfamily R member 2
8160360	0.2980955	0.151	-1.537633	-5.71632	-0.15573671	IFNB1	interferon beta 1
8091863	0.2987965	0.151	1.5353573	-5.71944	0.71663739	SLITRK3	SLIT and NTRK like family member 3
8140500	0.2999855	0.152	-1.5316362	-5.72452	-0.29396636	TMEM60	transmembrane protein 60
7905848	0.3007792	0.153	-1.5292508	-5.72778	-0.26009379	LENEP	lens epithelial protein
8138882	0.301746	0.154	-1.5264415	-5.73161	-0.16797486	NEUROD6	neuronal differentiation 6
8072926	0.3018043	0.154	1.5262476	-5.73188	0.29849804	H1F0	H1 histone family member 0
8117727	0.3020428	0.154	-1.5252773	-5.7332	-0.18105339	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)
8070097	0.3039273	0.155	1.519377	-5.74123	0.42298932	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28
8026486	0.3052152	0.157	-1.5148174	-5.74742	-0.17665411	OR10H3	olfactory receptor family 10 subfamily H member 3
7924888	0.3052152	0.157	-1.514757	-5.7475	-0.30704711	HIST3H2A	histone cluster 3, H2a
7946025	0.3054165	0.157	-1.514052	-5.74846	-0.17237957	OR52A1	olfactory receptor family 52 subfamily A member 1
8129872	0.3054192	0.157	-1.513827	-5.74877	-0.22018129	OLIG3	oligodendrocyte transcription factor 3
8104601	0.3054932	0.157	-1.5135796	-5.7491	-1.34146271	BASP1	brain abundant membrane attached signal protein 1
8028206	0.3067747	0.158	-1.5098508	-5.75415	-0.18399125	ZNF345	zinc finger protein 345
7925500	0.307644	0.159	-1.5069963	-5.75801	-0.58768179	CHML	CHM like, Rab escort protein 2
8160546	0.3083902	0.159	-1.5045085	-5.76137	-0.69824439	LINGO2	leucine rich repeat and Ig domain containing 2
7925972	0.3083902	0.159	1.5044299	-5.76148	0.16890443	CALML3	calmodulin like 3
7913206	0.3086273	0.159	-1.5036722	-5.7625	-0.81406436	RNF186	ring finger protein 186
8051793	0.308795	0.16	-1.5031192	-5.76325	-0.25484836	OXER1	oxoeicosanoid receptor 1
7955995	0.3091334	0.16	-1.5020621	-5.76468	-0.20469279	OR6C65	olfactory receptor family 6 subfamily C member 65
7974047	0.3092394	0.16	-1.5016651	-5.76521	-0.34030611	SSTR1	somatostatin receptor 1
8030866	0.3127307	0.162	-1.4922858	-5.77783	-0.60257432	FPR3	formyl peptide receptor 3
8011823	0.3129808	0.162	-1.4916785	-5.77865	-0.56201618	ZNF594	zinc finger protein 594
8117334	0.3132172	0.163	1.4910223	-5.77953	0.36610721	HIST1H4A	histone cluster 1, H4a
8162936	0.313795	0.163	-1.4895002	-5.78157	-0.19185114	OR13C2	olfactory receptor family 13 subfamily C member 2
8146533	0.3150167	0.164	-1.4863295	-5.78582	-0.61255432	FAM110B	family with sequence similarity 110 member B
7962579	0.315612	0.164	-1.484415	-5.78839	-0.64449364	AMIGO2	adhesion molecule with Ig like domain 2
8068154	0.3163217	0.165	-1.4821659	-5.79139	-0.1929285	KRTAP20-1	keratin associated protein 20-1
7910589	0.3163367	0.165	1.4820635	-5.79153	0.25265232	MAP10	microtubule associated protein 10
7946017	0.3163804	0.165	-1.4818677	-5.79179	-0.21684507	OR51A2	olfactory receptor family 51 subfamily A member 2
7939924	0.3177651	0.166	-1.4777747	-5.79726	-0.14593007	OR4C15	olfactory receptor family 4 subfamily C member 15
8054862	0.3182275	0.166	1.4764956	-5.79896	0.37952343	TMEM185B	transmembrane protein 185B
7973010	0.3187244	0.167	1.4747984	-5.80123	0.27382114	OR4N2	olfactory receptor family 4 subfamily N member 2
8080158	0.3201214	0.168	-1.4709625	-5.80633	-0.17178364	GPR62	G protein-coupled receptor 62
7905515	0.3231765	0.17	-1.462842	-5.81711	-0.21291461	KPRP	keratinocyte proline rich protein
8015236	0.3237164	0.17	-1.4614609	-5.81894	-0.25492729	KRTAP4-4	keratin associated protein 4-4
8124430	0.3241981	0.171	1.4597617	-5.82119	0.27328989	HIST1H1D	histone cluster 1, H1d
7934916	0.3247056	0.171	-1.4585187	-5.82283	-1.53504789	CH25H	cholesterol 25-hydroxylase
7970146	0.325012	0.172	1.4572994	-5.82444	0.21373554	SOX1	SRY-box 1
7948155	0.3250842	0.172	-1.4569983	-5.82484	-0.87686604	OR5AP2	olfactory receptor family 5 subfamily AP member 2
7937986	0.3252296	0.172	-1.4566319	-5.82533	-0.2060105	OR52J3	olfactory receptor family 52 subfamily J member 3
7970441	0.325929	0.172	1.4540457	-5.82874	0.16463886	GJB2	gap junction protein beta 2
7948150	0.3259421	0.172	-1.4538657	-5.82898	-0.272304	OR5M1	olfactory receptor family 5 subfamily M member 1
7946015	0.3266756	0.173	-1.4516177	-5.83194	-0.17967518	OR51A4	olfactory receptor family 51 subfamily A member 4
7904737	0.3274283	0.174	-1.4493721	-5.8349	-0.21849868	ANKRD34A	ankyrin repeat domain 34A
7929562	0.3284279	0.175	-1.4463232	-5.83891	-0.55917843	ZNF518A	zinc finger protein 518A
8093494	0.3294943	0.175	1.4430792	-5.84317	0.47170871	CRIPAK	cysteine rich PAK1 inhibitor
8171786	0.3298426	0.176	-1.4421815	-5.84435	-0.20258732	KLHL34	kelch like family member 34
7975066	0.3306172	0.176	-1.4398045	-5.84747	-0.1766515	AKAP5	A-kinase anchoring protein 5
