ID	Seqname	Position	Strand	Condition	ConditionNum	GeneName	GeneBiotype	Region	RBPNum	miRNANum	SplicingSiteNum	SNPNum	CellLine	CellLineNum	Technique	TechniqueNum	Quantification
m6A_hg38_348095	chr6	121447897	+	GSE125240;m6A-REF-seq;Homo_sapiens;HEK293;Ctrl|GSE125240;m6A-REF-seq;Homo_sapiens;Brain;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	6	GJA1	protein_coding	Exon	3	0	0	1	HEK293 ;Brain;HEK293T;HEK293E	4	m6A-REF-seq;miCLIP 	2	1
m6A_hg38_348096	chr6	121447926	+	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	2	GJA1	protein_coding	Exon	2	0	0	1	HEK293T;HEK293E	2	miCLIP2;miCLIP 	2	1
m6A_hg38_348107	chr6	121448908	+	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;FTO_OE|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;FTO_KO	4	GJA1	protein_coding	3'UTR/Exon	2	1	0	0	HEK293T;ESC	2	MAZTER-seq	1	1
m6A_hg38_348110	chr6	121449451	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	GJA1	protein_coding	3'UTR/Exon	2	2	0	0	MOLM13;HEK293T	2	miCLIP ;miCLIP2	2	1
m6A_hg38_348111	chr6	121449605	+	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;AlKBH5 OE|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl	3	GJA1	protein_coding	3'UTR/Exon	4	5	0	0	HEK293T;ESC	2	MAZTER-seq	1	1
m6A_hg38_348413	chr6	130441090	+	GSE125240;m6A-REF-seq;Homo_sapiens;Kidney;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;Ctrl	2	TMEM200A	protein_coding	Exon	0	0	0	1	Kidney;HCT116	2	m6A-REF-seq;miCLIP 	2	1
m6A_hg38_352527	chr6	26636483	-	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;FTO_KO	3	ZNF322	protein_coding	3'UTR/Exon	0	0	0	0	HEK293T;ESC	2	MAZTER-seq	1	1
m6A_hg38_352529	chr6	26636526	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	3	ZNF322	protein_coding	3'UTR/Exon	4	2	0	0	HEK293T;HEK293E;HEK293 	3	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_352533	chr6	26636926	-	GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	2	ZNF322	protein_coding	3'UTR/Exon	0	0	0	0	A549;HEK293 	2	m6A-seq with improved protocol;m6A-SAC-seq	2	1
m6A_hg38_352536	chr6	26637441	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	ZNF322	protein_coding	Exon	0	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_352537	chr6	26637443	-	GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	4	ZNF322	protein_coding	Exon	0	0	0	0	HEK293 ;HEK293T;HEK293E	3	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_352540	chr6	26638206	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	4	ZNF322	protein_coding	Exon	8	0	0	0	HEK293T;A549;HEK293E;HEK293 	4	miCLIP ;m6A-seq with improved protocol;m6A-SAC-seq	3	1
m6A_hg38_352543	chr6	26638402	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	2	ZNF322	protein_coding	Exon	3	0	0	0	HEK293T;HEK293E	2	miCLIP 	1	1
m6A_hg38_352545	chr6	26638702	-	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;FTO_OE|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;FTO_KO	4	ZNF322	protein_coding	5'UTR/Exon	0	0	0	0	HEK293T;ESC	2	MAZTER-seq	1	1
m6A_hg38_353365	chr6	31658884	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3	3	C6orf47	protein_coding	3'UTR/Exon	9	1	0	0	HEK293T;HSPC	2	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_353366	chr6	31659309	-	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	2	C6orf47	protein_coding	Exon	2	0	0	0	HEK293T;HSPC	2	miCLIP2;m6A-SAC-seq	2	1
m6A_hg38_353367	chr6	31659328	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	3	C6orf47	protein_coding	Exon	3	0	0	0	HEK293T;HeLa;HSPC	3	miCLIP ;PA-m6A-seq;m6A-SAC-seq	3	1
m6A_hg38_353369	chr6	31659606	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE134103;miCLIP;Homo_sapiens;HeLa;caRNA|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	Exon	1	0	0	0	CD8T;HeLa;HEK293T	3	m6A-CLIP-seq;miCLIP ;miCLIP2	3	1
m6A_hg38_353370	chr6	31659729	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	C6orf47	protein_coding	Exon	2	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_353371	chr6	31659769	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	C6orf47	protein_coding	Exon	5	0	0	0	MOLM13;CD8T;A549;HEK293T	4	miCLIP ;m6A-CLIP-seq;miCLIP2	3	1
m6A_hg38_353372	chr6	31659776	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl	2	C6orf47	protein_coding	Exon	7	0	0	0	MOLM13;CD8T	2	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_353373	chr6	31659803	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	2	C6orf47	protein_coding	Exon	0	0	0	0	CD8T;HEK293T	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_353374	chr6	31659823	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	2	C6orf47	protein_coding	Exon	3	0	0	0	CD8T;HEK293T	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_353375	chr6	31659850	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	Exon	0	0	0	0	CD8T;A549;HEK293T	3	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_353377	chr6	31660032	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl	3	C6orf47	protein_coding	5'UTR/Exon	2	0	0	0	CD8T;HEK293T;HeLa	3	m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	3	1
m6A_hg38_353378	chr6	31660071	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	5	C6orf47	protein_coding	5'UTR/Exon	7	0	0	0	MOLM13;CD8T;HEK293T;HEK293 	4	miCLIP ;m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_353379	chr6	31660157	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	5'UTR/Exon	2	0	0	0	MOLM13;A549;HEK293T	3	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_353381	chr6	31660264	-	GSE63753;miCLIP;Homo_sapiens;HEK293;sysy_antinbody|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	5'UTR/Exon	4	0	0	0	HEK293 ;HEK293T	2	miCLIP ;miCLIP2	2	1
m6A_hg38_353383	chr6	31660391	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	C6orf47	protein_coding	5'UTR/Exon	2	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_353385	chr6	31660426	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	5'UTR/Exon	4	0	0	0	HEK293T;HeLa	2	miCLIP ;PA-m6A-seq;miCLIP2	3	1
m6A_hg38_353388	chr6	31660495	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	C6orf47	protein_coding	5'UTR/Exon	14	0	0	0	A549;HEK293T	2	m6A-CLIP-seq;miCLIP ;miCLIP2	3	1
m6A_hg38_353542	chr6	31899760	-	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo	2	ZBTB12	protein_coding	3'UTR/Exon	9	2	0	0	HEK293T;HEK293 	2	miCLIP2;m6A-SAC-seq	2	1
m6A_hg38_353545	chr6	31900695	-	GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	2	ZBTB12	protein_coding	Exon	3	0	0	0	A549;HEK293T	2	m6A-seq with improved protocol;miCLIP2	2	1
m6A_hg38_353548	chr6	31901010	-	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	3	ZBTB12	protein_coding	Exon	4	0	0	0	HEK293T;HeLa;HEK293 	3	miCLIP2;m6A-SAC-seq	2	1
m6A_hg38_353921	chr6	33314892	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	2	ZBTB22	protein_coding	3'UTR/Exon	4	2	0	0	CD8T;HEK293 	2	m6A-CLIP-seq;m6A-SAC-seq	2	1
m6A_hg38_353923	chr6	33315232	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	ZBTB22	protein_coding	Exon	0	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_353924	chr6	33315234	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	ZBTB22	protein_coding	Exon	0	0	0	0	HEK293T;HeLa;A549	3	miCLIP ;PA-m6A-seq;m6A-seq with improved protocol;miCLIP2	4	1
m6A_hg38_353929	chr6	33315488	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	ZBTB22	protein_coding	Exon	3	0	0	0	HEK293T;A549	2	miCLIP ;m6A-seq with improved protocol;miCLIP2	3	1
m6A_hg38_353932	chr6	33315658	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	3	ZBTB22	protein_coding	Exon	0	0	0	0	HeLa;HEK293T;HSPC	3	m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	3	1
m6A_hg38_353933	chr6	33315720	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	ZBTB22	protein_coding	Exon	0	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_353939	chr6	33316032	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	2	ZBTB22	protein_coding	Exon	0	0	0	0	HeLa;HEK293T	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_353941	chr6	33316482	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	ZBTB22	protein_coding	Exon	6	0	0	0	CD8T;HEK293T;HeLa	3	m6A-CLIP-seq;miCLIP ;PA-m6A-seq;miCLIP2	4	1
m6A_hg38_353942	chr6	33316495	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	3	ZBTB22	protein_coding	Exon	3	0	0	0	CD8T;HeLa;HEK293T	3	m6A-CLIP-seq;PA-m6A-seq;miCLIP2	3	1
m6A_hg38_353943	chr6	33316502	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	ZBTB22	protein_coding	Exon	3	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_353945	chr6	33316547	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	ZBTB22	protein_coding	Exon	2	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_354827	chr6	42744945	-	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;AlKBH5 OE|GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;FTO_OE|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;FTO_KO	4	TBCC	protein_coding	3'UTR/Exon	2	1	0	0	HEK293T;ESC	2	MAZTER-seq	1	1
m6A_hg38_354828	chr6	42744984	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	5	TBCC	protein_coding	3'UTR/Exon	13	0	0	0	HeLa;HEK293T;HEK293 ;HSPC	4	m6A-CLIP-seq;miCLIP ;m6A-SAC-seq	3	1
m6A_hg38_354829	chr6	42745037	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl	6	TBCC	protein_coding	Exon	3	0	0	0	HeLa;CD8T;HEK293E;HEK293 ;HepG2	5	m6A-CLIP-seq;miCLIP ;m6A-SAC-seq	3	1
m6A_hg38_354831	chr6	42745109	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	6	TBCC	protein_coding	Exon	2	0	0	0	HeLa;CD8T;A549;HEK293T;HEK293E	5	m6A-CLIP-seq;miCLIP2;miCLIP 	3	1
m6A_hg38_354832	chr6	42745118	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl	2	TBCC	protein_coding	Exon	1	0	0	0	MOLM13;CD8T	2	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_354833	chr6	42745127	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	TBCC	protein_coding	Exon	2	0	0	0	MOLM13;CD8T;A549;HEK293T	4	miCLIP ;m6A-CLIP-seq;miCLIP2	3	1
m6A_hg38_354834	chr6	42745133	-	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	7	TBCC	protein_coding	Exon	2	0	0	0	HeLa;CD8T;A549;HEK293T;HEK293E	5	m6A-CLIP-seq;miCLIP ;miCLIP2	3	1
m6A_hg38_354835	chr6	42745169	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl	8	TBCC	protein_coding	Exon	4	0	0	0	CD8T;HEK293T;HeLa;A549;MDAMB231;HEK293E;HepG2	7	m6A-CLIP-seq;miCLIP ;PA-m6A-seq;m6A-seq with improved protocol;meCLIP;m6A-SAC-seq	6	1
m6A_hg38_354836	chr6	42745175	-	GSE125240;m6A-REF-seq;Homo_sapiens;Brain;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE147440;meCLIP;Homo_sapiens;MCF7;Ctrl	3	TBCC	protein_coding	Exon	2	0	0	0	Brain;CD8T;MCF7	3	m6A-REF-seq;m6A-CLIP-seq;meCLIP	3	1
m6A_hg38_354837	chr6	42745226	-	GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	6	TBCC	protein_coding	Exon	1	0	0	0	HeLa;MDAMB231;HEK293T;HEK293E;HEK293 	5	PA-m6A-seq;meCLIP;miCLIP2;miCLIP ;m6A-SAC-seq	5	1
m6A_hg38_354838	chr6	42745271	-	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo	4	TBCC	protein_coding	Exon	0	0	0	0	HEK293T;HEK293E;HEK293 	3	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_354839	chr6	42745322	-	GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	4	TBCC	protein_coding	Exon	6	0	0	0	HEK293 ;A549;HEK293E	3	miCLIP ;m6A-CLIP-seq;m6A-SAC-seq	3	1
m6A_hg38_354840	chr6	42745331	-	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl	4	TBCC	protein_coding	Exon	5	0	0	0	HEK293T;HEK293E;HEK293 ;HepG2	4	miCLIP2;miCLIP ;m6A-SAC-seq	3	1
m6A_hg38_354842	chr6	42745423	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl	11	TBCC	protein_coding	Exon	0	0	0	0	MOLM13;CD8T;A549;HEK293T;HEK293E;HeLa;HEK293 ;HepG2	8	miCLIP ;m6A-CLIP-seq;m6A-seq with improved protocol;miCLIP2;m6A-SAC-seq	5	1
m6A_hg38_354844	chr6	42745444	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE124509;m6ACE;Homo_sapiens;HEK293T;sysy202111|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	9	TBCC	protein_coding	Exon	0	0	0	0	MOLM13;HeLa;CD8T;A549;HEK293T;HEK293E	6	miCLIP ;m6A-CLIP-seq;m6ACE;miCLIP2	4	1
m6A_hg38_354845	chr6	42745449	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl	2	TBCC	protein_coding	Exon	1	0	0	0	MOLM13;CD8T	2	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_354846	chr6	42745460	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl	3	TBCC	protein_coding	Exon	1	0	0	0	MOLM13;CD8T;A549	3	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_354847	chr6	42745574	-	GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	7	TBCC	protein_coding	Exon	2	0	0	0	A549;HEK293T;MDAMB231;HEK293E;HSPC	5	m6A-CLIP-seq;miCLIP ;meCLIP;miCLIP2;m6A-SAC-seq	5	1
m6A_hg38_354850	chr6	42745735	-	GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	5	TBCC	protein_coding	Exon	5	0	0	0	MDAMB231;HEK293T;HEK293E;HSPC	4	meCLIP;miCLIP2;miCLIP ;m6A-SAC-seq	4	1
